PMID,TI,AB,JT,DP,PL,YY,year
11271636,The political context of social inequalities and health.,"This analysis reflects on the importance of political parties, and the policies they implement when in government, in determining the level of equalities/inequalities in a society, the extent of the welfare state (including the level of health care coverage by the state), the employment/unemployment rate, and the level of population health. The study looks at the impact of the major political traditions in the advanced OECD countries during the golden years of capitalism (1945-1980)--social democratic, Christian democratic, liberal, and ex-fascist--in four areas: (1) the main determinants of income inequalities; (2) levels of public expenditures and health care benefits coverage; (3) public support of services to families; and (4) the level of population health as measured by infant mortality. The results indicate that political traditions more committed to redistributive policies (both economic and social) and full-employment policies, such as the social democratic parties, were generally more successful in improving the health of populations. The erroneous assumption of a conflict between social equity and economic efficiency is also discussed. The study aims at filling a void in the growing health and social inequalities literature, which rarely touches on the importance of political forces in influencing inequalities.","International journal of health services : planning, administration, evaluation",2001,United States,2001,00
17760962,"A decade of inequality in maternity care: antenatal care, professional attendance at delivery, and caesarean section in Bangladesh (1991-2004).","BACKGROUND: Bangladesh is committed to the fifth Millennium Development Goal (MDG-5) target of reducing its maternal mortality ratio by three-quarters between 1990 and 2015. Since the early 1990s, Bangladesh has followed a strategy of improving access to facilities equipped and staffed to provide emergency obstetric care (EmOC). METHODS: We used data from four Demographic and Health Surveys conducted between 1993 and 2004 to examine trends in the proportions of live births preceded by antenatal consultation, attended by a health professional, and delivered by caesarean section, according to key socio-demographic characteristics. RESULTS: Utilization of antenatal care increased substantially, from 24% in 1991 to 60% in 2004. Despite a relatively greater increase in rural than urban areas, utilization remained much lower among the poorest rural women without formal education (18%) compared with the richest urban women with secondary or higher education (99%). Professional attendance at delivery increased by 50% (from 9% to 14%, more rapidly in rural than urban areas), and caesarean sections trebled (from 2% to 6%), but these indicators remained low even by developing country standards. Within these trends there were huge inequalities; 86% of live births among the richest urban women with secondary or higher education were attended by a health professional, and 35% were delivered by caesarean section, compared with 2% and 0.1% respectively of live births among the poorest rural women without formal education. The trend in professional attendance was entirely confounded by socioeconomic and demographic changes, but education of the woman and her husband remained important determinants of utilization of obstetric services. CONCLUSION: Despite commendable progress in improving uptake of antenatal care, and in equipping health facilities to provide emergency obstetric care, the very low utilization of these facilities, especially by poor women, is a major impediment to meeting MDG-5 in Bangladesh.",International journal for equity in health,2007 Aug 30,England,2007,00
19709105,Models for individual oral health promotion and their effectiveness: a systematic review.,"BACKGROUND: There is a recognized need to deliver oral health information to people during clinical encounters to enable them to develop personal skills in managing their own oral health. Traditional approaches to individual oral health education have been shown to be largely ineffective and new approaches are required to address personal motivations for preventive behaviour. This systematic review aims to identify and assess the effectiveness of behaviour models as a basis for individual oral health promotion. METHODS: Electronic databases were searched for articles evaluating the effectiveness of health behaviour models in oral and general health between 2000 and 2007. Eighty-nine studies were retrieved and data were extracted from the 32 studies that met the inclusion criteria. RESULTS: Thirty-two studies were identified in the fields of clinical prevention and health education, motivational interviewing (MI), counselling, and models based interventions. MI interventions were found to be the most effective method for altering health behaviours in a clinical setting. CONCLUSIONS: There is a need to develop an effective model for chairside oral health promotion that incorporates this evidence and allows oral health professionals to focus more on the underlying social determinants of oral disease during the clinical encounter. There is potential to further develop the MI approach within the oral health field.",Australian dental journal,2009 Sep,Australia,2009,00
19237388,Equity in community health insurance schemes: evidence and lessons from Armenia.,"INTRODUCTION: Community health insurance (CHI) schemes are growing in importance in low-income settings, where health systems based on user fees have resulted in significant barriers to care for the poorest members of communities. They increase revenue, access and financial protection, but concerns have been expressed about the equity of such schemes and their ability to reach the poorest. Few programmes routinely evaluate equity impacts, even though this is usually a key objective. This lack of evidence is related to the difficulties in collecting reliable data on utilization and socio-economic status. This paper describes the findings of an evaluation of the equity of Oxfam's CHI schemes in rural Armenia. METHODS: Members of a random sample of 506 households in villages operating insurance schemes in rural Armenia were interviewed using a structured questionnaire. Household wealth scores based on ownership of assets were generated using principal components analysis. Logistic and Poisson regression analyses were performed to identify the determinants of health facility utilization, and equity of access across socio-economic strata. RESULTS: The schemes have achieved a high level of equity, according to socio-economic status, age and gender. However, although levels of participation compare favourably with international experience, they remain relatively low due to a lack of affordability and a package of primary care that does not include coverage for chronic disease. CONCLUSION: This paper demonstrates that the distribution of benefits among members of this community-financing scheme is equitable, and that such a degree of equity in community insurance can be achieved in such settings, possibly through an emphasis on accountability and local management. Such a scheme presents a workable model for investing in primary health care in resource-poor settings.",Health policy and planning,2009 May,England,2009,00
15792156,[Common mental disorders in primary care: prevalence and determinants of a general health questionnaire as a screening tool].,"OBJECTIVES: This study intends to evaluate the prevalence of common mental disorders in a population residing in Florence cared for by general practitioners and to assess the determinants of classification and recognition of common mental disorders of the General Health Questionnaire with 12 items as screening tool. (GHQ-12). PARTICIPANTS: The study includes a total of 676 patients received in the periods from June to September 1999 and from January to February 2000 in out-patient treatment by 13 general practitioners during a 2 week sampling in the consulting room of each doctor. METHODS: Every patient filled in a tool set composed of socio-demographic form, GHQ-12, Social Readjustment Rating Scale (SRRS). To evaluate the diagnostic reliability of GHQ-12, a subgroup of 158 patients underwent The Mini International Neuropsychiatric Interview (MINI). RESULTS: Among the 676 patients contacted the estimated prevalence (Probable Prevalence) of common mental disorders was of 43.6%. The factors connected to the GHQ-12 high-scorers are gender, number of consultations and life events evaluated through the SRRS. The school level results as protective factor. CONCLUSIONS: This study pointed out the importance of psycho-social factors in determining common mental disorders in the general practice, moreover the prevalence of such disorders is high.",Epidemiologia e prevenzione,2004 Nov-Dec,Italy,2004,00
14751330,Social determinants of tuberculosis case rates in the United States.,"BACKGROUND: Social capital has been related to a number of important public health variables such as overall mortality, health status, and sexually transmitted infections (including AIDS case rates). However, the relationship of social capital to tuberculosis has received little attention. Because social capital may be related to the constructs of poverty and income inequality, any exploration of the correlation between social capital and tuberculosis should include examination of the interrelationships with poverty and income inequality as well. OBJECTIVE: This study examined the state-level relationship between social capital, poverty, income inequality, and tuberculosis case rates. METHODS: The design was state-level, correlational analysis (including bivariate linear correlational analysis, and multivariate linear stepwise regression analysis). Main outcome measures were 1999 state-level case rates of tuberculosis. RESULTS: In bivariate analyses, poverty, income inequality, and social capital were all significantly correlated with tuberculosis case rates. In stepwise multiple regression analyses predicting tuberculosis case rates from this set of three predictor variables, social capital and income inequality entered the regression equation (with social capital being the strongest predictor variable). CONCLUSIONS: These results suggest that social capital is highly predictive of tuberculosis at the state level. The results indicate the need for further research into this potentially causal relationship, including the examination of structural interventions designed to increase social capital.",American journal of preventive medicine,2004 Feb,Netherlands,2004,00
15768926,The healthy Hawaii initiative: A social ecological approach promoting healthy communities.,"PURPOSE: The tobacco settlement has provided the opportunity for the state of Hawaii to implement the Healthy Hawaii Initiative (HHI), targeting smoking, poor nutrition and physical inactivity. The purpose of this paper is to describe and document preliminary findings. METHODS: The social ecological model is translated into practice through school and community grants to create systems, environmental and policy changes, teacher training on health and physical education standards, continuing education for the medical community in behavioral health, and a public education campaign. A comprehensive evaluation provides ongoingfeedback for program improvement and progress on the effects of psychosocial mediators, behaviors, and long-term chronic diseases. RESULTS AND DISCUSSION: Preliminary process results presented here are promising. The components are thought to interact synergistically to bring about behavior changes statewide. The HHI is one example of how to implement a multilevel initiative to target the three major behavioral determinants of chronic disease (tobacco use, physical inactivity, and poor nutrition) and build healthier communities.",American journal of health promotion : AJHP,2005 Mar-Apr,United States,2005,00
16251618,Season and ethnicity are determinants of serum 25-hydroxyvitamin D concentrations in New Zealand children aged 5-14 y.,"New Zealand children, particularly those of Maori and Pacific ethnicity, may be at risk for low vitamin D status because of low vitamin D intakes, the country's latitude (35-46 degrees S), and skin color. The aim of this study was to determine 25-hydroxyvitamin D concentrations and their determinants in a national sample of New Zealand children aged 5-14 y. The 2002 National Children's Nutrition Survey was designed to survey New Zealand children, including oversampling of Maori and Pacific children to allow ethnic-specific analyses. A 2-stage recruitment process occurred using a random selection of schools, and children within each school. Serum 25-hydroxyvitamin D concentration [mean (99% CI) nmol/L] in Maori children (n = 456) was 43 (38,49), in Pacific (n = 646) 36 (31,42), and in New Zealand European and Others (NZEO) (n = 483) 53 (47,59). Among Maori, Pacific, and NZEO, the prevalence (%, 99% CI) of serum 25-hydroxyvitamin D deficiency (<17.5 nmol/L) was 5 (2,12), 8 (5,14), and 3 (1,7), respectively. The prevalence of insufficiency (<37.5 nmol/L) was 41 (29,53), 59 (42,75), and 25 (15,35), respectively. Multiple regression analysis found that 25-hydroxyvitamin D concentrations were lower in winter than summer [adjusted mean difference (99% CI) nmol/L; 15 (8,22)], lower in girls than boys [5 (1,10)], and lower in obese children than in those of ""normal"" weight [6 (1,11)]. Relative to NZEO, 25-hydroxyvitamin D concentrations were lower in Maori [9 (3,15)] and Pacific children [16 (10,22)]. Ethnicity and season are major determinants of serum 25-hydroxyvitamin D. There is a high prevalence of vitamin D insufficiency in New Zealand children, which may or may not contribute to increased risk of osteoporosis and other chronic disease. There is a pressing need for more convincing evidence concerning the health risks associated with the low vitamin D status in New Zealand children.",The Journal of nutrition,2005 Nov,United States,2005,00
11919734,Acute health-related quality of life in children undergoing stem cell transplant: II. Medical and demographic determinants.,"Medical and demographic variables were examined as predictors of acute health-related quality of life (HRQL), specifically, somatic distress, mood disturbance and activity levels, during the period of bone marrow transplant (BMT) hospitalization, and the transition phase in the months following hospital discharge. The responses of 153 children undergoing BMT were assessed by both parent report and patient self-report in a prospective longitudinal design. Type of transplant, diagnosis, age, gender, and socio-economic status (SES) were examined as predictor variables of patient outcome. Type of transplant, patient age, and SES emerged as significant determinants of patient response. Children undergoing unrelated donor (MUD) transplants experiencing the highest levels of distress, followed by those undergoing matched-sibling BMT, while those undergoing autologous transplant experienced the lowest levels of distress. Younger patients experienced lower levels of distress and better HRQL than older children and adolescents. Although patients from different SES backgrounds appeared very similar at the time of hospital admission, those from lower SES backgrounds demonstrated greater distress and disturbance in HRQL subsequently, and throughout the first 6 months post BMT. These findings help to target specific subgroups of patients that may be in greater need of preventive interventions or more aggressive supportive care.",Bone marrow transplantation,2002 Mar,England,2002,00
14999347,[Social inequalities and other determinants of height in children: a multi-level analysis].,"A cross-sectional household survey of height among children under five years of age (n = 2,632) was conducted in the city of Porto Alegre, Rio Grande do Sul State, Brazil. Multi-level linear regression was applied to investigate the effect of socioeconomic and demographic factors, physical and social environment, and health conditions on children s height, measured by the height-for-age z-scores of the National Center for Health Statistics standards. Area of residence (census tract) was classified as good versus poor in terms of housing and sanitation standards. On average, children s height was -0.18 z-score. Average height increased with maternal and paternal schooling, parents work skills, per capita family income, improved housing, maternal age, birth intervals, and birth weight. Height decreased with hospitalization in the first two years of life, number of under-five children in the household, and preterm birth. In the poor residential areas, the effect of maternal schooling was twice as great as in the better-off areas. The effect of parental work skills was only evident in the more deprived areas. Area of residence modified the effects of socioeconomic conditions on children s growth. Housing and sanitation programs are potentially beneficial to offset the negative effect of social disadvantage on children's growth.",Cadernos de saude publica,2003 Nov-Dec,Brazil,2003,00
19107444,Determinants of incidence of primary fallopian tube carcinoma (PFTC).,"Primary fallopian tube carcinoma (PFTC) is a rare malignancy, but its incidence has been rising during the last decades and varies between 2.9/1,000,000 and 5.7/1,000,000. The epidemiology of PFTC has been sparsely studied. In Finland, the incidence rate has been rising during the last decades. The rise has been highest in the cities, in higher social classes, and in certain specific occupations. Parity gives protection against this disease, as does a previous sterilization procedure. Earlier thoughts of a previous salpingitis as a possible promoter of PFTC seem not to hold. Previous infections such as Chlamydia trachomatis infections or human papillomavirus infections cannot be regarded as risk factors. In this chapter, we clarify the possible epidemiological factors behind this disease.","Methods in molecular biology (Clifton, N.J.)",2009,United States,2009,00
10960221,Fighting among Jerusalem adolescents: personal and school-related factors.,"PURPOSE: To study the prevalence of physical fighting among youth and its association with personal and school-related factors. METHODS: Pupils in the 8th and 10th grades (n = 1182, ages 13-16 years) in 11 Jerusalem secular and religious schools anonymously completed the World Health Organization questionnaire from the Health Behavior in School Children study. The unit of analysis was defined as the number of times the student was involved in physical fighting during the past year. The independent variables studied were sociodemographic characteristics, personal, and school-related factors including teachers, peers, and family. RESULTS: Fighting at least once was reported by 76% of boys and 26% of girls; 6% of boys who were involved in fights at least once and 16% more than once required medical treatment. For boys, bullying others, poor health and mental health score, and perception of teachers that the pupil was a below-average student significantly increased the odds ratio (OR) for fighting more than once in the past year. Among girls, poor mental health, poor parental support on school matters, bullying, and being bullied by others increased the OR for fighting. CONCLUSIONS: Fighting is a highly prevalent behavior among adolescents irrespective of their socioeconomic background. Determinants differ by gender, and intervention programs should focus on the gender-specific determinants.",The Journal of adolescent health : official publication of the Society for Adolescent Medicine,2000 Sep,United States,2000,00
16643346,Psychiatric nurses' ethical stance on cigarette smoking by patients: determinants and dilemmas in their role in supporting cessation.,"It has been argued that psychiatric nurses are ideally placed to provide smoking cessation interventions to patients with mental illness. This assumes that psychiatric nurses actively support smoking cessation. The current paper articulates some of the reasons why this has not occurred, in particular, some of the ethical beliefs held by nurses that may prevent such activity. Such an assumption also discounts the evidence that confirms psychiatric nurses to have among the highest smoking rates in nursing and in the health professions in general. The role and impact of the institution are also considered. In-depth interviews with seven community and inpatient psychiatric nurses were thematically analysed. Extensive individual and group discussions were also held with inpatient nurses from open and locked psychiatric settings during participant observation of the settings. The findings suggest that psychiatric nurses can be more effective in the primary care role of supporting patients' smoking cessation if they receive adequate institutional support to do so.",International journal of mental health nursing,2006 Jun,Australia,2006,00
19674467,Psychosocial correlates of eating behavior in children and adolescents: a review.,"BACKGROUND: Understanding the correlates of dietary intake is necessary in order to effectively promote healthy dietary behavior among children and adolescents. A literature review was conducted on the correlates of the following categories of dietary intake in children and adolescents: Fruit, Juice and Vegetable Consumption, Fat in Diet, Total Energy Intake, Sugar Snacking, Sweetened Beverage Consumption, Dietary Fiber, Other Healthy Dietary Consumption, and Other Less Healthy Dietary Consumption in children and adolescents. METHODS: Cross-sectional and prospective studies were identified from PubMed, PsycINFO and PsycArticles by using a combination of search terms. Quantitative research examining determinants of dietary intake among children and adolescents aged 3-18 years were included. The selection and review process yielded information on country, study design, population, instrument used for measuring intake, and quality of research study. RESULTS: Seventy-seven articles were included. Many potential correlates have been studied among children and adolescents. However, for many hypothesized correlates substantial evidence is lacking due to a dearth of research. The correlates best supported by the literature are: perceived modeling, dietary intentions, norms, liking and preferences. Perceived modeling and dietary intentions have the most consistent and positive associations with eating behavior. Norms, liking, and preferences were also consistently and positively related to eating behavior in children and adolescents. Availability, knowledge, outcome expectations, self-efficacy and social support did not show consistent relationships across dietary outcomes. CONCLUSION: This review examined the correlates of various dietary intake; Fruit, Juice and Vegetable Consumption, Fat in Diet, Total Energy Intake, Sugar Snacking, Sweetened Beverage Consumption, Dietary Fiber, Other Healthy Dietary Consumption, and Other Less Healthy Dietary Consumption in cross-sectional and prospective studies for children and adolescents. The correlates most consistently supported by evidence were perceived modeling, dietary intentions, norms, liking and preferences. More prospective studies on the psychosocial determinants of eating behavior using broader theoretical perspectives should be examined in future research.",The international journal of behavioral nutrition and physical activity,2009 Aug 12,England,2009,00
