PMID,TI,AB,JT,DP,PL,YY,year
3403934,The Israeli Study of Surgical Infections (ISSI): I. Methods for developing a standardized surveillance system for a multicenter study of surgical infections.,"The postoperative wound infection experience in 11 Israeli hospitals was investigated with two objectives: (1) to utilize the variability among hospitals for a better understanding of the determinants of these infections, and (2) to present surgeons and infection control teams with information upon which they can take action. This article summarizes the methods that were applied to maximize the uniformity of information obtained from hospitals. (1) The same kind of patients were sampled in every hospital. (2) The data collection system was standardized, and analyzed for errors. The overall error rate was small (2%) but there were potential problem areas, such as missing information on underlying diagnoses (12%). Few errors (1%) were found in the nurses' observations of the wounds. (3) All wound infections were diagnosed in a uniform manner by convening a panel of four specialists at the central Israeli Study of Surgical Infections (ISSI) office. (4) The definition of infection that was finally chosen for this multicenter study had to be broadened to include, in addition to pus, ""discharge other than pus,"" because of the higher reliability among panel members. This definition was also clinically valid in terms of morbidity. (5) The rate of postdischarge infections was estimated and was not found to be related to the discharge policies in the various hospitals.",Infection control and hospital epidemiology,1988 Jun,United States,1988,80
3730318,Senile dementia: factors associated with caregivers' preference for institutional care.,"This paper presents findings concerning variables expected to influence the motivation of persons caring for a dementing relative in the community to continue giving care and support. The variables examined in relation to 'preference for institutional care' were those previously examined in relation to supporters' psychological well-being (Gilhooly, 1984). The results indicate that factors within the relationship between supporter and the dependent dementing relative are important determinants of motivation to continue giving support. Other variables significantly associated with advocacy of institutional care included the age of the supporter, supporter's contacts with friends, satisfaction with help from relatives, another dependent relative, and whether or not the supporter was employed. Help from the services and supporters' well-being were not significantly correlated with ratings of preference for institutional care.",The British journal of medical psychology,1986 Jun,England,1986,80
7246836,Determinants of foster care placement for the maltreated child.,"This study examined the records of the North Carolina Central Registry of Child Abuse and Neglect to determine which social, family, and child characteristics were most influential in the decision to place a child in foster care. These records contained all theoretically relevant factors as well as demographic data. Analysis included the computation of odds ratios for foster care for each of 250 variables. A maximum likelihood logistic regression model was constructed to obtain the independent and cumulative contribution of each factor. Some expected variables such as parental stress factors (substance abuse) and types of abuse (burns and scalds) placed a child at a significant risk for placement in foster care (p less than 0.01). However, less obvious factors such as referral source (law enforcement agencies) or geographic area also placed children at risk. Overall, the model explained little of the variance of these decisions (R2 = 0.168) and poorly predicted placement (sensitivity 66.3 per cent, specificity 74.6 per cent). Using existing data, we were unable to adequately describe the decision process in selecting foster care.",American journal of public health,1981 Jul,United States,1981,80
6644542,Predicting contraceptive behavior from attitudes: a comparison of within- versus across-subjects procedures.,"Within- versus across-subjects procedures for predicting behavior from attitudes were contrasted. Each procedure requires a comparison among attitudes in order to generate a prediction; the comparison is either among the same attitudes held by different people (across subjects) or among different attitudes held by the same person (within subject). It was hypothesized that the within-subject model provides a more adequate explanation of behavior from attitudinal constructs and, hence, more accurate prediction of behavior from attitudes than does the across-subjects model. To test this view, a sample of 349 married couples was administered a questionnaire containing measures of three attitudinal components--affect, cognition, and conation--toward each of four contraceptive methods--oral contraceptives, IUD, diaphragm, and condoms. Contraceptive behavior was assessed 1 year later. In support of the hypothesis, the within-subject predictions bore a significantly stronger relation to the behavioral criteria than did the across-subjects predictions. This effect was consistent for each of the three components of attitude, for the prediction of behavior and behavioral intention, for male and female respondents, and for a variety of contraceptive behaviors. In addition, both the within- and the across-subjects analyses demonstrated a clear rank ordering in the predictive validity of the three attitudinal components: Conation was a better predictor of behavior than was affect, which, in turn, was better than cognition.",Journal of personality and social psychology,1983 Nov,United States,1983,80
6481664,Psychosocial outcome one year after a first myocardial infarction.,"Psychosocial outcome in terms of mental state, health preoccupation, leisure activity, avoidance behaviour, sexual activity and attitude towards life and the future one year after a myocardial infarction (MI) was studied in 177 consecutive male, able-bodied patients below 61 yr of age with a first MI. Questionnaires and a brief interview covered the psychological and social data while the somatic variables were recorded in a standardized medical examination. Emotional distress, self-reported symptoms, avoidance behaviour, overprotection, pessimism and a diminished sexual activity were frequent, indicating a poor adaptation. These disturbances were apparent two months after the MI and remained stable. Psychological factors were stronger determinants of maladjustment than smoking, angina pectoris and recorded somatic illness. Neither severity of the infarction nor social and demographic factors determined maladjustment. Intervention must take place early and be directed to psychological factors as well as to the cardiac condition.",Journal of psychosomatic research,1984,England,1984,80
25195529,Old age in sociocultural context: China and the United States.,"With the increasing interest in comparative studies of the elderly, China has become the focus of research attention. This society, which has been inaccessible to most Western researchers, offers a special site for studies of aging because of its sheer size as a world power, its relationship to Third World countries, and its population problem-a growing segment of elderly people. Available data from a variety of social science sources are utilized to compare how the sociocultural context of China and the United States impact differentially upon the older population in each society. Three major determinants specify the theoretical context: economic development (the level of production an economic system achieves); traditional cultural patterns (norms, roles, relationships); and the social control mechanisms (regulatory processes based upon the legal and sanctioning systems). These determinants provide a theoretical orientation for analyzing the outcome variables involved in the behavior and adaptation of the old. In American society, cultural norms and values are advantageous for active older persons in good health, particularly those with a favorable economic situation. In contemporary Chinese society, which blends traditional customs with the values of a revolutionary and changing society, there are advantages for the frail elderly.",Journal of aging studies,1987 Summer,England,1987,80
3601599,Situational and trait determinants of competitive state anxiety.,"53 participants in a weekend tennis tournament completed the Competitive Short Form of the State Anxiety Inventory and questions about the specific situation (e.g., their chance of winning, presence of an audience) immediately before playing a tournament match. Immediately after the match participants completed outcome measures (e.g., win/loss, the impact of tension upon their performance). Two trait anxiety measures were given in a follow-up. Competitive trait anxiety from the Sport Competition Anxiety Test was the best predictor of state anxiety. Perceived chance of winning was the only situational factor which was significantly related to state anxiety. Match outcome was also more closely related to competitive trait anxiety than to state anxiety or generalized trait anxiety. The trait-anxiety measure which focused upon competition was a more useful predictor of state anxiety than the generalized measure, State-Trait Anxiety Inventory.",Perceptual and motor skills,1987 Jun,United States,1987,80
29357164,Determinants of Competitive Success in Clethrionomys Rufocanus.,"This study introduces a new approach to identify determinants of competitive success in small mammals. An experimental population of Clethrionomys rufocanus consisting of laboratory-raised individuals with known origin and life history was introduced to a realistic competitive situation in the field. Successful females could be distinguished from nonsuccessful females on the basis of four individual attributes measured 25 d after they were released on the study plot, whereas males could not. The most consistent determinant of competitive success seemed to be the sex ratio of the litters in which females were born. Successful females originated from litters with a strongly female-biased sex ratio. These results are considered in the light of recent research on the consequences of prenatal conditions on female social behavior.",Ecology,1987 Dec,United States,1987,80
3071406,Psychosomatics of beauty and ugliness: theoretical implications of the systems approach.,"In this presentation, physical appearance has been considered an inseparable part of daily human existence. Relevant aspects of research in social psychology on interpersonal attraction and personality theory stressing narcissistic vulnerability were reviewed. General systems theory was proposed as a theoretical framework from which to view the multifactorial aspects of the psychosomatics of beauty and ugliness. In support of this proposition, the contemporary use of systems thinking in medicine, psychiatry, psychoanalysis, family therapy, and the understanding of emotions was stressed. Emotional reactions to the evaluations of physical appearance by self and others were shown to be inevitable, involving appraisal and feedback processes affecting different systems in the person's life. The person's self-image and self-esteem were stressed as underlying determinants of outcome in health and in illness. Finally, we hope to have communicated our belief that in the present, as a way of integrating and summarizing the knowledge obtained in the specialized fields, systems thinking allows for more creative and successful treatment outcomes.",Clinics in dermatology,1988 Jul-Sep,United States,1988,80
6520656,Smoking and pregnancy.,"Smoking during pregnancy is associated with many adverse outcomes, including fetal and neonatal death. These consequences are tragic in many ways, but perhaps the greatest tragedy is that they are preventable if the smoker ceases to smoke during pregnancy. Although in some instances the so-called constitutional hypothesis is difficult to disprove, the available evidence seems more than convincing that it is smoking itself, and not the smoker's unique constitution, that is responsible. Cessation from smoking is clearly advisable at any time, but more so during pregnancy when every cigarette affects both the smoker and her unborn child.",Journal of psychoactive drugs,1984 Oct-Dec,United States,1984,80
2638678,Determinants of infant and child mortality in rural Haryana.,"To identify the individual and household level variables associated with increased risk of mortality, 159 infant and 50 child deaths (cases) and equal number of age matched live infants and children (controls) and their families were studied in a rural area of Haryana. The social, economic, educational and environmental characteristics of the case and control families were similar. Increased risk of infant and child mortality was associated with maternal age less than 20 and more than 30 years, birth order 4th or higher, unclean cord care at the time of child birth, failure of breast feeding during the first 3 months of age, lack of immunizations, and previous infant or child death(s) in the family (Odds ratio greater than 2; P less than 0.05-0.01 by X2 test). An emphasis on the interventions directed at control of the above mentioned variables may prove most helpful in reducing infant and child mortality in a rural area.",Indian journal of pediatrics,1989 Nov-Dec,India,1989,80
3342135,Family reactions to institutional closure.,"Determinants of families' reactions to their relatives' relocation (from a large developmental disability institution that was closing to smaller institutions) were examined. Ninety-four families responded to two surveys sent during closure and one year later asking about (a) reactions to the closure, (b) relative's medical status, (c) involvement with their relative, (d) appraisal of the situation, and (e) social support. Over time, families reported less stress and dissatisfaction with closure. Family reactions during closure were related to the relative's medical status, involvement with their relative, and appraisal of the situation, whereas family reactions one year later were related to appraisal, involvement with their relative, and social support.",American journal of mental retardation : AJMR,1988 Jan,United States,1988,80
6359827,Family influences upon delinquency: biosocial and psychosocial perspectives.,"Representative theories and research associated with biosocial and psychosocial explanations of juvenile delinquency in the context of the family are reviewed. The studies discussed demonstrate that biological, psychological, and social forces are all determinants of parent-child relations in the development of delinquency. Theories and research are also reviewed which show how biosocial and psychosocial orientations toward antisocial behavior can be integrated into a unified understanding of delinquency. It is concluded that biosocial and psychosocial theories of delinquency must be considered before a full understanding of delinquent conduct can be reached.",Adolescence,1983 Fall,United States,1983,80
12268998,[Economic approaches to fertility: a comparative analysis of the New Home Economics and Easterlin theories].,"""The purpose of this paper is to provide a comparative analysis of the New Home Economics and Easterlin theories of fertility, within a critical context. It is emphasized that in spite of similarities between the two theories, each makes distinct contributions: while one stresses the cost of children as a determinant of fertility, the other stresses the importance of material aspirations through the relative income concept."" (SUMMARY IN ENG AND SPA)",Cahiers quebecois de demographie,1987 Oct,Canada,1987,80
12280405,Population dynamics and rural poverty.,"An overview of the relationship between demographic factors and rural poverty in developing countries is presented. The author examines both the micro- and macro-level perspectives of this relationship and the determinants and consequences of population growth. The author notes the prospects for a rapid increase in the rural labor force and considers its implications for the agricultural production structure and the need for institutional change. Consideration is also given to the continuing demand for high fertility at the family level and the role of infant and child mortality in the poverty cycle. ""The paper concludes by drawing attention to the need for developing the mechanism for reconciliation of social and individual optima with respect to family size and population growth."" The need for rural development projects that take demographic factors into account is stressed as is the need for effective population programs. (summary in FRE, ITA)",Genus,1985 Jul-Dec,Germany,1985,80
