PMID,TI,AB,JT,DP,PL,YY,year
9216030,Levels and determinants of gynecological morbidity in a district of south India.,"This article presents the results of an assessment of gynecological morbidity among 385 women with young children residing in a district of Karnataka State, South India. All three main modes of assessment (clinical examination, laboratory tests, and self-reports) reveal a high burden of reproductive tract infections. The two most common conditions, identified by laboratory tests, were bacterial vaginosis and mucopurulent cervicitis. Approximately one-fourth of the women had clinical evidence of pelvic inflammatory disease, cervical ectopy, and fistula. The contribution of sexually transmitted diseases to overall gynecological morbidity appears to be relatively modest; 10 percent were so diagnosed. Associated conditions of anemia and chronic energy deficiency were common. Severe anemia was found in 17 percent of cases and severe chronic energy deficiency in 12 percent. These results indicate that radical improvements in women's health in India will require far more than the diagnosis and treatment of reproductive tract infections.",Studies in family planning,1997 Jun,United States,1997,90
9446197,[Dependency: possible risk or inevitable outcome?].,"This is the burning issue of the hour. In attempting to resolve it within the context of advanced age, it is important to clarify the meaning of the words involved: Independence and autonomy are far from being synonyms. Independence refers to the ability to perform physical activities of daily living (bathing, eating, preparing meals, shopping, money management), whereas the second word, autonomy, refers more to the ability to make decisions, to reason, to express an appropriate opinion in a given situation. Hazard and inevitability are totally at variance. Hazard implies the likelihood of occurrence of an event harmful to health, or to the length or quality of life. Hazard is more or less predictable, whereas inevitability is the expression of a supernatural power controlling all events. To find out whether ""dependency is a hazard or an inevitability"", it is necessary to conduct a historical review of the extension in human longevity and in particular of the current ""weight"" of aging both on individuals and on society at large. In Geneva, the proportion of the over 65-year-olds grew from 5.1 percent in 1880 to 13.4 percent in 1990. During that time, the gain in life expectancy was 52.4 percent for Geneva males of 80 years of age and 93 percent for Geneva females of the same age. This drastic change in age groups was coupled with a noteworthy change in household sizes. In 1860, the number of persons per household was 4.5. In 1990, it was down to 2.2. Conversely, the number of inmates in Geneva's medico-social institutions went up from 649 to 1168 between 1982 and 1992. In this socio-economic and cultural perspective, the concept of ""globality of the individual"" throughout his lifetime explains: age-related physiological changes; the long-term repercussion of physical, professional or leisure activities; the consequences of the accumulation of such varied risk factors as overweight or its opposite, malnutrition, tobacco or stress. Such frailty caused by aging is an ideal breeding ground for disease. For now, what matters most is the functional consequence of disease. Is the disease acute or chronic? Two out of three deaths result from a chronic disease, which caused loss of function by organs (impairment), loss of function by the subject himself (disability) or loss of function by the individual in society (social handicap or disadvantage). Raising the question ""Dependency: a hazard or an inevitability?"" boils down to asking oneself about the place of disease in our society and its determinants, and about all aspects of medicine and especially of prevention. When detected, a susceptibility brings into play primary prevention, aimed at averting the onset of the disease. After a disease has set in, measures to prevent recurrence, or secondary prevention, are required. Lastly, prevention of dependency and of loss of autonomy is part of tertiary prevention. Except for violent traumatic accidents, the formulation of the above concepts proves that dependency is essentially ""a hazard"". Therefore, let us anticipate!",Schweizerische medizinische Wochenschrift,1997 Oct 25,Switzerland,1997,90
9103325,Consumption of fruit and vegetables: how to motivate the population to change their behavior.,"This study reports the discrepancy between two methods to assess fruit and vegetable consumption in a Dutch adult population (N = 367). The consumption of fruit and vegetables was assessed by using a food frequency method (the number of grams of fruit and vegetables subjects ate every day) and by assessing subjects' own estimates of their fruit and vegetable intake. Besides the behavior, intention and determinants were measured using a theoretical model including attitude, self-efficacy and social influence to eat fruit and vegetables. Results showed that there were large differences between the self-rated and estimated objective consumption of fruit and vegetables. Subjects rated their own intake as much higher than their estimated actual intake. Furthermore, multiple regression analyses showed that the determinants predicted the self-rated consumption much better than the estimated consumption.",Cancer letters,1997 Mar 19,Ireland,1997,90
2082463,Determinants of fat consumption in a general population.,"In a random sample of the adult population (aged 25-64 years) from Ghent and Charleroi in Belgium, dietary fat consumption was estimated using both qualitative and quantitative dietary methods. A fat consumption score (FCS) was constructed from the qualitative method, and it correlated significantly with the dietary polyunsaturated/saturated fatty acids (P/S) ratio calculated from the quantitative method (r = -0.48; p less than 0.001). Differences in FCS were then studied using univariate and multivariate analyses. In both men and women, FCS was higher in Charleroi than in Ghent. In men, FCS was inversely related with educational level and with age. In women, significant correlations were observed with marital status. No differences were found in FCS by smoking behaviour. With the coronary risk factors, low-order relationships were found, but only in men. In the middle-aged group, significant correlations were found between FCS and the fatty acid composition of the serum cholesteryl esters, in particular with the linoleate/oleate ratio.",Revue d'epidemiologie et de sante publique,1990,France,1990,90
7920876,Determinants of body mass index: a study from northern Italy.,"Overweight and obesity are associated with increased mortality and morbidity, and human weight is influenced by multiple factors, both genetically and environmentally determined. We investigated the influence of some socioeconomic, behavioral, dietary and reproductive factors on body mass index (BMI). Data were obtained from a comparison group of a case-control study of gastrointestinal cancers from the four largest teaching and general hospitals in Milan, northern Italy. The subjects were 1,188 men and 832 women admitted between January 1985 and June 1992 to the hospitals under study for diseases other than malignant or digestive and not known or suspected to be related to alcohol or tobacco. The following were measured: BMI (Quetelet's index, weight, kg/height, m2) and the corresponding standard errors (s.e.) in strata of selected variables, linear regression coefficients (beta) and correlation coefficients between BMI and each variable. Mean BMI increased with age until 35-44 years in men and 45-54 years in women. In both sexes BMI was inversely associated with education and social class. Smokers tended to be leaner than non-smokers, but no consistent trend was observed with increasing numbers of cigarettes. Alcohol drinkers had mean BMI similar to non-drinkers, except heavy drinking women who were lighter. BMI was not significantly associated with coffee, decaffeinated coffee, tea, bread, vegetable and fruit consumption. No relation was observed between total estimated caloric intake and BMI. In women BMI was directly associated with marriage and number of children, and inversely with oral contraceptive use.(ABSTRACT TRUNCATED AT 250 WORDS)",International journal of obesity and related metabolic disorders : journal of the International Association for the Study of Obesity,1994 Jul,England,1994,90
10605253,"[Socioeconomic inequalities in health in the Tuscany Longitudinal Study (SLTO): persistence and changes over time in overall mortality and selected causes (lung cancer, liver cirrhosis, AIDS and overdose)].","We evaluate the persistence of social inequalities in overall mortality or mortality by causes (lung cancer, liver cirrhosis; AIDS and overdose) in the Tuscany Longitudinal Study (SLTo), a record linkage-study on the census population identified at the 1981 and 1991 censuses in Leghorn (1981: 175,741 subjects; 1991: 167,512 subjects), and 1991 in Florence (403,294 subjects), Central Italy. The census data allow an evaluation of socio-economic status of each subject, using variables such as education or occupation, or constructing indexes inclusive of deprivation indexes. Follow-up is from the census up to 1995 and for specific causes of death from 1987 (Leghorn) or 1991 (Florence). Estimates of risk are computed comparing rates of mortality among socio-economic groups, by means of poisson regression models, or by means of Standardized Mortality Ratios using the indirect method. The causes of deaths have been selected mainly because explained by known and strong determinants. As far as overall mortality, the results suggest the persistence of gradients by social class, more often negative among males. Mortality from lung cancer has a strong negative social class gradient among males, and a divergent gradient among women in the two towns, which is interpreted as the effect of a different prevalence of smoking by period, social class and sex. High RRs among lower socio-economic groups have been detected for liver cirrhosis mortality. Excess mortality of AIDS and overdose, an expression of the recent drug crisis, concentrates on the lower social strata and in young adults. Whereas mortality from AIDS has been detected among both sexes, deaths from overdose are occurring among males only. Being AIDS and overdose recent diseases, they stress the persistence of social inequalities over time.",Epidemiologia e prevenzione,1999 Jul-Sep,Italy,1999,90
12293874,Migration and housing tenure in South East England.,"""A substantial literature has developed regarding the relationship between migration and housing tenure in Britain.... It is important to control for individual characteristics before the independent effect of tenure on mobility can be determined. This paper is a report of an investigation of this relationship in the South East of England, in which the Sample of Anonymised Records, a unique individual-level British data source for this type of study, were used. The study continues with a consideration of the influence of housing on migration into the South East from the North of Britain for those in manual and nonmanual occupations.""",Environment & planning A,1998 May,United States,1998,90
2212095,Pre-diagnostic symptom recognition and help seeking among cancer patients.,"Failure to recognize symptoms which signal cancer may delay contact with the medical care system, thus decreasing the chances of diagnosis at an early stage of disease. We investigated the determinants of cancer symptom recognition and delay in seeking medical care in a population-based sample of 625 newly diagnosed lung, breast and colorectal cancer patients. Although the majority (79.5%) of patients reported noticing symptoms prior to diagnosis, one quarter of these patients (24.7%) delayed longer than three months in seeking medical care. Contrary to the findings of research based on clinic samples, logistic regression analysis revealed that no demographic or social support factors were predictive of symptom recognition or delay, with the exception that older colorectal cancer patients were less likely to notice symptoms, but also less likely to delay. Lung and colorectal patients diagnosed with advanced disease were more likely to notice symptoms than patients with local disease. Results of a content analysis of patients' remarks indicate that breast cancer patients were significantly more likely than lung or colorectal cancer patients to attribute their symptoms to cancer (p less than .001). Symptoms common to lung and colorectal cancer appear to be attributed to other, less serious causes. Given the lack of demographic predictors of symptom recognition and delay in seeking care, we suggest that education programs address risk groups for specific cancers, rather than the general public as a whole, grouping together all cancers and cancer symptomatology.",Journal of community health,1990 Aug,Netherlands,1990,90
7694219,Investigation of antigenic determinants in thyroid peroxidase by synthesis of possible sequential peptides.,"One way to locate antigenic determinants in thyroid peroxidase (TPO) is to evaluate the binding of chemically synthesized peptides to autoantibodies. A major epitope of TPO involved in thyroid autoimmunity has been reported to be at residues 590 to 675. Therefore, we synthesized three peptides (P1, residues 603-610; P2, 615-630; and P3, 654-665) in the most antigenic part of this range, as judged by antigenicity analysis, and measured their antigenicity by enzyme-linked immunosorbent assay (ELISA). Amino groups protected with fluorenyl-methoxycarbonyl were used in the synthesis. Sera from 42 untreated patients with Hashimoto's disease and 30 untreated patients with Graves' disease were tested for binding with each peptide. In addition, 6 sera with antibodies against denatured and reduced microsomal antigen were tested. Sera obtained from 22 normal subjects were used as a control. Binding of sera from the patients with autoimmune thyroid disease to the synthetic peptides was weak, about 1% of binding to thyroid microsomes prepared from Graves' thyroid. However, the ELISA index of a mixture of P1, P2, and P3 was significantly higher in the patients with Hashimoto's disease than in the healthy subjects. For both P2 and P3, the ELISA index of the sera with antibodies against denatured and reduced TPO was higher than that of the sera from normal subjects. These results suggested 1) that the antigenic epitopes of TPO recognized by autoantibodies may be conformational and discontinuous, and 2) that antibodies against these linear portions of TPO may exist in patients with Hashimoto's disease.",Osaka city medical journal,1993 Jun,Japan,1993,90
8500469,Job design and job stress in office workers.,"A model to look at various job components that affect individual well-being and health was developed drawing from the job design and job stress literature. Briefly stated, the model proposes job control to be a primary causal determinant of the stress outcomes. The effects of perceived demands, job content, and career/future concerns were hypothesized to influence the stress outcomes only to the extent of their influence on job control. This was tested in a population of government office employees in various clerical, professional, and managerial jobs all of which involve the use of computers. Results indicated that job control was not a crucial determinant of the stress outcomes, that job demands and career/future concerns were consistent determinants of the stress outcomes, and that job content, demands, and career/future concerns did not influence the stress outcomes through job control as described by the proposed model. The differentiation of job control levels to define specific relationships with stress outcomes and other job elements was shown to be useful because different levels of job control were associated with different stress outcomes and job elements.",Ergonomics,1993 May,England,1993,90
10681885,Epidemiology of socioeconomic status and health: are determinants within countries the same as between countries?,"Within societies, health and ill-health follow a social gradient: lower socioeconomic position, worse health. The slope of the gradient has varied over time. It is likely that social and economic circumstances play a role in this changing slope. Within Europe, differences in health between East and West have also varied in magnitude. The advantage in the West increased through the 1970s and 1980s. Although similar in their health trends up to 1989, the countries of central and eastern Europe have diverged quite sharply subsequently. It is again likely that changing social and economic fortunes account for these trends. There is evidence to support the role of psychosocial factors in relating to socioeconomic differences within and between countries.",Annals of the New York Academy of Sciences,1999,United States,1999,90
8115345,Determinants of exercise in children.,"BACKGROUND: The recognition that children are surprisingly inactive and that lifetime health beliefs and behavior patterns are formed in childhood has emphasized the need to examine the acquisition of exercise behavior in children. Although research has shown social learning theory variables to be relevant to the study of exercise determinants in an adult population, there has been little study done with child populations. The purpose of the present study was to explore the factors that may influence a child's level of physical activity. METHODS: Two hundred forty-two 5th- and 6th-grade children and their mothers were interviewed. It was hypothesized that several social learning variables would exert a particularly strong influence on level of physical activity of children. RESULTS: Regression analysis results indicated that salient predictor variables for boys included enjoyment of physical activity, friend and family support for physical activity, mother's perceived barriers to exercise, and mother's perceived family support for exercise. For girls, the salient predictor variables included enjoyment of physical activity, number of exercise-related items at home, mother's perceived family support for physical activity, mother's perceived barriers to exercise, and direct parental modeling of physical activity. CONCLUSIONS: It appears that social learning variables may be important correlates of physical activity in children.",Preventive medicine,1993 Nov,United States,1993,90
12347234,"Bridewealth, marriage and fertility in the east-central states of Nigeria.","""The paper examines the determinants of high bridewealth in the east-central states of Nigeria, inhabited by the Igbo, and relates high bridewealth to rising age at marriage among both men and women. High and rising bridewealth in Igboland is associated with the prevailing economic situation, socio-economic status of bride's parents, raising incidence of self-selection of marital partners in place of arranged marriages, and particularly increasing female education.... Rising age at marriage in Igboland cannot be understood only on the basis of increasing urbanization, female education and employment opportunities, but also on the basis of rising bridewealth which reduces the tempo of marriage....The study ends with an investigation of the determinants of marital fertility through the use of a causal model that includes bridewealth, age at marriage and other socio-economic variables."" (SUMMARY IN ITA AND FRE)",Genus,1995 Jul-Dec,Germany,1995,90
9049796,The relationship between life-events and periodontitis. A case-control study.,"This case-control study (n = 100 dental patients, matched for age and sex) investigated the role of life-events in periodontitis. Data collected included life events, tobacco use, oral health behaviours and socio-demographics. The results of conditional simple logistic regression analysis showed that periodontitis was associated with the negative impact of life-events (p < 0.01), the number of negative life-events (p < 0.05), high levels of dental plaque (p < 0.01), tobacco smoking (p < 0.01) and being unemployed (p < 0.05). These associations remained statistically significant after adjusting for oral health behaviour and socio-demographic variables, but not tobacco smoking (p > 0.05). Marital status became statistically significant after adjusting for the other variables (p < 0.05). A model is suggested to explain the pathways through which life events may affect periodontal health. It was concluded that psychosocial factors and oral health risk behaviours cluster together as important determinants of periodontitis.",Journal of clinical periodontology,1997 Jan,United States,1997,90
8879716,An index of need for psychiatric services based on in-patient utilisation.,"BACKGROUND: The paper describes the development of an index of the relative need for psychiatric services for the purposes of distributing NHS funds in England. METHOD: The study is based on an empirical analysis of all psychiatric in-patient completed episodes in England in 1991/92. Any index of need should be independent of the effect of variations in health care supply on the use of psychiatric services. In order to disentangle the influences of supply from social and clinical determinants of utilisation, two stage least squares regression and multilevel modelling techniques were used. RESULTS: The outcome was an index comprising six health and socio-economic variables. This is now being used by the NHS Executive to distribute about pound 2.2 billion of annual NHS expenditure for psychiatric services between English health authorities. CONCLUSION: It is shown that the index is much more sensitive to needs and therefore more redistributive than the previous index of need used in the NHS.",The British journal of psychiatry : the journal of mental science,1996 Sep,England,1996,90
8235739,Determinants of lactation performance across time in an urban population from Mexico.,"We identified determinants of breastfeeding and full breastfeeding among 165 healthy mothers from Hermosillo, Mexico who planned to breastfeed and delivered vaginally a healthy term infant. Deliveries took place in either a nursery (n = 58) or a rooming-in (n = 107) public hospital where formula supplementation was not allowed. Multivariate analyses indicated that at 1 week full breastfeeding was associated (P < or = 0.05) with early milk arrival, social support for full breastfeeding and planned breastfeeding duration. At 2 months, full breastfeeding was associated with social support for full breastfeeding and early milk arrival. Breastfeeding was positively associated with early milk arrival and inversely associated with early introduction of supplementary bottles, maternal employment, maternal body mass index and infant age. At 4 months, full breastfeeding was positively associated with social support for full breastfeeding and inversely associated with infant age. Breastfeeding was positively associated with planned breastfeeding duration and inversely associated with early introduction of a bottle and urban background. Rooming-in mothers reported that their milk came in earlier (P < or = 0.05) than did the nursery group. Milk arrival was later when a bottle was introduced in the first week; both of these variables might be important in explaining a positive effect of rooming-in on lactation performance.",Social science & medicine (1982),1993 Oct,England,1993,90
12294870,"Longer distance commuting as a substitute for migration in Britain: a review of trends, issues and implications.","""Drawing on analyses of commuting data from secondary sources as well as on selected results from a research project on long-distance commuting in Britain, this article investigates the extent to which, and why, households may choose to substitute longer distance commuting for migration. Reasons for long-distance weekly commuting, and associated advantages and disadvantages from individual, household and employer perspectives, are outlined. The evidence points to increasing complexity in home and working lives, with important implications for housing, transport and human resource management policies, as well as for family life.""",International journal of population geography : IJPG,1999 Jan-Feb,England,1999,90
9477737,"[""We do what we can"": health service providers facing the utilization problem].","This study presents the second part of the general results obtained by a qualitative study conducted within the National Health Survey II. The object of this study was to identify main patterns and micro-social determinants which affect the process of selection and utilization of health services in order to propose policies aimed at more equity, quality and efficiency in health service delivery. The study was conducted in urban areas among the middle and middle-low class sectors. A total of 192 individual open-ended interviews and eight focus groups were completed among health users in four cities. Also, 61 service providers both from public and private services were interviewed. Since a previous work reported findings related to health service users, this study focuses only on the results pertaining to health service providers. The first part briefly discusses the study design which allowed to explore the meaning that actors--health service providers--attach to their job and working conditions. The second part presents the main findings. The sense of economic and material precariousness with which health providers from public institutions do their work is among the most important results. Common conflicts between health service users and providers are also mentioned, mainly those which arise from the organizational problems of the health center and from the scarcity of the basic drug stock. The third part reports the main coincidences and divergences between health service users and providers. Some of the divergences may be the reason for the under-utilization of health services. The work concludes with a series of policy recommendations aimed at improving the quality and opportunity of health services provided by public institutions for the needs of the population.",Salud publica de Mexico,1997 Nov-Dec,Mexico,1997,90
12319653,"Internal migration, earnings, and the importance of self-selection.","This paper analyzes the impact of internal migration on earnings within the human capital model framework. Since migrants constitute a non-random sample of population, the endogenous nature of migration decision warrants necessary correction for the selectivity bias in their earnings function. The Mincer-type earnings model is thus augmented to determine the extent of this bias. Besides estimating the standard Mincerian earnings model, the paper also attempts to verify the learn-as-you-go proposition by introducing migration duration variables in the earnings model. Based on the household level Population, Labor Force, and Migration (1979-80) survey data, the analysis yields the following important conclusions: (i) the data allowed a meaningful estimation of Mincerian earnings function for migrants and non-migrants; (ii) the level of schooling was one of the important determinants of the distribution of income both for migrants and nonmigrants--the four categorical variables of education were in general statistically significant with expected signs, implying that the hypothesis of a positive relationship between income and education was accepted; (iii) the rates of return to education improved systematically with higher levels of education, thus confirming the notion that education serves as a signalling device; (iv) the age-income profile was almost linear for migrants but showed concavity for nonmigrants; (v) the presence of sample-selection was observed for migrants; and (vi) even after controlling for the influence of personal characteristics, i.e., education and experience, the long-standing migrants earned relatively more at the destination than the more recent migrants.",Pakistan development review,1994 Autumn,Pakistan,1994,90
10429746,Gender differences in chronic disease risk behaviors through the transition out of high school.,"BACKGROUND: Major life transitions (e.g., graduation from high school) are times when many changes occur in a person's social and physical environment. Men and women likely experience aspects of these changes differently. As a result, health-related behaviors likely change at these times with possible differences in these changes by gender. METHODS: Gender differences in the performance of chronic disease risk-related behaviors (fruit, juice, and vegetable intake; physical activity; tobacco and alcohol use; and sexual practices) through the transition out of high school (HS) were assessed in a secondary analysis of a nationally representative sample from the 1992 National Health Interview Survey-Youth Risk Behavior Survey. The survey was completed by 5881 young people aged 14 to 21 years. Regression discontinuity analysis with piecewise regression was performed. RESULTS: Statistically significant gender by transition effects were obtained for exercise/physical activity (decreases at the transition point for males), snuff use (decrease for females in HS), binge drinking and number of days drinking alcohol (increases for males at the transition point), and use of alcohol or drugs before sexual intercourse (decrease for females post HS). Fruit intake decreased for males and females and daily and heavy cigarette smoking increased during the HS years. Effect sizes were small but promising, given that the data set was not designed to test this hypothesis. CONCLUSION: These data offer evidence of differences by gender in chronic disease risk behaviors through the HS transition. Longitudinal studies are needed to assess the true nature of these differences, the tracking of these risk behaviors and their personal, social, and environmental determinants, including gender-specific determinants, that may explain these changes and inform future intervention development.",American journal of preventive medicine,1999 Jul,Netherlands,1999,90
