PMID,TI,AB,JT,DP,PL,YY,year
27515881,Development and evaluation of the R-I-CAM-Q as a brief summative measure of CAM utilisation.,"OBJECTIVE: This study evaluates a revised version of the I-CAM-Q, the R-I-CAM-Q, which is a shorter scale, and suitable for use as a brief, summative measure of CAM utilisation. DESIGN: Online survey with an Australian sample (n=2697). ANALYSIS: The psychometric properties of the I-CAM-Q were analysed using Mokken Scaling Analysis and Structural Equation Modelling. RESULTS: A subset of items were identified as having an adequate uni-dimensional structure that can be aggregated to yield a scalar measure of CAM utilisation. Certain items, including prayer for health purposes, and chiropractic, were not indicative of general CAM use. CONCLUSIONS: The R-I-CAM-Q provides a unitary, aggregate measure of CAM utilisation that provides scope for replicable research into the determinants of CAM use. It is the first quantitative and summative measure of general CAM use, developed and tested using modern psychometric methods.",Complementary therapies in medicine,2016 Aug,Scotland,2016,10
31689134,Assessment of multidrug-resistant tuberculosis (MDR-TB) treatment outcomes in Sudan; findings and implications.,"Background: Multidrug-resistant tuberculosis (MDR-TB) has a socioeconomic impact and threatens global public health. We assessed treatment outcomes of MDR-TB and predictors of poor treatment outcomes in Sudan given current high prevalence rates.Methods: Combined retrospective and prospective cohort study at Abu-Anga hospital (TB specialized hospital in Sudan). All patients with MDR-TB between 2013 and 2017 were targeted.Results: A total of 156 patients were recruited as having good records, 117 (75%) were male, and 152 (97.4%) had pulmonary TB. Patients were followed for a median of 18 months and a total of 2108 person-months. The overall success rate was 63.5% and the mortality rate was 14.1%. Rural residency (P < 0.05) and relapsing on previous treatments (P < 0.05) were determinants of time to poor MDR-TB treatment outcomes.Conclusion: Overall, more attention needs to be given to special MDR-TB groups that are highly susceptible to poor outcomes, i.e. rural patients. As a result, it is highly recommended to maintain total coverage of medicines for all MDR-TB patients for the entire period of treatment in Sudan. It is also recommended to instigate more treatment centers in rural areas in Sudan together with programs to enhance adherence to treatments including patient counseling to improve future outcomes.",Expert review of anti-infective therapy,2019 Nov,England,2019,10
21983595,Revisiting the Wilson-Jungner criteria: How can supplemental criteria guide public health in the era of genetic screening?,"PURPOSE:: Advances in technology have made newborn screening for more than 50 inborn errors of metabolism possible using a dried blood sample. A framework is proposed that public health practitioners may use when considering candidate disorders for newborn screening panels. METHODS:: The framework expands on the 10 Wilson-Jungner criteria with the addition of 11 criteria specific to newborn screening. A calculation, the ""pNBS Decision Score,"" is used to quantify results and rank candidate disorders. RESULTS:: The pNBS Decision Scores that were calculated for phenylketonuria (OMIM# 261600), cystic fibrosis (OMIM# 219700), Pompe disease (OMIM# 232300), and severe combined immunodeficiency (OMIM# 102700) support their inclusion as newborn screening disorders. The pNBS Decision Score suggests that Krabbe disease (OMIM# 245200) is not a candidate disorder for inclusion at this time. CONCLUSION:: The proposed framework adds to the ability of policy makers to quantify an essential portion of the process for adding disorders to newborn screening panels. Other factors such as ethical, legal, and social issues, clinical utility, and advocacy are also part of the policy process. The framework is not intended to replace existing nomination processes but rather to enhance those processes by encouraging iterative review of newborn screening-specific criteria. The use of the framework will provide consistency across a portion of the decision process. The public health community should take the opportunity to revisit the screening determinants of the Wilson-Jungner criteria from a 21st century perspective. The results suggest that this framework provides the public health practitioner with a consistent process for making an evidence-based decision.",Genetics in medicine : official journal of the American College of Medical Genetics,2011 Oct 7,United States,2011,10
31016465,Determinants and Interventions to Promote Water Consumption Among Adolescents: a Review of the Recent Literature.,"PURPOSE OF REVIEW: This review summarizes the latest scientific evidence on determinants and interventions to promote water consumption among adolescents. RECENT FINDINGS: We identified 15 studies on determinants of water consumption and 11 interventions to promote water consumption among adolescents. Determinants of adolescent's water consumption included individual (e.g., physiological, demographic, psychological, and behavioral variables), social (e.g., peer influence), and environmental (e.g., availability of water at school/home, warm weather) ones and school policies. Interventions with both educational/behavioral and legislative/environmental components seem the most promising to promote water consumption among adolescents. To our knowledge, this is the first review integrating the results on both determinants of, and interventions to promote, water consumption among adolescents. Gaps in the scientific literature were identified and recommendations to improve future studies were given. Promoting water consumption among adolescents could be a promising avenue to lower obesity and promote early acquisition of healthy dietary habits.",Current nutrition reports,2019 Jun,United States,2019,10
23870781,"Health professionals working with First Nations, Inuit, and Metis consensus guideline.","OBJECTIVE: Our aim is to provide health care professionals in Canada with the knowledge and tools to provide culturally safe care to First Nations, Inuit, and Metis women and through them, to their families, in order to improve the health of First Nations, Inuit, and Metis. EVIDENCE: Published literature was retrieved through searches of PubMed, CINAHL, Sociological Abstracts, and The Cochrane Library in 2011 using appropriate controlled vocabulary (e.g.,cultural competency, health services, indigenous, transcultural nursing) and key words (e.g., indigenous health services, transcultural health care, cultural safety). Targeted searches on subtopics (e.g., ceremonial rites and sexual coming of age) were also performed. The PubMed search was restricted to the years 2005 and later because of the large number of records retrieved on this topic. Searches were updated on a regular basis and incorporated in the guideline to May 2012. Grey (unpublished) literature was identified through searching the websites of selected related agencies (e.g., Campbell Collaboration, Social Care Online, Institute for Healthcare Improvement). VALUES: The quality of evidence in this document was rated using the criteria described in the Report of the Canadian Task force on Preventive Health Care (Table).",Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC,2013 Jun,Netherlands,2013,10
30673111,Mortality of Haemodialysis Patients With and Without Chronic Itch: A Follow-up Study of the German Epidemiological Hemodialysis Itch Study (GEHIS).,"The GEHIS (German Epidemiological Hemodialysis Itch Study) is a representative cohort study started in 2013 with 860 haemodialysis (HD) patients in 25 German dialysis units. Chronic itch (CI) has been reported to be a poor prognostic marker for patients on HD; however, this has not been investigated in a representative patient cohort. In 2017, all HD patients were contacted again to investigate mortality in those with and without CI and to identify its determinants. Patients' characteristics, study instruments and CI were assessed, as in 2013. The response rate was 84.2% (n = 724). One-year mortality was 15.3%. Mortality was significantly higher in those with secondary scratch lesions compared with those with non-affected skin. This was also true after controlling for age and sex in a multivariate model. This study demonstrates a high mortality in HD patients; however, mortality depends on itch intensity, not on the occurrence of CI itself.",Acta dermato-venereologica,2019 Apr 1,Sweden,2019,10
21284624,Determinants of reproductive success in dominant pairs of clownfish: a boosted regression tree analysis.,"1. Central questions of behavioural and evolutionary ecology are what factors influence the reproductive success of dominant breeders and subordinate nonbreeders within animal societies? A complete understanding of any society requires that these questions be answered for all individuals. 2. The clown anemonefish, Amphiprion percula, forms simple societies that live in close association with sea anemones, Heteractis magnifica. Here, we use data from a well-studied population of A. percula to determine the major predictors of reproductive success of dominant pairs in this species. 3. We analyse the effect of multiple predictors on four components of reproductive success, using a relatively new technique from the field of statistical learning: boosted regression trees (BRTs). BRTs have the potential to model complex relationships in ways that give powerful insight. 4. We show that the reproductive success of dominant pairs is unrelated to the presence, number or phenotype of nonbreeders. This is consistent with the observation that nonbreeders do not help or hinder breeders in any way, confirming and extending the results of a previous study. 5. Primarily, reproductive success is negatively related to male growth and positively related to breeding experience. It is likely that these effects are interrelated because males that grow a lot have little breeding experience. These effects are indicative of a trade-off between male growth and parental investment. 6. Secondarily, reproductive success is positively related to female growth and size. In this population, female size is positively related to group size and anemone size, also. These positive correlations among traits likely are caused by variation in site quality and are suggestive of a silver-spoon effect. 7. Noteworthily, whereas reproductive success is positively related to female size, it is unrelated to male size. This observation provides support for the size advantage hypothesis for sex change: both individuals maximize their reproductive success when the larger individual adopts the female tactic. 8. This study provides the most complete picture to date of the factors that predict the reproductive success of dominant pairs of clown anemonefish and illustrates the utility of BRTs for analysis of complex behavioural and evolutionary ecology data.",The Journal of animal ecology,2011 May,England,2011,10
31090090,Development and initial validation of a Theory of Planned Behaviour questionnaire to assess critical care nurses' intention to use physical restraints.,"AIMS: To develop and psychometrically test a Theory of Planned Behaviour (TPB) questionnaire to assess nurses' intention to use physical restraints (PRs) in intubated patients. DESIGN: A psychometric instrument validation study conducted in three phases. METHODS: A theory-driven questionnaire was developed. Eight experts validated the content of the preliminary 58-item questionnaire. A pilot study was conducted including 101 critical care nurses to test the reliability of the items. Construct validity and reliability were tested in a cross-sectional study of 12 units from eight hospitals in Spain (N = 354) from October - December 2017. Participants completed the questions based on the TPB, and socio-demographic and professional variables. RESULTS: The instrument comprised 48 items. All the direct and indirect constructs exhibited acceptable reliability. Confirmatory factor analysis indicated satisfactory fit indices for factorial structure according to the TPB. Nurses showed favourable attitudes, low perception of social pressure and modest perception of behaviour control. Perceived behavioural control and attitude were moderately positively correlated with the intention to use restraints, whereas subjective norm revealed the lowest correlation. Overall, the model explained 33% of the variance in intention. CONCLUSIONS: The Physical Restraint TPB questionnaire is a 48-item self-reporting theoretically based instrument with acceptable reliability and construct validity to identify nurses' intentions to use PRs in intubated patients. IMPACT: Unravelling the key determinants of nurses' intentions to use PRs should be examined to tailor quality improvement projects aimed at de-implementing restraints use in practice and to promote safer care.",Journal of advanced nursing,2019 Sep,England,2019,10
28161123,Enacted abortion stigma in the United States.,"RATIONALE: Abortion is a common medical procedure at the center of political debate. Yet, abortion stigma at the individual level is under-researched; the nascent research on abortion stigma has not yet documented enacted (experienced) stigma instead capturing anticipated or internalized stigma. OBJECTIVE: This study documents how women and men who disclosed abortions perceived others' reactions and determinants of those perceptions. METHOD: The study uses the American Miscarriage and Abortion Communication Survey, a survey representative of American-resident adults. Data from the sub-sample who had personal experience with abortion were analyzed (total sample, N = 1640; abortion disclosure sub-sample, n = 179). The survey captured each disclosure of the most recent abortion. Respondents had eight possible choices for articulating how the listener reacted. Cluster analyses grouped these reactions. Multinomial logistic regression identified predictors of the perceived reactions. Ordinal logistic regression revealed which disclosers perceived exclusively negative reactions, exclusively positive reactions, and a mix of negative and positive reactions. RESULTS: Each disclosure fell into one of three clusters: negative reaction, supportive reaction or sympathetic reaction. The majority of abortion disclosures received largely positive reactions (32.6% were characterized as supportive and 40.6% were characterized as sympathetic). A substantial minority of disclosures received a negative reaction (26.8%). The perceived valence of the reaction is predicted, in part, by to whom the disclosure was made and why. Across all their disclosures, most people disclosing an abortion history perceived only positive reactions (58.3%). A substantial minority of people perceived either exclusively negative reactions (7.6%) or a mix of negative and positive reactions (34.1%). Ordinal logistic regression (with people as the unit of analysis) showed perceived reactions are predicted by the number of disclosures made and the revealer's race and income. CONCLUSION: Whereas most people disclosing an abortion received support or sympathy, a substantial minority received stigmatizing reactions, which could plausibly have a negative impact on health.",Social science & medicine (1982),2017 Mar,England,2017,10
31040868,"Anxiety, depression, and oral health: A population-based study in Southeast of Iran.","Background: Depression and anxiety are two psychosocial illnesses that mostly are comorbid. The prevalence of these diseases is increasing worldwide. Both can affect general health also oral and dental health. The effects can be physiological and behavioral. Patients with these disorders are not willing to keep oral hygiene. The purpose of this study was to investigate the association between depression/anxiety and oral health indices in the 15-75-year-old population of Kerman. Materials and Methods: This cross-sectional study recruited 5900 people aged 15-75 years through one-stage cluster sampling (Kerman coronary artery disease risk factors study, KERCADRS). Data were collected through beck questionnaires for anxiety and depression and clinical examinations. Oral health indices including decayed, missing, filled teeth, gingival index (GI), and community periodontal index (CPI) were also measured. Data were analyzed by SPSS 21 software. Chi-square, t-test and regression analysis were used to determine the relationship between the variables. P </=0.05 was considered as the level of statistical significance. Results: In the study, 1975 (33.6%) of patients showed moderate-to-severe anxiety and 3502 (59.5%) got the scores as depressed. There was a significant difference between GI and CPI indices of the normal and depressed group (P < 0.01), but the difference in the anxious and normal group was not statistically significant (P > 0.05). Conclusion: The results of the study showed a significant relationship between depression and oral health indices but not with anxiety. Therefore, the present study suggests that more attention should be paid to the oral health of people with a history of depression.",Dental research journal,2019 May-Jun,Iran,2019,10
24044469,"Predictors of obesity among Metis children: socio-economic, behavioural and cultural factors.","OBJECTIVES: To examine the socio-economic, behavioural and Metis-specific factors that predict obesity among Metis children aged 6 to 14 years. Socio-economic factors included household structure and income, parental education and food insecurity. Cultural factors included knowledge of an Aboriginal language, participation in cultural activities, time spent with Elders and parental residential school attendance. METHODS: The 2006 Aboriginal Peoples Survey, Children and Youth component collected data about Metis children, including child height and weight, reported by the person most knowledgeable about the child (PMK). Multivariate binary logistic regression was used to predict obesity, defined using IOTF BMI cut-offs. After testing for interactions, models were stratified by age (6-10, 11-14) and gender. RESULTS: An estimated 18.5% of Metis boys and 14.4% of girls were obese. The effects of socio-economic factors and region varied across age and gender groups, although living in a lone-parent family and rural residence had consistent effects. Many effects of cultural variables were unexpected. Although PMK residential schooling was positively associated with obesity generally, the effects were negative among older girls. As expected, children participating in frequent physical activity generally had lower risk, independent of other factors. CONCLUSIONS: Although socio-economic factors are related to risk of obesity among Metis children, the effects may not be the same across age groups and for boys and girls. There is some evidence of independent effects of Metis-specific cultural factors, including parental residential schooling, on the risk of child obesity, but further investigation and better data are needed to understand these relationships.",Canadian journal of public health = Revue canadienne de sante publique,2013 Jun 21,Switzerland,2013,10
23388344,Determinants of HPV vaccination intentions among Dutch girls and their mothers: a cross-sectional study.,"BACKGROUND: The Dutch government recently added universal Human Papilloma Virus (HPV) vaccination for 12-year-old girls to the existing national immunization program. The participation rate for the initial catch-up campaign for girls aged 13 to 16 years in 2009 was lower (47%) than expected (70%). To inform future HPV information campaigns, this paper examines the social and psychological determinants of the HPV vaccination intentions of girls aged 13 to 16 years and their mothers who were targeted by the Dutch catch-up campaign of 2009. METHODS: A random sample of girls and their mothers was chosen from the Dutch vaccination register and received a letter inviting them to participate (n = 5,998 mothers and daughters). In addition, a random sample was recruited via an online panel by a marketing research company (n = 650 mothers; n = 350 daughters). Both groups were asked to complete a web-based questionnaire with questions on social demographic characteristics, social-psychological factors and HPV vaccination intention. Backward linear regression analyses were conducted to examine which social-psychological factors were most dominantly associated with vaccination intention. RESULTS: Data from 952 mothers (14%) and 642 daughters (10%) were available for the intended analyses. The contribution of social demographic variables to the explained variance of HPV vaccination intention was small but significant for mothers (DeltaR(2) = .01; p = .007), but not significant for daughters (DeltaR(2) = .02; p = .17) after controlling for HPV vaccination uptake and the sample. In addition, social-psychological determinants largely contributed to the explained variance of HPV vaccination intention of mothers (DeltaR(2) = .35; p < .001) and daughters (DeltaR(2) = .34; p < .001). Attitudes, beliefs, subjective norms and habit strength were significantly associated with participants' HPV vaccination intentions. CONCLUSIONS: Because of the large contribution of social-psychological variables to the explained variance of HPV vaccination intentions among the mothers and daughters, future communication strategies targeting HPV vaccination uptake should address attitudes, beliefs, subjective norms and habit strength. There is a need for longitudinal research to confirm the causality of the association between these determinants and HPV vaccination behavior indicated by this study.",BMC public health,2013 Feb 6,England,2013,10
24797435,Exposure of children with developmental delay to social determinants of poor health: cross-sectional case record review study.,"BACKGROUND: Research on child development in general has highlighted the importance that the family environment plays in mediating the pathway between exposure to low socio-economic position (SEP) and child well-being. While child developmental models in intellectual disability have highlighted the interplay between social context, family environment and child development, little empirical work has attempted to formally evaluate the evidence in support of specific mediating pathways between low SEP and child outcomes. METHODS: Secondary analysis of cross-sectional confidentialized needs analysis data collected in three Primary Care Trusts in England covering a total population of 1.25 million people. Case record reviews were undertaken for 46 023 households, 2236 (4.9%) of which contained a child in the target age range with developmental delay. RESULTS: Children with developmental delay, when compared with their non-disabled peers, were at significantly increased risk of poorer health outcomes and of being exposed to a wide range of social determinants of poor health. Controlling for between-group differences in exposure to social determinants of poor health reduced the risk of developmental delay being associated with poorer health outcomes by 45% for behaviour problems and 89% for risk of significant harm. For children with developmental delay, parenting difficulties appears to play a particularly significant role in partially mediating the effects of low SEP. CONCLUSIONS: The findings of the present study point to the potential effectiveness of family-focused early intervention to prevent the emergence and escalation of behavioural difficulties and health problems in children with developmental delay.","Child: care, health and development",2015 Mar,England,2015,10
