PMID,TI,AB,JT,DP,PL,YY,year
16365074,Early programming of body composition and fat distribution in adolescents.,"Size at birth and early postnatal growth are determinants of adult height and BMI. The aim of this study was to evaluate the effect of birth weight on body composition and fat distribution in a group of Spanish adolescents. Current body composition was assessed by both skinfold thickness and dual X-ray absorptiometry in 234 adolescents born at term (140 girls and 94 boys), now aged 13-18 y and living in the city of Zaragoza. Relative fat distribution was estimated using the ratio of the subscapular to triceps skinfolds (S:T). Birth weight and gestational age were assessed by a questionnaire. Birth weight was inversely associated with the S:T ratio (P < 0.05) in boys and directly associated with bone mass (P < 0.01) and fat-free mass (P < 0.05) in girls. This association was independent of factors such as age, Tanner stage, gestational age, socioeconomic status, physical activity, and height. In conclusion, our data support the hypothesis that impaired fetal growth, measured by birth weight, may be related to central fat distribution in boys and decreased bone and fat-free mass in girls.",The Journal of nutrition,2006 Jan,United States,2006,00
15046963,Personality and affect as determinants of medically unexplained symptoms in primary care; A follow-up study.,"OBJECTIVE: To examine whether the personality dimensions, neuroticism and alexithymia, and the affective state dimensions measuring negative and positive affect significantly contributed to changes over time in the number of medically unexplained symptoms (MUS) reported. METHODS: A total of 318 patients, presenting to their primary care physician with MUS, participated in the study. Logistic regression analyses were conducted to assess to what extent neuroticism, alexithymia, negative affect and positive affect independently contributed to (1) increase vs. decrease in the number of symptoms reported, and (2) the presence of a consistently high number of MUS over a 6-month follow-up period. RESULTS: Negative affect was the strongest determinant of changes in the number of symptoms reported. In addition, low positive affect significantly contributed to changes in the number of symptoms over time. Next to negative affect, the dimension of alexithymia measuring difficulty in identifying feelings (DIF) was found to be an independent predictor of a consistently high number of MUS. Neither neuroticism nor general alexithymia independently contributed to changes in the number of symptoms over time or to symptom persistence. CONCLUSIONS: Negative affect is an important determinant of MUS, because it contributes both to symptom evolution and symptom persistence. Positive affect has a beneficial effect on somatic symptom evolution, whereas the alexithymia dimension measuring DIF clearly contributes to the prediction of symptom persistence.",Journal of psychosomatic research,2004 Mar,England,2004,00
15797980,Development and preliminary validation of a systemic lupus erythematosus-specific quality-of-life instrument (SLEQOL).,"OBJECTIVES: Systemic lupus erythematosus (SLE), a chronic illness with an unpredictable and variable course, profoundly affects the quality of life (QOL). General health questionnaires are used to assess QOL in SLE, but a disease-specific instrument could offer enhanced responsiveness and content validity. We detail the steps we took to develop and validate a new SLE-specific QOL instrument, SLEQOL. METHODS: Rheumatology professionals nominated items that they felt were important determinants of QOL of SLE patients. One hundred SLE patients were asked to assess the importance and frequency of occurrence of these items and to suggest those that had not been listed. Item reduction was performed using Rasch model and factor analyses to create a new questionnaire in English. This final questionnaire was administered to a cohort of 275 patients to study its psychometric properties. RESULTS: Fifty-one items covering a wide range of QOL concerns were identified. The patients' responses led to the elimination of 11. The new questionnaire of 40 items was found to have Cronbach's alpha of 0.95 and to consist of eight domains covering physical, mental and social QOL issues. It has good test-retest reliability, poor to fair cross-sectional correlation with the SF-36, with poor correlation with lupus activity or damage indices. The SLEQOL was more responsive to change than the SF-36. CONCLUSIONS: We have developed a new 40-item SLEQOL in English and showed that it is valid for use in SLE patients in Singapore. It offers better content validity and responsiveness to change than the SF-36.","Rheumatology (Oxford, England)",2005 Oct,England,2005,00
17374601,Clinical determinants of long-term quality of life after stroke.,"OBJECTIVES: To determine factors that independently predict health-related quality of life (HRQOL) 1 and 3 years after stroke. METHODS: Subjects numbering 397, from a population-based register of first-ever strokes were assessed for HRQOL using the Short Form 36 (SF36) 1 year after stroke. Physical (PHSS) and mental health (MHSS) summary scores were derived from the eight domains of HRQOL in the SF36. Multivariate stepwise regression analyses were conducted to determine independent predictors of these scores; beta coefficients with 95% CI were obtained.beta coefficient is the difference between average value of the variable (e.g. male) and average value under consideration (e.g. female). Demographic and stroke risk factors, neurological impairments and cognitive impairment (MMSE <24) were included in the models. Similar analyses were undertaken on 150 subjects 3 years post-stroke. RESULTS: A year after stroke, independent predictors of the worst PHSS were of females (beta coefficient -3.3: 95% CI -5.7 to -0.8), manual workers (-3.2: -5.9 to -0.4), diabetes (-4.2: -7.7 to -0.8), right hemispheric lesions (-4.9: -8.7 to -1.2), urinary incontinence (-7.8: -11.6 to -4.1) and cognitive impairment (-2.7: -5.5 to -0.1); the worst MHSS were associated with being Asian (-11.8: -20.6 to -3.0), ischaemic heart disease (-2.7: -5.4 to -0.03), cognitive impairment (-3.04: -5.8 to -0.3). Subjects aged 65-75 years (5.4: 2.5 to -8.4) had better MHSS than those <65 years. Three years post-stroke, independent predictors of worse PHSS were hypertension (-8.7: -13.5 to -3.9), urinary incontinence (-8.1: -15 to -1.1) and cognitive impairment (-8.3: -13.2 to -3.5). CONCLUSIONS: Determinants of HRQOL vary both over time after stroke and whether physical or psychosocial aspects of HRQOL are being considered. This study provides valuable information on factors predicting long-term HRQOL, which can be taken into consideration in audits of clinical practice or in future interventional studies aiming to improve HRQOL after stroke.",Age and ageing,2007 May,England,2007,00
17855458,Health and street/ homeless youth.,"This article reviews the Canadian literature on health issues for homeless/street youth couched in terms of the broad determinants of health. A description of the target population is presented, followed by a discussion of the health risks associated with living in marginal and precarious situations ;on the street'. In particular, the potential consequences of engaging in the risky and often dangerous activities (e.g. substance abuse and high-risk sex) associated with the street lifestyle are discussed. Key conclusions drawn from the relevant literature are taken into consideration in a final section that includes a discussion of the policy implications of this work.",Journal of health psychology,2007 Sep,England,2007,00
19550161,Individual- and contextual-level determinants of social inequities in under-five mortality in Nigeria: differentials by religious affiliation of the mother.,"In sub-Saharan Africa, social factors such as religion have been linked with significant child morbidity and mortality. In religiously multi-denominational societies, one dominant religious group tends to subject the other groups to some form of economic, social or political discrimination, resulting in inequities in child survival. This study assessed the influence of individual- and community-level indicators underlying the association between religion and under-five mortality using multilevel logistic regression modelling. There is a significant association between religion and under-five mortality, which is considerably attenuated by sequentially adjusting for other risk factors. The effect of religion on under-five mortality is influenced by contextual-level characteristics of the community. Traditional religion is associated with under-five mortality, which is attributed to individual- and community-level indicators. Policy measures aimed at tackling child health inequities due to social factors such as religion need to consider the significance of the context in which mothers in different communities live, when healthcare interventions are being planned.",World health & population,2008,Canada,2008,00
17371603,Stroke risk perception among participants of a stroke awareness campaign.,"BACKGROUND: Subjective risk factor perception is an important component of the motivation to change unhealthy life styles. While prior studies assessed cardiovascular risk factor knowledge, little is known about determinants of the individual perception of stroke risk. METHODS: Survey by mailed questionnaire among 1483 participants of a prior public stroke campaign in Germany. Participants had been informed about their individual stroke risk based on the Framingham stroke risk score. Stroke risk factor knowledge, perception of lifetime stroke risk and risk factor status were included in the questionnaire, and the determinants of good risk factor knowledge and high stroke risk perception were identified using logistic regression models. RESULTS: Overall stroke risk factor knowledge was good with 67-96% of the participants recognizing established risk factors. The two exceptions were diabetes (recognized by 49%) and myocardial infarction (57%). Knowledge of a specific factor was superior among those affected by it. 13% of all participants considered themselves of having a high stroke risk, 55% indicated a moderate risk. All major risk factors contributed significantly to the perception of being at high stroke risk, but the effects of age, sex and education were non-significant. Poor self-rated health was additionally associated with high individual stroke risk perception. CONCLUSION: Stroke risk factor knowledge was high in this study. The self perception of an increased stroke risk was associated with established risk factors as well as low perception of general health.",BMC public health,2007 Mar 20,England,2007,00
26047094,Care of older persons in transnational settings.,"The question posed in this research is: in what ways is care of older persons practiced in a transnational setting. It is answered by looking at certain transnational activities where a migrant is helping an older person living in another country. This is done by using the description of care developed by Berenice Fisher and Joan Tronto [Fisher, Berenice & Tronto, Joan. 1990. ""Toward a feminist theory of caring."" Pp. 35-62 in Circles of care edited by Able, E. K. & Nelson, M. Albany: State University of New York Press], where caring is seen to consist of four elements: 'caring about', 'taking care', 'caregiving' and care-receiving'. Additionally the article is built around three basic elements of transnational care: distance, resources and circumstances. Distance refers to geographical distance between the migrant and the elderly person in need of care. Resources encompass a variety of resources that the migrant has or would need for the transnational caring activities. Circumstances are various determinants linked to the elderly person in need of care. Also attention is paid to the social policies involved in care-related activities. Two fundamental issues are distinctive to caring transnationally: the differing cultures of care and the two sets of social policies that have a role in this activity.",Journal of aging studies,2008 Jan,England,2008,00
16539965,[Health-risks associated with Western diet and sedentariness: the obesity epidemia].,"We describe the magnitude and trends of obesity in Spain and of its main determinants, associated both with the increase in energy intake and the reduction of energy expenditure. Such determinants include factors from the individual subjects and from their environment. We also present the main features of the strategy for the Nutrition, Physical Activity, and the Prevention of Obesity, fostered by the Ministry of Health, as well as plans and activities carried out by the Regional Governments, to control this health disorder. We conclude that effective and sustained implementation of these activities is badly needed. It should be made along with the monitoring of obesity and its determinants in the general population. Research in this field should also be strengthened because social determinants of obesity are not known in depth, and the effectiveness of many of the interventions proposed by the national and regional initiatives is not well established yet. Moreover, in the next future, the effectiveness of intervention models applied to control the smoking epidemic must be assessed to examine its usefulness in the control of obesity. An example of this type of interventions is the limitation of the publicity of nutrient-poor and energy-dense foods addressed to children.",Gaceta sanitaria,2006 Mar,Spain,2006,00
10927844,Government policies as a threat to health: findings from two Toronto community quality of life studies.,"Community members, service providers, and elected representatives in two Toronto communities were asked to identify community factors influencing the health of community members. Many of the identified barriers to health related to government policies and actions. Cutbacks in federal transfers to provinces and provincial cutbacks in funding for agencies, reductions in social assistance, ending of new social housing, and other policy changes were seen as negatively impacting the health of the community and its members. These perceptions were remarkably consistent with emerging findings concerning the determinants of health. Implications for public health practice were considered.",Canadian journal of public health = Revue canadienne de sante publique,2000 May-Jun,Switzerland,2000,00
14674182,The expanded Chronic Care Model: an integration of concepts and strategies from population health promotion and the Chronic Care Model.,"Given the increasing incidence of chronic diseases across the world, the search for more effective strategies to prevent and manage them is essential. The use of the Chronic Care Model (CCM) has assisted healthcare teams to demonstrate effective, relevant solutions to this growing challenge. However, the current CCM is geared to clinically oriented systems, and is difficult to use for prevention and health promotion practitioners. To better integrate aspects of prevention and health promotion into the CCM, an enhanced version called the Expanded Chronic Care Model is introduced. This new model includes elements of the population health promotion field so that broadly based prevention efforts, recognition of the social determinants of health, and enhanced community participation can also be part of the work of health system teams as they work with chronic disease issues.",Hospital quarterly,2003,Canada,2003,00
15639629,Sociomicrobiology: the connections between quorum sensing and biofilms.,"In the past decade, significant debate has surrounded the relative contributions of genetic determinants versus environmental conditions to certain types of human behavior. While this debate goes on, it is with a certain degree of irony that microbiologists studying aspects of bacterial community behavior face the same questions. Information regarding two social phenomena exhibited by bacteria, quorum sensing and biofilm development, is reviewed here. These two topics have been inextricably linked, possibly because biofilms and quorum sensing represent two areas in which microbiologists focus on social aspects of bacteria. We will examine what is known about this linkage and discuss areas that might be developed. In addition, we believe that these two aspects of bacterial behavior represent a small part of the social repertoire of bacteria. Bacteria exhibit many social activities and they represent a model for dissecting social behavior at the genetic level. Therefore, we introduce the term 'sociomicrobiology'.",Trends in microbiology,2005 Jan,England,2005,00
17135105,Do determinants of medicare supplemental coverage choice vary by income.,"Using data from the Community Tracking Study Household Survey (1998-99), we estimate the relationship between Medigap premiums and senior Medicare beneficiaries' supplemental coverage decisions. All seniors are more likely to be enrolled in an HMO in markets with higher Medigap prices. Lower income seniors are particularly sensitive to Medigap premiums and are more likely to have no supplemental coverage when faced with higher Medigap premiums. As Medicare supplemental options evolve in response to the 2003 Medicare Modernization Act, it is important to consider that lower income beneficiaries may respond to price changes and other factors differently than their higher income counterparts.",Journal of health & social policy,2006,United States,2006,00
11811637,Sequential or parallel processes? A longitudinal field study concerning determinants of identity-management strategies.,"Using a longitudinal field design, this study tested the dynamics of an integrative model of social identity theory (SIT) and relative deprivation theory (RDT) with regard to relations between perceived socio-structural characteristics, perceived in-group identification, perceived fraternal deprivation (i.e., resentment) and identity-management-strategy preference. Trait-state analyses revealed that the dynamic relationship among constructs in the model can best be explained in terms of trait-dependent variation rather than sequentially ordered processing. The trait components of the variables replicate previous findings concerning SIT and RDT. However. stable functional relations between variables and their traitlike character contradict the notion that their underlying processes are linear and sequential. Rather, variables and their relations can be regarded as the product of parallel processes. The authors discuss the results as a challenge to core assumptions of SIT.",Journal of personality and social psychology,2002 Jan,United States,2002,00
