PMID,TI,AB,JT,DP,PL,YY,year
21489284,Effects of global financial crisis on funding for health development in nineteen countries of the WHO African Region.,"BACKGROUND: There is ample evidence in Asia and Latin America showing that past economic crises resulted in cuts in expenditures on health, lower utilization of health services, and deterioration of child and maternal nutrition and health outcomes. Evidence on the impact of past economic crises on health sector in Africa is lacking. The objectives of this article are to present the findings of a quick survey conducted among countries of the WHO African Region to monitor the effects of global financial crisis on funding for health development; and to discuss the way forward. METHODS: This is a descriptive study. A questionnaire was prepared and sent by email to all the 46 Member States in the WHO African Region through the WHO Country Office for facilitation and follow up. The questionnaires were completed by directors of policy and planning in ministries of health. The data were entered and analyzed in Excel spreadsheet. The main limitations of this study were that authors did not ask whether other relevant sectors were consulted in the process of completing the survey questionnaire; and that the overall response rate was low. RESULTS: The main findings were as follows: the response rate was 41.3% (19/46 countries); 36.8% (7/19) indicated they had been notified by the Ministry of Finance that the budget for health would be cut; 15.8% (3/19) had been notified by partners of their intention to cut health funding; 61.1% (11/18) indicated that the prices of medicines had increased recently; 83.3% (15/18) indicated that the prices of basic food stuffs had increased recently; 38.8% (7/18) indicated that their local currency had been devalued against the US dollar; 47.1% (8/17) affirmed that the levels of unemployment had increased since the onset of global financial crisis; and 64.7% (11/17) indicated that the ministry of health had taken some measures already, either in reaction to the global financing crisis, or in anticipation. CONCLUSION: A rapid assessment, like the one reported in this article, of the effects of the global financial crisis on a few variables, is important to alert the Ministry of Health on the looming danger of cuts in health funding from domestic and external sources. However, it is even more important for national governments to monitor the effects of the economic crisis and the policy responses on the social determinants of health, health inputs, health system outputs and health system outcomes, e.g. health.",BMC international health and human rights,2011 Apr 13,England,2011,10
28445214,Teaching the Social Determinants of Health: A Path to Equity or a Road to Nowhere?,"Medical schools are increasingly called to include social responsibility in their mandates. As such, they are focusing their attention on the social determinants of health (SDOH) as key drivers in the health of the patients and communities they serve. However, underlying this emphasis on the SDOH is the assumption that teaching medical students about the SDOH will lead future physicians to take action to help achieve health equity. There is little evidence to support this belief. In many ways, the current approach to the SDOH within medical education positions them as ""facts to be known"" rather than as ""conditions to be challenged and changed."" Educators talk about poverty but not oppression, race but not racism, sex but not sexism, and homosexuality but not homophobia. The current approach to the SDOH may constrain or even incapacitate the ability of medical education to achieve the very goals it lauds, and in fact perpetuate inequity. In this article, the authors explore how ""critical consciousness"" and a recentering of the SDOH around justice and inequity can be used to deepen collective understanding of power, privilege, and the inequities embedded in social relationships in order to foster an active commitment to social justice among medical trainees. Rather than calling for minor curricular modifications, the authors argue that major structural and cultural transformations within medical education need to occur to make educational institutions truly socially responsible.",Academic medicine : journal of the Association of American Medical Colleges,2018 Jan,United States,2018,10
21489217,The socioeconomic determinants of cancer.,"This paper provides a synthesis on socioeconomic inequalities in cancer incidence, mortality and survival across countries and within countries, with particular focus on the Italian context; the paper also describes the underlying mechanisms documented for cancer incidence, and reports some remarks on policies to tackle inequalities.From a worldwide perspective, the burden of cancer appears to be particularly increasing in developing countries, where many cancers with a poor prognosis (liver, stomach and oesophagus) are much more common than in richer countries. As in the case of incidence and mortality, also in cancer survival we observe a great variability across countries. Different studies have suggested a possible impact of health care on the social gradients in cancer survival, even in countries with a National Health System providing equitable access to care.In developed countries, there is increasing awareness of social inequalities as an important public health issue; as a consequence, there is a variety of strategies and policies being implemented throughout Europe. However, recent reviews emphasize that present knowledge on effectiveness of policies and interventions on health inequalities is not sufficient to offer a robust and evidence-based guide to the choice and design of interventions, and that more evaluation studies are needed.The large disparities in health that we can measure within and between countries represent a challenge to the world; social health inequalities are avoidable, and their reduction therefore represents an achievable goal and an ethical imperative.",Environmental health : a global access science source,2011 Apr 5,England,2011,10
26649889,Mental Health and Service Issues Faced by Older Immigrants in Canada: A Scoping Review.,"RESUME Une population vieillissante et la croissance de la population sur la base de l'immigration necessitent que la recherche, la pratique et la politique doivent se concentrer sur la sante mentale des immigrants ages, surtout parce que leur sante mentale semble se deteriorer au fil du temps. Cette revue se concentre sur: Qu'est-ce que l'on sait sur les determinants sociaux de la sante mentale chez les immigrants ages, et quels sont les obstacles a l'acces aux services de sante mentale confrontes par les immigrants ages? Les resultats revelent que (1) les determinants sociaux decisifs de la sante mentale sont la culture, le sexe et les services de sante; (2) que les immigrants plus ages utilisent les services de sante mentale de moins que leurs homologues nes au Canada a cause des obstacles tels que, par exemple, les croyances et les valeurs culturelles, un manque de services culturellement et linguistiquement appropriees, des difficultes financieres, et l'agisme; et (3) quelles que soient les sous-categories dans cette population, les immigrants ages eprouvent des inegalites en matiere de la sante mentale. La preuve des recherches disponibles indique que de combler les lacunes des service de sante mentale devrait devenir une priorite pour la politique et la pratique du systeme de soins de sante au Canada.",Canadian journal on aging = La revue canadienne du vieillissement,2015 Dec,Canada,2015,10
24956548,Geographic variation of reproductive health indicators and outcomes in the United States: place matters.,"The social determinants of health are the circumstances in which people are born, grow up, live, work, and age and the systems put in place to deal with illness. These circumstances, in turn, are shaped by a wider set of forces: economics, social policies, and politics. Reproductive health indicators and conditions that are germane to obstetricians and gynecologists vary across states and regions in the United States as well as within regions and states. The aim of this article is to illustrate this variation with the use of examples of gynecologic malignancies, sexually transmitted infections, teen birth rates, preterm birth rates, and infant mortality rates. Using the example of infant death, the difficulties in ""unpacking"" the construct of place will be discussed, and a special emphasis is placed on the interaction of race, place, and disparities in shaping perinatal outcomes. Finally, readily available and easy-to-use online data resources will be provided so that obstetricians and gynecologists will be able to assess geographic variation in health indicators and outcomes in their own localities.",American journal of obstetrics and gynecology,2014 Sep,United States,2014,10
28286813,Risk factors of Non-fatal Unintentional Home Injuries among Children under 5 Years Old; a Population-Based Study.,"INTRODUCTION: In addition to the annual mortality rate, unintentional home injury may result in temporary or permanent disability and requires medical attention and continuous care in millions of children. This study aimed to explore features and risk factors of these injuries. METHODS: In this cross-sectional study, demographic variables and epidemiologic pattern of home injuries among children under 5 years of age were collected via a population-based survey in seven main cities of Khuzestan province, southwest Iran, during September 2011 to December 2012. Developing a risk stratification model, independent risk factors of unintentional home injury were determined and put to multivariate logistic regression analysis. RESULT: 2693 children with the mean age of 27.36 +/- 15.55 months (1 to 60) were evaluated (50.9% boy). 827 (30.7%) cases had a history of at least one home injury occurrence since birth to study time. The most common injury mechanisms were burning with 291 (38.4%) cases, falling with 214 (28.3%) and poisoning with 66 (8.7%) cases, respectively. The independent risk factors of unintentional home injury were age >/= 24 month (p<0.001), residency in Ahvaz city (p<0.001), mother's illiteracy (p<0.014), ethnicity (p<0.001), private housing (p=0.01), birth weight (p<0.001), and being the first child (p=0. 01). Sensitivity, specificity, and area under the ROC curve of the model designed by multivariate analysis were 53.5%, 84.8%, and 0.75 (95% CI: 0.73- 0.77; P < 0.001, figure 1), respectively. CONCLUSION: According to the findings of this study, 30.7% of the studied children were injured at least once since birth. Burning, falling, poisoning, swallowing objects, choking, and biting were the main home injury mechanisms. Age >/= 24 months, being the first child, living in a private house, being a resident of Ahvaz city, and having an illiterate mother were found to be risk factors of home injury.","Emergency (Tehran, Iran)",2017,Iran,2017,10
23286930,Ethnicity as a determining factor for instrumental support in mid and later life in England and Wales.,"OBJECTIVES: Minority ethnic groups are often assumed to exchange higher levels of informal support than the majority population, despite evidence that controlling for socioeconomic and health inequalities eliminates differences. Using a unique data set from England and Wales, we examined instrumental support across ethnic groups in mid and later life. METHOD: Employing data from the Home Office Citizenship Survey 2005 (N = 14,081), we investigated ethnic group differences in instrumental support among people aged 55 and older in England and Wales (n = 4,710). Multiple logistic regression was used to investigate the determinants of support given and received, guided by the Andersen-Newman behavioral model. RESULTS: Compared with the White British group, the Indian group reported significantly higher odds (odds ratio [OR] = 2.2, 95% confidence interval [CI] 1.0-4.7) of receiving instrumental support from household members but significantly lower odds of giving support to relatives outside the household (OR = 0.7, 95% CI 0.5-0.9). Three other ethnic groups (Pakistani and Bangladeshi, Mixed, Other) reported significantly lower odds in unadjusted findings, but when adjusted, ethnic group differences were no longer significant. DISCUSSION: Our analyses suggest few ethnic group differences in instrumental support once need and enabling factors were taken into account. Such findings are contrary to the belief that minority groups exchange more informal support and therefore have less need for formal services. The Andersen-Newman model is useful for guiding the analysis of support both given and received.","The journals of gerontology. Series B, Psychological sciences and social sciences",2013 Mar,United States,2013,10
31373039,Trauma-Responsive Care in a Pediatric Setting: Feasibility and Acceptability of Screening for Adverse Childhood Experiences.,"Adverse childhood experiences (ACEs) have demonstrable negative effects on long-term physical and mental health. Low-income and ethnic minority communities face significant disparities in exposure to ACEs. Pediatric settings offer an opportune context to identify and address ACEs, with the potential to reduce barriers in access to resources and services. The current study examined the feasibility and acceptability of screening infants and their parents for ACEs at a community medical clinic. Feasibility data indicated that 151 (92%) of the 164 unique patients that presented for well-child visits for infants (4- to 12-months) across a 13-month period were screened for infant and parent ACEs. Of these 151 patients, 47% met eligibility (infants with 1 + ACEs, parents with 2 + ACEs) deemed intermediate risk and indicated referral to prevention services. The majority of referred families (77%) accepted prevention services, including appointments with bilingual and bicultural wellness navigators who provided a cultural bridge and access to resources that could address patients' social determinants of health. Qualitative interviews with providers expand upon screening acceptability. Implications for integrated behavioral health, ACEs screening, and trauma-responsive prevention in a pediatric setting are discussed.",American journal of community psychology,2019 Dec,England,2019,10
30789489,Perceived Stress Among Patients With Heart Failure Who Have Low Socioeconomic Status: A Mixed-Methods Study.,"BACKGROUND: Patient populations with low socioeconomic status (SES) experience psychological stress because of social determinants of health. Social determinants of health contribute to self-care-especially among patients with heart failure (HF). OBJECTIVE: We sought to describe the influence of stress and social determinants of health on self-care in patients with HF who have low SES. METHODS: In this mixed-methods, concurrent embedded study, participants (N = 35) were recruited from 2 urban hospitals in Chicago if they had low SES and were readmitted within 120 days of an exacerbation of HF. We conducted semistructured interviews to collect qualitative data about stressors associated with patients' living circumstances, strategies patients used to foster self-care, family dynamics, and coping strategies patients used to decrease stress. We measured psychological stress (Perceived Stress Scale [PSS-10]), and self-care (Self-care of Heart Failure Index). Content analysis was used to analyze the qualitative data, and descriptive statistics were used to describe the sample. In the final analytic phase, the qualitative and quantitative data were integrated. RESULTS: Self-care was poor: 91.5% of participants had Self-care of Heart Failure Index subscale scores lower than 70. Perceived stress was high: 34% of participants had PSS-10 scores of 20 or higher. Several social determinants of health emerged as affecting self-care: financial stress, family personal health, past impactful deaths, and a recent stressful event (eg, child's death). Participants lived in areas with high crime and violence, and participants described many stressful events. However, among participants whose PSS-10 scores were lower than 20 (indicating lower stress), there was discordance among the description of factors impacting self-care and their PSS-10 score. CONCLUSIONS: Social determinants of health negatively impact the ability of low-SES patients to manage their HF symptoms and adhere to a medication and dietary regimen. It is important that healthcare providers assess patients' stressors so appropriate referral to services can occur.",The Journal of cardiovascular nursing,2019 May/Jun,United States,2019,10
27974017,HIV care and treatment experiences among female sex workers living with HIV in sub-Saharan Africa: A systematic review.,"Female sex workers (FSW) living with HIV in sub-Saharan Africa have poor engagement to HIV care and treatment. Understanding the HIV care and treatment engagement experiences of FSW has important implications for interventions to enhance care and treatment outcomes. We conducted a systematic review to examine the HIV care experiences and determinants of linkage and retention in care, antiretroviral therapy (ART) initiation, and ART adherence and viral suppression among FSW living with HIV in sub-Saharan Africa. The databases PubMed, Embase, Web of Science, SCOPUS, CINAHL, Global Health, Psycinfo, Sociological Abstracts, and Popline were searched for variations of search terms related to sex work and HIV care and treatment among sub-Saharan African populations. Ten peer-reviewed articles published between January 2000 and August 2015 met inclusion criteria and were included in this review. Despite expanded ART access, FSW in sub-Saharan Africa have sub-optimal HIV care and treatment engagement outcomes. Stigma, discrimination, poor nutrition, food insecurity, and substance use were commonly reported and associated with poor linkage to care, retention in care, and ART initiation. Included studies suggest that interventions with FSW should focus on multilevel barriers to engagement in HIV care and treatment and explore the involvement of social support from intimate male partners. Our results emphasise several critical points of intervention for FSW living with HIV, which are urgently needed to enhance linkage to HIV care, retention in care, and treatment initiation, particularly where the HIV prevalence among FSW is greatest.",African journal of AIDS research : AJAR,2016 Dec,South Africa,2016,10
29490695,Health disparities monitoring in the U.S.: lessons for monitoring efforts in Israel and other countries.,"BACKGROUND: Health disparities are a persistent problem in many high-income countries. Health policymakers recognize the need to develop systematic methods for documenting and tracking these disparities in order to reduce them. The experience of the U.S., which has a well-established health disparities monitoring infrastructure, provides useful insights for other countries. MAIN BODY: This article provides an in-depth review of health disparities monitoring in the U.S. Lessons of potential relevance for other countries include: 1) the integration of health disparities monitoring in population health surveillance, 2) the role of political commitment, 3) use of monitoring as a feedback loop to inform future directions, 4) use of monitoring to identify data gaps, 5) development of extensive cross-departmental cooperation, and 6) exploitation of digital tools for monitoring and reporting. Using Israel as a case in point, we provide a brief overview of the healthcare and health disparities landscape in Israel, and examine how the lessons from the U.S. experience might be applied in the Israeli context. CONCLUSION: The U.S. model of health disparities monitoring provides useful lessons for other countries with respect to documentation of health disparities and tracking of progress made towards their elimination. Given the persistence of health disparities both in the U.S. and Israel, there is a need for monitoring systems to expand beyond individual- and healthcare system-level factors, to incorporate social and environmental determinants of health as health indicators/outcomes.",Israel journal of health policy research,2018 Feb 28,England,2018,10
28103072,Community Health Records: Establishing a Systematic Approach to Improving Social and Physical Determinants of Health.,"To systematically improve population health in the United States, community health records (CHRs) must be defined, developed, and implemented. Like electronic and personal health records, CHRs have both unique and overlapping information. CHRs contain data about communities, including the social, physical, and lifestyle determinants of health. These records will serve to complement electronic and personal health records to provide a more complete view of population health, allowing stakeholders to target community health and quality-of-life interventions in a data-driven and evidence-based manner, establishing the basis from which organizations can develop a systematic approach to improving community health. This commentary calls on the United States to conduct a set of consensus activities to define and implement CHRs.",American journal of public health,2017 Mar,United States,2017,10
26097464,Social and Behavioral Determinants of Perceived Insufficient Sleep.,"Insufficient sleep is associated with cardiometabolic disease and poor health. However, few studies have assessed its determinants in a nationally representative sample. Data from the 2009 behavioral risk factor surveillance system were used (N = 323,047 adults). Insufficient sleep was assessed as insufficient rest/sleep over 30 days. This was evaluated relative to sociodemographics (age, sex, race/ethnicity, marital status, region), socioeconomics (education, income, employment, insurance), health behaviors (diet, exercise, smoking, alcohol), and health/functioning (emotional support, BMI, mental/physical health). Overall, insufficient sleep was associated with being female, White or Black/African-American, unemployed, without health insurance, and not married; decreased age, income, education, physical activity; worse diet and overall health; and increased household size, alcohol, and smoking. These factors should be considered as risk factors for insufficient sleep.",Frontiers in neurology,2015,Switzerland,2015,10
