PMID,TI,AB,JT,DP,PL,YY,year
7837961,Physical activity determinants: a social cognitive approach.,This paper presents Bandura's social cognitive theory as a utilitarian framework to study the determinants of physical activity. I provide an overview of social cognitive theory assumptions and stress the importance of studying self-efficacy in concert with other key cognitive processes. Research addressing when there is a cognitive-behavioral relationship is identified. The paper concludes with the practical implications of social cognitive theory.,Medicine and science in sports and exercise,1994 Nov,United States,1994,90
12293577,Interregional migration in socialist countries: the case of China.,"""This paper analyzes changing interregional migration in China and reveals that the recent eastward migration reverses patterns of migration under Mao. It finds that investment variables are more important than the conventional variables of income and job opportunities in determining China's recent interregional migration. It suggests that both state policy and the global force influence interregional migration, challenging the popular view that the socialist state is the only critical determinant. This paper also criticizes Mao's approach to interregional migration and discusses the impact of migration on development.""",GeoJournal,1997 Mar,Germany,1997,90
9693925,Psychological profiles of patients with laryngeal contact granulomas.,"The association between laryngeal contact granuloma and demographic/psychological variables was examined by using a psychosomatic approach to health research. A stepwise procedure of logistic regression analyses was utilized to get a final multivariate model of variables associated with the clinical finding of a laryngeal contact granuloma. The subjects consisted of 47 patients with contact granulomas and 110 patients with voice disorders due to other causes. Our analysis of 22 variables uncovered the following statistically significant factors for developing a contact granuloma: male gender (P = 0.0001), low achievement orientation (P = 0.0007), fear of physical lesions (P = 0.0038), impulsiveness (P = 0.0016), age > 60 years (P = 0.0012), low extraversion (P = 0.004), high achievement orientation (P = 0.0079), fear of appearing in public (P = 0.0216) and strain (P = 0.03). These results show that a variety of variables are important for predicting the development of a laryngeal contact granuloma. The usefulness of this set of risk variables for predicting a contact granuloma remains to be proved in a prospective study. It is possible that not only the nature but the number of risk factors are the prime determinants of outcome.",European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery,1998,Germany,1998,90
12294787,Household commodity demand and demographics in the Netherlands: a microeconometric analysis.,"""We investigate the effects of demographics, household expenditure and female employment on the allocation of household expenditure to consumer goods. For this purpose we estimate an Almost Ideal Demand System based on Dutch micro data. We find that interactions between household expenditure and demographics are of significant importance in explaining the allocation to consumer goods. As a consequence, consumer goods such as housing and clothing change with demographic characteristics from luxuries to necessities.""",Journal of population economics,1998,Germany,1998,90
1860024,Is sex necessarily a risk factor to depression?,"""To isolate and quantify possible determinants of any increased prevalence of depressive disorders in women we studied a select group of men and women, initially similar in terms of a number of putative social determinants of depression, and reviewed the sample five years later when social role diversity was anticipated. We used the Diagnostic Interview Schedule (DIS) to generate DSM-III and RDC diagnoses to estimate lifetime depressive disorders, and established (via corroborative reports) the likely accuracy of those data. Despite lifetime depression being a relatively common experience, no significant sex differences in depressive episodes were demonstrated, suggesting the possible irrelevance of biological factors in determining any sex difference. As there was not major social role divergence over the five year study, we interpret the lack of a sex difference as a consequence, and suggest that findings support the view that social factors are of key relevance in determining any female preponderance in depression described in general population studies.""",The British journal of psychiatry : the journal of mental science,1991 May,England,1991,90
24389773,Living arrangements of the elderly in Singapore: Cultural norms in transition.,"While more than 85% of the elderly in Singapore co-reside with their children, the dynamics behind this figure can only be understood through qualitative research that considers the Singaporean multi-cultural and urban context. The cultural determinants affecting living arrangements in the 3 major ethnic groups differ. In addition, within each group, cultural norms were undergoing transitions, though at different paces. More interestingly, normative obligations, which in the past had a strong impact on patterns of living arrangements, were treated as only 1 consideration among other practical and emotional issues. External influences like government housing policies, modern lifestyles, and emigration also play a part in explaining the evolving patterns of living arrangements.",Journal of cross-cultural gerontology,1995 Apr,Netherlands,1995,90
7785474,Evaluating multiple outcomes and gender differences in alcoholism treatment.,"This study followed 592 alcoholics (180 women and 412 men) after discharge from inpatient treatment. Multiple measures of treatment outcome were used to broaden our understanding of the process of recovery from alcohol abuse, and how that process differs for men and women. Patients were interviewed by telephone between 3 and 15 months after discharge to gather information about post-treatment experiences including: relationship with family, role performance, psychological impairment, and effort toward recovery. Additionally, if any alcohol use took place after treatment, information was collected about the pattern of alcohol consumption. Results indicated being married is consistently related to less drinking for men, while for women, being married contributes to relapse in the short term. The determinants of each measure of outcome were different for women and men, indicating that the process of recovery is not the same for both genders. The study confirms that drinking is related to other adverse outcomes for men, but not necessarily for women. It is evidence that women and men have different post-treatment functioning, and that different characteristics are predictive of these outcomes.",Addictive behaviors,1995 Jan-Feb,England,1995,90
8784533,"[From disease to health: the individual, society, environment and culture].","With the onset of science-based medicine in the mid-19th century, environmental factors were almost totally discarded as health determinants. This was a complete rupture with the medical thinking which had prevailed since the time of Hippocrates. Yet, for the vast majority of mankind, harmony with environmental reality remains the most important determinant of good or ill health. This scission explains to a great extent the differences between traditional and Western medicine, which are based on entirely different concepts and on distinct paradigms. Environment as a health determinant--in its broadest definition to include both physical and social environments--is again being considered of importance as a result of better understanding of causality factors, and because of the influence of disciplines such as ecology and epidemiology. Here we show that human societies can develop different methods of adjusting to their environments, some of which would increase the risks of disease and others which can be considered as resistance factors of a social nature. Societies and individuals alike are not equal in relation to health risks.","Sante (Montrouge, France)",1995 Nov-Dec,France,1995,90
1894154,Racial differences in the determinants of living arrangements of widowed and divorced elderly women.,"Ability to afford single, separate households has been perceived as the key determinant of living alone among single older women. This paper shows that, when race is analyzed separately, family-related variables such as marital history and the number of children raised, rather than economic affordability, are the most important factors in the living arrangement decision of widowed elderly women of color. Economic affordability also turns out to be insignificant when white and nonwhite divorced elderly women are analyzed separately.",The Gerontologist,1991 Aug,United States,1991,90
8858547,Determinants of life-course variation in the frequency of alcohol consumption: meta-analysis of studies from the collaborative alcohol-related longitudinal project.,"OBJECTIVE: This report evaluates the relative contribution of predictors of change in the frequency of alcohol consumption among drinkers, based on the quantitative synthesis of data from 27 longitudinal studies of the general population. The analysis has two objectives: (1) to evaluate the impact of selected demographic characteristics on the magnitude and trajectory of change in drinking across multiple samples, and (2) to assess the influence of methodological characteristics on the consistency of results across studies. METHOD: Raw data from studies including two serial measures of the frequency of alcohol consumption are analyzed. Fixed, random and mixed effects models for meta-analysis are used to pool measures across observations and model the influence of predictors on variability between results. RESULTS: Gender-based variation in the patterning of change is present across all observations, but concentrated in early periods of the life course. Age displays significant predictive effects across all observations, but statistically uniform results are obtained for subjects aged 30 and over. The national origin of study predicts larger amounts of variation than do other demographic predictors in the models. Significant effects are observed for several methodological characteristics of studies. Variation among effect estimates is associated with differences between samples in the interval between first and final measurements, the date of first measurement (a proxy for the historical context of the sample), the percentage retention of subjects between measurements and the time frame of the original alcohol measure. CONCLUSIONS: Based on the synthesis of data from multiple longitudinal samples, this study (1) characterizes normative developmental patterning in the frequency of alcohol consumption and demonstrates the varying effects of demographic factors across the life-course: (2) indicates the key influence of cultural and historical context on the establishment of drinking patterns; and (3) confirms the impact of methodological differences on variation in the results of studies.",Journal of studies on alcohol,1996 Sep,United States,1996,90
8853736,"Risk factors for intravenous drug use and sharing equipment among young male drug users in Longchuan County, south-west China.","OBJECTIVES: To identify the risk factors for intravenous drug use and sharing of equipment in Longchuan County in south-west China. METHODS: Demographic information and sexual and drug-use-related behavior between 1 January 1991 and 1 August 1994 were collected retrospectively from a cohort of young male drug users aged 18-29 years in 82 villages. RESULTS: A total of 433 drug users were identified. The cumulative incidence of intravenous drug use was 40.0% during the 3.7-year study period. The annual incidence increased from 10% in 1991 to over 30% in 1994. Risk factors for intravenous drug use among drug users, according to the multivariate model, included having had premarital/extramarital sex [odds ratio (OR), 1.5; 95% confidence interval (CI), 1.01-2.3], having a family member who used drugs in 1991 (OR, 1.8; 95% CI, 1.1-2.9), and currently not married (OR, 1.6; 95% CI, 0.98-2.7). Being Buddhist protected against intravenous drug use (OR, 0.4; 95% CI, 0.2-0.9). The population attributable fraction was 30% for not being currently married, 17% for having had premarital/extramarital sex and 14% for having a family member who used drugs. The risk factor for sharing of equipment was being of Jingpo ethnicity (OR, 5.8; 95% CI, 2.5-13.8). The average incidence of sharing equipment was 19.6% per year. The population attributable fraction for sharing equipment was 58.5% for being Jingpo. CONCLUSIONS: The incidence of intravenous drug use and sharing equipment is increasing. Therefore, it is urgent that vigorous, effective intervention programs be initiated in southern Yunnan. Unmarried, sexually promiscuous Jingpo drug users with a family history of drug use should be especially targeted. Given the problems of transport and communication in this remote area of China, intervention programs which use existing social, governmental and community networks should be implemented.","AIDS (London, England)",1996 Aug,England,1996,90
10723646,The correspondence between intention to avoid childbearing and subsequent fertility: a prospective analysis.,"CONTEXT: Retrospective studies of pregnancy intendedness have revealed some characteristics that can help identify which women are more likely than others to experience an unintended birth. A comparison of these findings with those from a prospective analysis may shed greater light on the characteristics associated with unintended pregnancy. METHODS: Data were taken from the 1988 National Survey of Fertility Growth and a telephone reinterview of respondents conducted in 1990. Separate analyses were conducted of women intending to postpone childbearing for at least three years and of women intending to forgo all future childbearing. Logistic regression models were used to identify the effects of social and demographic characteristics, as well as change in marital status and certainty of intentions, on the odds of experiencing a birth in the interval between interviews. RESULTS: Only 10% of women intending to postpone pregnancy for more than three years and 8% of respondents seeking to forgo future childbearing had a birth in the interval between interviews. (These births, referred to as unpredicted births in this article, are roughly analogous to those labeled unintended in retrospective analyses.) Women with incomes below the poverty level were 2-3 times as likely as women with incomes between 100% and 199% of poverty to experience an unpredicted birth. Race was not a significant factor among women intending to avoid future childbearing, and became nonsignificant among those intending to postpone when change in marital status and contraceptive status were taken into account. Women aged 35 and older who wanted no more children were significantly less likely than women aged 20-29 to have an unpredicted birth. Women aged 30-34 who wanted to postpone childbearing were roughly 70% less likely than women aged 20-29 to experience an unpredicted birth. Overall, women who were at risk for a pregnancy but not practicing contraception were 2-3 times more likely than women using an effective method to have an unpredicted birth. CONCLUSIONS: There are at least two potential explanations for instances where the correlates of unintended births in the prospective analysis differ from those identified in retrospective studies. Certain subgroups of women may be more likely to classify births as wanted when they are asked retrospectively; alternatively, they may be more likely to experience changes in their living conditions that alter their fertility intentions.",Family planning perspectives,1999 Sep-Oct,United States,1999,90
8218426,Post-psychotic depression in schizophrenia.,"Post-psychotic depression (PPD) is defined as the development of depression during the phase of remission of schizophrenia. Two groups of DSM-III-R schizophrenics, one with PPD and the other without PPD (30 subjects in each group) were compared. Significantly more patients in PPD group belonged to nuclear families, had longer duration of psychotic phase of the illness, were hospitalised more frequently and had more sadness and anxiety-somatisation during florid illness phase. The PPD group also had more past history of depression. Although PPD patients had better premorbid personal-social adjustment in comparison with non-PPD group, they perceived themselves to be lacking in social support and had experienced more stressful life events. For patients in the PPD group, stepwise multiple regression analysis revealed age of onset, sadness during florid psychotic state, premorbid adjustment, social support and life events as significant determinants of severity of depression in the post-psychotic phase.",European archives of psychiatry and clinical neuroscience,1993,Germany,1993,90
8432376,The influence of community characteristics on the practice of effective contraception.,"An analysis combining individual-level data from the National Survey of Family Growth with aggregate-level information provides evidence that the characteristics of communities influence the contraceptive decisions of currently married white women in the United States. The analysis examined the relationship between the average effectiveness level of the contraceptive methods that a woman used over a three-and-a-half-year period and community characteristics such as employment opportunities, the availability of contraceptive and abortion information and services, and the level of religious adherence in communities. Community characteristics associated with higher levels of contraceptive effectiveness were rapid population growth, high rates of unemployment, elevated levels of religious affiliation, high socioeconomic status, and ready access to family planning information and services. Community liberality was negatively associated with effective contraceptive use. The results support arguments that various community characteristics affect a woman's contraceptive choices by increasing or decreasing the costs of an unintended pregnancy.",Family planning perspectives,1993 Jan-Feb,United States,1993,90
9427096,Care services for dementia patients: predictors for service utilization.,"AIM: The objective of this study was to examine service utilization figures among a representative sample of demented patients and to determine whether sociodemographic and health-related variables are associated with care utilization. METHOD: The study population was derived from a population-based, two-stage cross-sectional study in The Netherlands and consisted of 102 demented subjects. Four levels of care intensity were used: level 1, no use of professional care; level 2, use of one or more types of professional care by community-dwelling subjects; level 3, residential living in homes for the aged; level 4, long-term care in specialized nursing homes. Sociodemographic variables and variables related to mental and physical health, functional dependency and severity of dementia were studied as determinants of levels of care. RESULTS: Eighty-two per cent of the study subjects used one or more types of formal care and 55% were institutionalized. Multivariate analysis yielded age, severity of dementia, somatic disorders, dependency in terms of ADL and martial status as predictors of higher levels of care. Sets of predictors differed across different care levels. CONCLUSIONS: The findings point to the importance of the social network and the relevance of general medical treatment and an active approach towards decreasing the impact of ADL dependency in demented subjects.",International journal of geriatric psychiatry,1997 Nov,England,1997,90
12317659,Motivation and fertility control behaviour in Pakistan.,"Using data from the Population, Labor Force, and Migration (PLM) Survey of 1979-80, this paper examines the component of potential motivation for fertility limitation among Pakistani married women and then determines what factor are important in explaining the contraceptive use differentials among the potentially motivated subgroup of women. The analysis is conducted using logit regression models. The findings show that, among women wanting no additional children, a substantial proportion is reluctant to adopt fertility control behavior, confirming the existence of latent demand for contraception in all strata. A majority of those women report no exposure to the program or no contact with a family planning worker, and a large majority of those who have had exposure or have been contacted do not report contraceptive use, indicating a considerable shortfall of the program. Among the urban women wanting no more children, the important factors affecting contracepting use positively are education (both primary and secondary), household income, living in a nuclear family, exposure to the program, and contact with a family planning worker, for rural women, only nuclear family living and the program factors are significant in promoting contraceptive use. The suggestions likely to increase contraceptive prevalence are, first, to reach those women who have the potential motivation for contraception, and, second, to increase the quality and sources of the motivation efforts of the program to crystallize the latent demand among those who need it.",Pakistan development review,1992 Summer,Pakistan,1992,90
9257397,Quality of life and social production functions: a framework for understanding health effects.,"Quality of life (QofL) has emerged as a new outcome paradigm. It is now the endpoint in various taxonomies of patient outcomes, in which relationships are modeled amongst biological abnormalities, symptom status, functional status, disability, health perceptions and quality of life. Although current models and taxonomies point at important determinants of QofL, they do not provide a heuristic that guides the conceptualization of QofL and the systematic development of an explanatory theory of how ill health affects QofL. General mechanisms linking ill health, behavior, and QofL are lacking. In this paper we propose social production function (SPF) theory as providing such a heuristic, relating the effects of ill health, the activities that patients engage in to maintain QofL, and QofL itself. This theory basically asserts that people produce their own well-being by trying to optimize achievement of universal human goals via six instrumental goals within the environmental and functional limitations they are facing. Three important notions of SPF theory are: (1) the linkages between goals, needs, and well-being; (2) the distinction between universal needs and instrumental goals; and (3) substitution among instrumental goals, activities and endowments according to cost-benefit considerations, whereby costs refer to scarce resources such as functional capacity, time, effort and money. We will argue that SPF theory meaningfully relates the ""biomedical model""-with its focus on pathological processes and biological, physiological and clinical outcomes-to the ""quality of life"" model, with its focus on functioning and well-being. We describe SPF theory and how SPF theory can be used to: (1) operationally define and measure QofL; (2) clarify persistent measurement problems; and (3) develop an explanatory framework of the effects of disease on QofL. In the discussion section, we address the limitations of the SPF approach of QofL and its relationship with personality.",Social science & medicine (1982),1997 Oct,England,1997,90
12343383,"[Age, experience, educational status, and differences in income: the United States and Brazil].","""This paper analyses age and experience profiles of earnings inequality for American and Brazilian males. Decomposition of the inequality profiles using a human capital framework clarifies the determinants of cross-section inequality profiles and demonstrates a number of important differences in the shape of the two countries' profiles and in their underlying components. Changes in the distribution of schooling across cohorts are shown to play a central role in explaining cross-section inequality profiles within each country and in explaining differences in earnings inequality in the United States and Brazil."" (SUMMARY IN ENG)",Pesquisa e planejamento economico,1990 Aug,Brazil,1990,90
7949803,Non-genetic risk determinants for type 1 (insulin-dependent) diabetes mellitus in childhood. Hungarian Childhood Diabetes Epidemiology Study Group.,"Using the prospective Hungarian childhood diabetes register, a nationwide case-control study was carried out to investigate the possible role of various non-genetic factors as risk determinants for type 1 diabetes in childhood. A questionnaire (covering family characteristics, social status, fetal and perinatal events, breast-feeding habits, infectious diseases and stressful life events) was sent by mail to all incident diabetic children in 1990 (n = 163) and to two referent children (for each diabetic child), matched for age, sex and county. Diabetic children had a tendency to have mothers > 35 years of age (odds ratio (OR) = 3.52; 95% confidence intervals (CI) 0.74-16.79), a lower proportion of their mothers had higher education (OR = 1.69; 95% CI 0.95-3.0) and these children tended to move home more frequently (OR = 1.99; 95% CI 0.97-4.1). Although the duration of exclusive breast feeding was similar in both groups, the proportion of diabetic children who received no breast milk tended to be higher (OR = 1.76; 95% CI 0.91-3.4). A higher proportion of diabetic children reported non-specific infections (OR = 2.94; 95% CI 1.19-7.21) and the number of stressful life events was higher in diabetic children aged 10-14 years (OR = 3.9; 95% CI 1.14-13.27). As the risk determinants for childhood insulin-dependent diabetes mellitus identified in our low-risk population appear to be similar to those detected in the genetically different, high-risk Swedish population, our study strongly supports an etiological role for these non-genetic risk factors in IDDM.","Acta paediatrica (Oslo, Norway : 1992)",1994 Jul,Norway,1994,90
8506166,Gender differences in exercise determinants.,"To determine whether gender differences existed in the relationships among potential predictors of leisure-time physical activity (LTPA), a heuristic model of nine explanatory variables was tested with the responses of 146 men and 158 women randomly selected from middle- and upper-income census tracts of a midwestern city. The models for men and women did not differ significantly. The findings suggest interventions to increase LTPA participation that enhance health self-determinism and social influences on exercise and influence the negative attitudes toward exercise held by those who have poorer perceived health status, smoke, or are overweight.",Nursing research,1993 May-Jun,United States,1993,90
9847029,Social support and hostility as predictors of depressive symptoms in cardiac patients one month after hospitalization: a prospective study.,"OBJECTIVE: Hospitalization for cardiac disease is associated with an increased risk for depression, which itself confers a poorer prognosis. Few prospective studies have examined the determinants of depression after hospitalization in cardiac patients, and even fewer have examined depression within the weeks after hospital discharge. The present study assessed the prospective relations among perceptions of social support and trait hostility in predicting symptoms of depressive symptoms at 1 month after hospitalization for a diagnostic angiography in 506 coronary artery disease (CAD) patients. METHOD: A series of structural equation models 1) estimated the predictive relations of social support, hostility, and depressive symptoms while in the hospital to symptoms of depression 1 month after hospitalization, and 2) compared these relations across gender, predicted risk classification, and age. RESULTS: Social support assessed during hospitalization was independently negatively associated with depressive symptoms 1 month after hospitalization, after controlling for baseline symptoms of depression, gender, disease severity, and age. Hostility was an indirect predictor of postdischarge depressive symptomology by way of its negative relation with social support. This pattern of relations did not differ across gender, predicted risk classification, and age. CONCLUSIONS: Our findings suggest that a patient's perceived social support during hospitalization is a determinant of depressive symptoms 1 month later. The relation of social support and hostility to subsequent depressive symptoms was similar across a variety of populations.",Psychosomatic medicine,1998 Nov-Dec,United States,1998,90
12321432,Examining male roles in population policies and family planning programs.,"""This paper will discuss the following: why population policies and programs have traditionally focused on women; what the limitations of current male contraceptives are and why research into new methods [has] proved unfruitful; and why these policies and programs would be more productive if they were to direct more attention toward men.""",The Einstein quarterly journal of biology and medicine,1996,United States,1996,90
8921465,An investigation of the role of fathers in immunization uptake.,"BACKGROUND: Mothers, but not fathers, are the usual focus of strategies to maximize immunization coverage in low income countries. METHODS: A study of the immunization determinants of children aged 12-18 months was conducted in 1991 in the Eastern Region of Ghana using structured interviews of a population sample of 294 mothers and 170 (67%) of the children's fathers. RESULTS: Fathers were more likely than mothers to perceive that the fathers had participated in the decision to send children for immunizations. Where both parents reported that the father had participated in the decision, and he could speak English, the child was more likely to have completed the immunization schedule by 12 months (OR = 5.7, 95% confidence interval [CI]: 1.5-21.7), independently of other factors. Neither the father's participation, nor his ability to speak English, was independently associated with the child's immunization status. CONCLUSIONS: The results of the study suggest that, where fathers have a higher level of education, programmes which are designed to involve them in decisions about their children's use of preventive health services have the potential to increase timely immunization coverage levels.",International journal of epidemiology,1996 Aug,England,1996,90
8865822,The clinical learning environment.,"This paper presents a brief review of the attributes of effective learning environments in clinical settings. Recent studies articulate the perceived importance of social and organizational factors as determinants of learning. Differences are evident among hospitals and among departments within hospitals with regard to the quality of the learning environment they offer. These differences are reflected in the orientation towards teaching and learning, the level of autonomy, variety and workload, and the quality of supervision and social support. Differences are also evident in the type and quality of opportunities for practice of important skills and in the availability of educational resources. These factors are perceived as major determinants of the effectiveness of learning in clinical settings. The implications for clinical teachers and administrators are discussed. The authors argue that emphasis should be given to the creation of supportive and well-organized learning environments in clinical settings. This may require a great emphasis on the role of clinical teachers as designers of opportunities for learning and managers of learning resources.",Israel journal of medical sciences,1996 Sep,Israel,1996,90
