PMID,TI,AB,JT,DP,PL,YY,year
12349692,Predictors of career commitment and employment level of tertiary-educated Indonesian women.,"This study investigated the relationships among education, liberal sex-role values, gender-role orientation (masculinity/femininity), career commitment, and employment level for a sample of 302 married Indonesian women. All participants were tertiary educated and currently employed either as teachers in tertiary institutions or as managers in government or private enterprise. Multiple regression analysis revealed that liberal sex-role values and masculinity were significant predictors of career commitment, whereas education was the only variable to significantly predict employment level. Results are compared with previous research on predictors of career commitment and employment level in both Asian and Western cultures. Directions for further research are discussed.",Australian journal of psychology,1999 Apr,Australia,1999,90
12348731,Immigration as a source of political discontent and frustration in Western democracies.,"""This article describes the migration context of three sets of Western democracies and then explores plausible linkages between the scale, timing, and characteristics of migration, and the substance and process of migration policies, on the one hand, and support for government, on the other. Trying to move beyond plausibility, I discuss indirect indicators of the impact of immigration on Western publics: attitudes toward immigration policy and immigrants, support for extremist parties, and acts of violence and disorder linked to anti-immigrant or racist motives.""",Studies in comparative international development,1997 Fall,United States,1997,90
12348291,A multi-level perspective on small-area health and mortality: a case study of England and Wales.,"""This paper considers morbidity and mortality variations at the small-area level in England and Wales and their relation to socio-economic factors. Separate affluence and deprivation effects on illness and mortality are identified from a single-level analysis, both exceeding the influence of social class, urbanity or ethnicity. A multi-level perspective is then adopted to explore ecological associations operating both at micro-area and higher level spatial scales. Contextual effects (higher level variability in the impacts of ward level variables) are identified in the effects of small area deprivation on mortality and illness, as well as cross-level interactions; thus the impact of small area social structure on health is partly defined by the wider regional and district setting.""",International journal of population geography : IJPG,1997 Sep,England,1997,90
12348290,Public housing and migration: a multi-level modelling approach.,"""This paper...[analyzes] the distance moved by one-year migrants using a multi-level modelling approach. Controlling for a range of socio-economic variables, derived from the 1991 British Census Sample of Anonymised Records (SAR), at both the individual and area level, the distance moved by household heads in public, privately rented and owner-occupied housing within Britain is assessed.... It is confirmed that migrants in public housing are less likely to migrate long distances than owner-occupiers and that the proportion of public housing in a SAR area, and the absolute reduction in public housing in a SAR area between 1981 and 1991, does not have a significant effect on the distance that in-migrants have moved.""",International journal of population geography : IJPG,1997 Sep,England,1997,90
12322581,Predictors of risk for sexually transmitted diseases in ninth grade urban high school students.,"This study examined risk factors associated with acquisition of sexually transmitted diseases (STDs) including HIV in adolescents, using the AIDS Risk Reduction Model. The study participants were 985 students who were 54% female, ethnically/racially diverse, had a mean age of 14.7 years, and were mostly 9th graders (74%). Logistic regression was used to predict sexual experience. Linear regression was used to predict risky sexual behaviors and condom use within the previous month. The results indicate that demographic factors are associated with being sexually experienced, but few demographics are associated with specific STD-related risk behaviors. STD and AIDS knowledge are not associated with any risk behaviors. Use of alcohol and drugs is associated significantly with being sexually experienced and sexual risk. The results also indicate that peer affiliation, perceptions of peer norms, perceptions of risk, perceptions of self-efficacy, and social support are associated with STD-related risk among sexually experienced youth.",Journal of adolescent research,1999 Oct,United States,1999,90
12322262,Reciprocal link between exit from unemployment and geographical mobility.,"""Is geographical migration a consequence of the end of unemployment or does it help in finding a job? This question is approached within the general framework of human capital theory.... A model is introduced in the form of a system of two simultaneous equations with qualitative endogenous variables. The test is based on a 1993 survey of 1,176 young rural people of seven areas of France. A main finding is that migrations of young rural people are essentially the result of professional preoccupations. However, migration is not a factor which always helps in finding a job, when people are unemployed. When a young person has a good initial training, he or she has to migrate (and leave a rural area) to get a job. Yet, migration does not seem to be necessary for less trained people.""",Environment & planning A,1999 Aug,United States,1999,90
12322172,Temporary migration and regional development in China.,"""A new approach to migration in developing countries is used in this paper, which integrates into the migration process the experiences of moving to cities, working in urban areas, and returning to the countryside. As a result, rural labor migration is directly linked to rural development through remittances, as well as through physical and human capital brought back by return migrants. Migration information is mainly drawn from China's 1995 1% National Population Survey.... It has been found that patterns of temporary migration are mainly shaped by the magnetic force of the growth-pole region. Job opportunities created there in labor-intensive industries have attracted large numbers of migrants, first from the surrounding rural areas and then from the peripheral regions, enhancing migration propensity in both areas.""",Environment & planning A,1999 May,United States,1999,90
12322101,Human resource development in the Asia-Pacific region: implications for Australia.,"""Educational development has played a role in rapid economic development in East and Southeast Asia.... Australia faces problems in common with countries of the region, including the need to provide greater equality of educational opportunity to students from disadvantaged backgrounds, and to find the appropriate disciplinary mix in tertiary education. The massive growth of the numbers with secondary and higher education in the region will provide opportunities to market our education, pose issues for Australian immigration policy, and provide both risks and opportunities in building a favourable image of Australia.""",Journal of the Australian Population Association,1997 Nov,Australia,1997,90
12321905,The social and demographic correlates of divorce in rural Bangladesh.,"""This article examines the rate of divorce by age, sex and duration of marital life at the time of divorce in rural Bangladesh for a period of 18 years from 1975 to 1992. An attempt has also been made to investigate the extent to which the incidence of divorce changes with the various socio-economic and demographic characteristics. The overall divorce rates per thousand married males and females declined from 16.1 to 11.5 and 11.8 to 8.4, respectively, during the study periods 1975-1979 and 1989-1992.""",Asia-Pacific population journal,1998 Sep,Thailand,1998,90
12321739,"Impact of maternal education and health services on child mortality in Uttar Pradesh, India.","""This article, which examines the effect of maternal education on child mortality [in India], shows that education has direct as well as indirect effects through antenatal care and family formation patterns on neonatal mortality. Maternal education also has a substantial effect on later childhood mortality. While improving maternal education is a means of reducing childhood mortality, an immediate reduction in childhood mortality is feasible even under existing social conditions by enhancing accessibility to maternal and child health services and safe drinking water.""",Asia-Pacific population journal,1998 Jun,Thailand,1998,90
12319738,Death at the border.,"""Debates about United States border control policies have generally ignored the human costs of undocumented migration. We focus attention on these costs by estimating the number, causes and location of migrant deaths at the southwest border of the United States between 1993 and 1997.... Deaths from hyperthermia, hypothermia and dehydration increased sharply from 1993 to 1997 as intensified border enforcement redirected undocumented migration flows from urban crossing points to more remote crossing areas where the migrants are exposed to a greater risk of death.""",The International migration review,1999 Summer,United States,1999,90
12295915,Children as income-producing assets: the case of teen illegitimacy and government transfers.,"This paper develops a classical model of the teen fertility decision in the presence of public income transfers. The theoretical model predicts that welfare payments will encourage fertility, holding constant other economic opportunities, and that better economic opportunities will discourage fertility. Considering the possible simultaneity of illegitimacy rates and benefit levels, due to the collective choice process, the authors confirm the theoretical model's predictions with state-level data from 1980 through 1990. The authors find that including fixed effects in the regression to control for unobserved differences between states does not sufficiently control for endogeneity. After controlling for endogeneity, real welfare benefits are strongly and robustly related to teen illegitimacy. The point estimates of the elasticity with respect to changes in the illegitimacy rate are around +1.3 for White teens and +2.1 for Black teens. Real wages for women with a high school education or less are negatively related to teen illegitimacy for White teens, with an elasticity of around -0.4. Finally, male wages appear to have little effect on the illegitimacy rate for White teens but appear negatively correlated with the illegitimacy rate for Black teens in some model specifications.",Southern economic journal,1998,United States,1998,90
12295218,Living arrangements and residential overcrowding among older immigrants in Canada.,"""Because older immigrants arriving in Canada are not eligible for government transfer payments or welfare benefits for up to 10 years, many of them choose to live with their relatives or sponsors in crowded three- or more than three-generation households. Cultural preferences also influence this tendency and the propensity of immigrant groups from developing regions to live in three- or more than three-generation households ranges up to 18 times those of their Canadian-born and immigrant counterparts from the developed regions. Variables such as average income, percent receiving Old Age Security payments, percent widowed and duration of residence in Canada are significantly associated with proportions of immigrants living in such arrangements, and explain about 84 percent of birthplace variation for males and 81 percent for females.""",Asian and Pacific migration journal : APMJ,1998,Philippines,1998,90
12295041,Language skills and earnings among legalized aliens.,"""This paper uses the data on males and females from the 1989 [U.S.] Legalized Population Survey (LPS), a sample of aliens granted amnesty under 1986 Immigration Reform and Control Act, to analyse English language proficiency and earnings.... English language proficiency is greater for those with more schooling, who immigrated at a younger age, who have been in the United States longer, with a more continuos stay, and who have less access to other origin language speakers where they live. Earnings are higher by about 8% for men and 17% for women who are proficient in both speaking and reading English, compared to those lacking both skills.""",Journal of population economics,1999,Germany,1999,90
12294982,Residential segregation of West Indians in the New York/New Jersey metropolitan area: the roles of race and ethnicity.,"""To assess the relative roles of race and ethnicity in shaping patterns of residential segregation, this article utilizes indices of segregation and a geographic mapping strategy to examine the residential patterns of West Indian blacks in the greater New York City area. The socioeconomic characteristics of neighborhoods occupied by West Indian blacks are also examined and compared to those of areas occupied by African Americans. The results indicate that, on one hand, West Indians are largely denied access to residential areas occupied predominantly by whites and are confined to areas of large black concentrations. On the other hand, West Indians appear to have carved out somewhat separate residential enclaves within these largely black areas....""",The International migration review,1999 Spring,United States,1999,90
12294901,Why are older pensioners poorer?,"""We show that older [UK] male pensioners have substantially lower incomes than younger pensioners.... We find that cohort differences more than account for the lower incomes of older pensioners in the sense that the mean income of older pensioners is actually higher than the mean income of the same cohort of pensioners when they were younger. We explore a number of possible reasons for this and conclude that it is driven by differential mortality between richer and poorer pensioners. We show how this manifests itself in a long time series of cross-sectional datasets.""",Oxford bulletin of economics and statistics,1998 Aug,England,1998,90
12294870,"Longer distance commuting as a substitute for migration in Britain: a review of trends, issues and implications.","""Drawing on analyses of commuting data from secondary sources as well as on selected results from a research project on long-distance commuting in Britain, this article investigates the extent to which, and why, households may choose to substitute longer distance commuting for migration. Reasons for long-distance weekly commuting, and associated advantages and disadvantages from individual, household and employer perspectives, are outlined. The evidence points to increasing complexity in home and working lives, with important implications for housing, transport and human resource management policies, as well as for family life.""",International journal of population geography : IJPG,1999 Jan-Feb,England,1999,90
12294861,Impacts of low-skilled immigration on the internal migration of the U.S.-born low-skilled Americans in the United States: an assessment in a multivariate context.,"""This paper assesses the impacts of low-skilled immigration on the interstate migration of...U.S.-born low-skilled Americans, based on the disaggregated data of the 1990 Census. Our results reveal that the push effects of...immigration on the departure process [were] much stronger than its discouraging and complementary effects on the destination choice process; and that the push effects of low-skilled immigration are (1) stronger on whites than on non-whites, (2) much stronger on the poor than on the non-poor, (3) weaker on the 15-24 age group than on older age groups, and (4) the strongest on poor whites.""",Jinkogaku kenkyu,1998 Nov,Japan,1998,90
12294798,"Interprovincial migration in China, 1985-1990.","""This paper investigates the patterns and determinants of interprovincial migration streams in China for the period 1985-1990.... Migration flow data from the 1990 Chinese census permit us to examine these issues and policies, and to ascertain the degree to which the objectives of the country's migration policies are being met. We address these and related matters by developing a human ecological model of interprovincial migration that is grounded in a straightforward gravity model which should help us better understand the patterns of migration to, and from, each of the provinces of China between 1985 and 1990.""",Research in rural sociology and development,1998,United States,1998,90
12294788,Are migrant minorities strategically self-selected?,"""In this paper we focus on the possibility of migrants' self-selection through strategic remittances. We argue that migrants of a specific community might be pooled with migrants from other ethnic minorities on the labor market of the foreign host country and that this could reduce the occurrence of strategic remittances. In a simple model with two types of workers, skilled and unskilled, facing two possible actions, to migrate or not to migrate, we derive the theoretical conditions under which strategic transfers are still operating when pooling among communities is introduced.""",Journal of population economics,1998,Germany,1998,90
12294787,Household commodity demand and demographics in the Netherlands: a microeconometric analysis.,"""We investigate the effects of demographics, household expenditure and female employment on the allocation of household expenditure to consumer goods. For this purpose we estimate an Almost Ideal Demand System based on Dutch micro data. We find that interactions between household expenditure and demographics are of significant importance in explaining the allocation to consumer goods. As a consequence, consumer goods such as housing and clothing change with demographic characteristics from luxuries to necessities.""",Journal of population economics,1998,Germany,1998,90
12294786,A model on the escape from the Malthusian trap.,"""We propose a model to capture the escape from the Malthusian trap in the longrun. Our aim is to emphasize the key role of endogenous technological progress--as initiated by population growth and education--for longrun economic development. In addition we stress the importance to consider the level of fertility and mortality as the determinants of economic development and not only the rate of population growth. In particular, we may observe different economic growth rates in countries with the same rate of population growth, but differing levels of birth and death rates.""",Journal of population economics,1998,Germany,1998,90
12294784,Sibling rivalry and the gender gap: evidence from child health outcomes in Ghana.,"""When capital and labor markets are imperfect, choice sets narrow, and parents must choose how to ration available funds and time between their children. One consequence is that children become rivals for household resources. In economies with pro-male bias, such rivalries can yield gains to having relatively more sisters than brothers. Using a rich household survey from Ghana [the 1988-1989 Ghana Living Standards Survey], we find that on average if children had all sisters (and no brothers) they would do roughly 25-40% better on measured health indicators than if they had all brothers (and no sisters).""",Journal of population economics,1998,Germany,1998,90
12294783,Gender and savings in rural India.,"""In this study we use data from rural India to examine the impact of the birth of a boy relative to the birth of a girl (i.e., the inverted question markgender shock') on the savings, consumption and income of rural Indian households. We find that the gender shock reduces savings for medium and large farm households, although there is no evidence that the shock affects savings for the landless and the small farm households. We also estimate the effect of the shock on income and consumption for the former group in order to determine the source of the drop in savings.""",Journal of population economics,1998,Germany,1998,90
12294516,"Environmental motivations for migration: population pressure, poverty, and deforestation in the Philippines.","""This paper uses a multinomial discrete choice model and data from the Philippines to examine migrant choice between alternative destinations. Travel costs and perceived opportunities at the upland frontier are more important than general (upland plus lowland) destination attributes that indicate more developed social infrastructure or greater expected welfare. For example, migration streams are larger to destinations where the public share of forestland and the road system are larger. These features also characterize regions of more rapid deforestation. Therefore, emigration policies must recognize their effects on deforestation at the frontier--and their anticipated indirect effects on downstream environments.""",Land economics,1998 Feb,United States,1998,90
12294272,Middle East migration and health.,"""Labour migration to the Middle East from Sri Lanka has been increasing in recent times. Such a situation has not only demographic, but economic and social implications.... [The author investigates the] impact on the health situation of the migrant workers as well as on the families that they have left behind...by reviewing [the literature] and by making use of the author's own personal experiences as a physician in the Middle East.""",Sri Lanka journal of population studies,1998 Feb,Sri Lanka,1998,90
12293994,"Global interaction, global inequality, and migration of the highly trained to the United States.","The authors ""argue that national variation in the size of highly trained migration can be explained by interaction and inequality between nations, both reflecting the process of global integration. Guided by this analytical framework, we tested the structural determinants of highly skilled migration to the United States. The evidence confirms our hypotheses that economic and educational interactions between sending countries and the United States increase the flow of the highly trained to the United States. Results also provide mixed proof for our hypotheses that levels of professional migration are positively associated with disparities between sending countries and the United States in living conditions, research conditions, children's educational opportunities, political conditions, and professional employment opportunities.""",The International migration review,1998 Fall,United States,1998,90
12293974,The impact of real wage and mortality fluctuations on fertility and nuptiality in precensus England.,"""This paper explores the responses of fertility and nuptiality to fluctuations in real wages and mortality that can be inferred from annual series of English historical data over the period 1542 to 1800. The paper begins with a review of the time series properties of the data and summarizes the long-term equilibrium relationships identified in previous work.... An investigation is made of the impact of shocks to real wages and mortality on demographic variables as measured by generalized impulse responses and persistence profiles.""",Journal of population economics,1998 Aug,Germany,1998,90
12293874,Migration and housing tenure in South East England.,"""A substantial literature has developed regarding the relationship between migration and housing tenure in Britain.... It is important to control for individual characteristics before the independent effect of tenure on mobility can be determined. This paper is a report of an investigation of this relationship in the South East of England, in which the Sample of Anonymised Records, a unique individual-level British data source for this type of study, were used. The study continues with a consideration of the influence of housing on migration into the South East from the North of Britain for those in manual and nonmanual occupations.""",Environment & planning A,1998 May,United States,1998,90
12293836,Hebrew language usage: determinants and effects on earnings among immigrants in Israel.,"""This paper uses the 1983 Census of Israel to analyze Hebrew speaking skills and the effects of Hebrew fluency on the earnings of adult male immigrants. Hebrew fluency increases with a longer duration in Israel, the presence of children in the household, marrying after immigration, living in an area in which a smaller proportion speak one's mother tongue, a younger age at migration, a higher level of schooling and varies by country of birth. Earnings increase monotonically with the use of Hebrew. Speaking English as a second language is associated with higher earnings, even when country of origin is held constant.""",Journal of population economics,1998,Germany,1998,90
12293834,"Family structure, economic status, and educational attainment.","""This study examines the effect of family structure on high school graduation by race and gender using data from the first twenty-one waves of the [U.S.] Panel Study of Income Dynamics and recently available retrospective marital histories.... The analysis tests the hypothesis that the negative effect on educational attainment often associated with living in a mother-only or stepfather family stems primarily from the reduced level of economic resources available to these households. Empirical findings indicate that living with a widowed, divorced, or separated mother has little or no effect on educational attainment once we control for economic status. However, living in a stepfather family appears to have a persistent negative effect on high school graduation rates.""",Journal of population economics,1998,Germany,1998,90
12293832,"Marriage change in rural India, 1921-1981.","""In the early twentieth century, marriage age of both sexes in India was unusually low, even by the standards of other Asian societies of the era. Although early marriage in the form of child marriage occurred throughout the Indian subcontinent, there were regional differences in the extent of the practice. The article examines influences on the marriage market from the early through the late twentieth century and the changes that have occurred within that time frame. Early on, the peasant marriage regime was regulated more by social and demographic factors, while subsequent changes reflected the growing importance of economics and considerable regional diversity.""",The history of the family : an international quarterly,1998,United States,1998,90
12293594,Foreign workers in Israel: history and theory.,"""Beginning in 1993, Israel began importing large numbers of foreign workers, replacing its traditional Palestinian labor force. This article presents a descriptive history and theoretical analysis of the migration, placing it in the context of Israel's reliance on noncitizen labor from the occupied territories. Dual labor market theory is particularly helpful in analyzing labor migration to Israel, but only by also analyzing the determinants of state policy can we understand how these recent flows began. The Israeli case thus suggests a cumulative model of the initiation of labor migration flows: structural factors create a predisposition toward use of foreign labor, and political factors determine whether and how that predisposition will be actualized.""",The International migration review,1998 Summer,United States,1998,90
12292955,Social networks and the asylum cycle: the case of Iranians in the Netherlands.,"""This paper examines the traditional distinction between the migration of refugees and labor migrants in the context of Iranian asylum seekers in the Netherlands. The empirical strategy adopted is to apply a framework designed specifically to explain labor migration to the case of asylum migration, and the social networks approach is identified as the most appropriate. This paper examines the role of social networks through the asylum cycle, focusing on the decision to migrate, the choice of destination, and adaptation in the host society. The key conclusion is that the validity of the distinction between refugee and labor migration varies through the asylum cycle even for the same individual.""",The International migration review,1997 Fall,United States,1997,90
12224661,Development of physical activity behaviors among children and adolescents.,"Physical activity is a key component of energy balance and is promoted in children and adolescents as a lifelong positive health behavior. Understanding the potential behavioral determinants necessitates understanding influences from three fundamental areas: 1) physiologic and developmental factors, 2) environmental factors, and 3) psychological, social, and demographic factors. The literature to date has generally investigated potential predictors of physical activity in children and adolescents in each of these three general areas, although existing data rely largely on cross-sectional studies in which it is difficult to distinguish a determinant from a correlate. In all likelihood, aspects of each of these three areas interact in a multidimensional way to influence physical activity in youth. This article reviews evidence of potential determinants of physical activity in children and adolescents and provides recommendations for future work.",Pediatrics,1998 Mar,United States,1998,90
12179486,The changing skill of new immigrants to the United States: recent trends and their determinants.,"""The objective of this paper is to describe and understand the determinants of changes in the number and quality of new legal immigrants to the United States over the last 25 years. Our main interest is in understanding the behavioral response of potential immigrants to changes in the U.S. immigration law regime (as well as in the origin-country determinants of demand for immigration to the United States) and how these affect and have affected the skill composition of immigrants.... [The authors] assembled a new data set based on annual INS records of all new, legal immigrants over the period 1972 through 1995.... Inspection of our new data indicates that since the mid 1980s the average skill of new, U.S. legal immigrants has been rising relative to that of the U.S. population. An econometric analysis of a panel of country-specific measures of the skill of immigrants based on these data over the period 1972-1992 indicates that these changes are due in part to changes in immigration law and to the overall rise in the real purchasing power of countries outside the United States.""",Working paper series (National Bureau of Economic Research),1998 Oct,United States,1998,90
12155404,The influence of social programs in source countries on various classes of U.S. immigration.,"""This article uses a unique set of pooled cross-sectional and time series data to examine the annual rate of U.S. immigration during 1972-1991 from 60 source countries. One distinguishing feature of the article is that it breaks out and cross-classifies various classes of immigrants--numerically limited versus numerically exempt and new immigrant versus adjustment of status. A second distinguishing feature is that it utilizes a unique vector of variables relating to the presence and characteristics of various social programs in source countries. The models developed here emphasize the importance of both differential economic advantage and the ease with which a prospective migrant can transfer skills to the U.S. labor market. Hausman-Taylor instrumental variable estimates of the coefficients indicate that in addition to other factors, social programs in source countries are significant determinants of immigration to the USA."" Data are from the Immigration and Naturalization Service's Public Use Files.",Journal of the American Statistical Association,1999 Mar,United States,1999,90
