sentence_source,label,label_notes,sentence
23833635,0,a,"Trends and determinants of marriage payments have rarely been examined at the population level despite their plausible implications for the welfare of family and the distribution of wealth across families and generations. In this study, we analyze population-based data from the Vietnam Study of Family Change to document prevalence and directions of marriage payments in Vietnam from 1963 to 2000. We investigate the extent to which structural and policy transformations (particularly market reform and the socialist policy that banned brideprice) influenced the practice of marriage payments as well as estimate how societal changes indirectly impacted payments via their effects on population characteristics. Results indicate that marriage payments surged following market reform but also reveal more nuanced trends and regional differences during earlier years. While the socialist attempts to eradicate brideprice appear to have been moderately successful in the North prior to economic renovation the evidence suggests they were largely unsuccessful in the South. Results suggest that structural and policy change explained most of the observed variations in marriage payments and that changing characteristics of the individuals who married mattered relatively little. We interpret the reemergence of marriage payments as attesting to resilience of traditional values and the unraveling of the socialist agenda, especially in the North, but also as a reflection of economic prosperity associated with market reform."
6139036,1,a,"A community sample of older adults was investigated to test some of the current hypothesis about the etiology of depression in the elderly. Multiple regression analysis showed that cognitive disturbances (memory, concentration), previous depressive episodes, and somatic health problems accounted for most of the etiological variance. Other variables, like stressful life events, financial problems, social isolation, alcohol use, age, sex, and previous somatic illnesses are significant but their numerical values are very small. Etiological insignificant were the variables: physical activities, competency in daily living, and support by ones own children."
28514037,1,a,"Social and economic determinants of fertility, mortality, and child survival were studied in a sample of 519 mothers from EL Progreso, a disadvantaged community located on the outskirts of Guatemala city. Fertility (children ever-born) and mortality (number of children who had died postnatally) data were obtained from interviews, along with data on the characteristics of the mothers, fathers, and the households. Contraceptive use was recorded on a subsample of 167 mothers of 5-year old children. Following factor analyses, three variables were selected for analysis: Years of schooling of the father and the mother and the type of fuel used for cooking. Father's education and type of fuel were significantly related to maternal fertility, while only the educational attainment of the mother was related to child mortality and survival. When contraceptive use was included in the ANCOVA in the subsample, it was a significant determinant of fertility, while father's education became nonsignificant. In terms of mortality, contraceptive use was a significant determinant, while the significance of the mother's education fell to a borderline value (P = 0.084)."
3629664,1,a,"Data from a 1982 sample survey of 3,830 married women below age 50 in a district of Beijing City are applied to the Bongaarts model of the proximate determinants of fertility. A total fertility rate (TFR) of 0.75 births per woman is estimated from the model, compared with a TFR of 1.24 actually observed from the survey. The estimated TFR (0.75) results from the assumed total fecundity (TF) of 15.30 births per woman being inhibited by the indexes of the proximate determinants of fertility, most notably non-marriage (.280), contraception (.315), and induced abortion (.586). The effects of two other proximate determinants, lactational infecundability and spousal separation, were negligible. Comparative data from other countries confirm that the study area has very low levels of fertility and marriage, a very high prevalence of induced abortion, and a small effect of lactational infecundability. The extremely low level of fertility was, thus, achieved through a high level of induced abortion. Future research needs and policy implications associated with the study are discussed."
20357354,0,a,"There have been significant public health achievements in recent years; not only do people live longer and healthier lives, but there has also been a decline in communicable diseases, like tuberculosis, and water-borne diseases, especially in developing countries like India. Although lifestylerelated problems are emerging globally, developing countries carry heavier burdens of poor health conditions, which is an issue of serious concern, in particular among marginalized populations. Reaching out to these groups is a global challenge, and particularly in India, where one-third of the population (between 250 and 300 million people) live in remote, difficult and vulnerable areas lacking basic amenities. In order to address the 'health for all' challenge, this Commentary advocates for the public, private and non-profit sectors to work together to implement innovative community-based approaches that address the various social determinants of health. The case of the Voluntary Health Association of India (VHAI), a national NGO, is presented as an example of successful coordinated community and policy actions to improve health determinants in remote rural areas of India."
6984992,1,a,"The hypothesis that social indices and educational level of mother are potential sources of childhood malnutrition was tested in Kampumbu, Zambia. Hemoglobin, hematocrit, protein and albumin levels in children were studied in relation to malnutrition. Six hundred and fifty rural children (306 males and 344 females) aged one and fourteen years exposed to various types of diet and environmental factors were selected randomly. Data on economic status, diet environment and educational attainment as well as other demographic information were collected. The major epidemiological findings were that the difference in the distribution of malnourished children by socio-economic status (as measured by income) and hypochromotrichia, oedema or stomatitis was significant (X2 = 4.1, P less than 0.025), and the relative odds were significantly greater than unity at 0.05 level. Similarly, there was a very significant difference (X2 = 7.4, P less than 0.005) in the distribution of malnourished children by socio-economic status (as measured by house grades) and hypochromotrichia, oedema or stomatitis. The estimated relative odds were significantly greater than unity at 0.05 level. Other variables, including age, history of hookworm, were not found to be determinants of risk for malnutrition."
26499771,0,a,"BACKGROUND: There is little evidence as to why or why not insurees decide to seek medical services. Steps prior to the entry of the insuree into the professional health care system have not been sufficiently examined and can only be partially described by secondary data of the statutory health insurance (SHI). We report the first investigation using case vignettes based on the generic health-related quality of life questionnaire EQ-5D as part of a choice study to assess insurees' stated preferences in health services utilization. METHODS: We invited 1500 randomly selected citizens (age 30 to 70 years) from the East German state of Saxony-Anhalt by postal mail to participate in the choice study. Attributes of the case vignettes involved in choice tasks were the five dimensions of the EQ-5D. We used multilevel mixed effects logit regression analysis with the dependent variables: preference to seek medical services (model 1) and preferred time until consultation (model 2) for the assessed case vignette. The EQ-5D attributes of the case vignettes and participant characteristics served as the independent variables. We also included the respondent's certainty of choosing from the choice set, and the order of questions of the questionnaire as control variables. RESULTS: Of the 1500 questionnaires 683 were evaluable (net response rate 48.0%). On the level of the case vignettes, problems in all five dimensions of the EQ-5D were statistically significant factors of the estimated likelihood to seek medical services (model 1). On the respondent level, there was a significant relationship between the preference for medical consultation for the assessed case vignette and the respondent's gender, age, educational level, the existence of a regular doctor, and the certainty of choosing from the choice set. Problems in four of the five dimensions of the EQ-5D (except anxiety/depression) of the case vignettes were significantly associated with the preferred time until consultation (model 2). On the respondent level, gender, educational level, the certainty of choosing from the choice set, and the order of questions of the questionnaire were significant determinants of the time until consultation. CONCLUSIONS: Our study offers a promising new approach for the national and cross-national study of preferences in health services utilization from the insurees' perspective."
30479982,0,a,"Background: Prevalence of F&V consumption in Namibia is not known. In this study we aimed to address this gap by using nationally representative data with the objectives of measuring the prevalence of adequate F&V consumption among adult men and women and their socio demographic determinants. Methods: This study is based on data from Namibia Demographic and Health Survey (NDHS2013). Sample population were 14 185 men and women aged between 15 and 49 years.Amount of fruit and vegetable consumption was measured by self-reported frequencies and was defined as adequate (at least 5 servings/day) according to World Health Organization (WHO)guidelines. Results: Overall, only 4.3% (3.8-4.9%) of the men and women reported consuming at least 5 servings of F&V a day, with the percentage being slightly higher among women (4.8%,95% CI=3.7-6.2) compared with men (4.2%, 95% CI=3.6-4.8). In the multivariable analysis,education level and household wealth status appeared to be the only factors associated with adequate F&V intake. Men and women who had primary level education had higher odds of eating at least 5 servings of F&V a day compared with those who had no education. Regarding wealth status, men and women from non-poor households had respectively 2.13 times(OR=2.13, 95% CI=1.01-4.48) and 2.2 times (OR=2.19, 95% CI=1.56-3.38) higher odds of eating at least 5 servings of F&V a day. Conclusion: Only a small proportion of the men and women consumed adequate amount of F&V on daily basis. Having primary level education and non-poor household wealth status were positively associated with adequate amount of F&V intake."
31381131,0,a,"BACKGROUND: Exposure to artificial tanning devices is carcinogenic to humans, and government regulations to restrict or ban indoor tanning appear to be increasing. OBJECTIVES: We evaluated changes in the international prevalence of indoor tanning among adolescents and adults after artificial tanning devices were classified as carcinogenic by the International Agency for Research on Cancer (IARC) in 2009. METHODS: Systematic searches in PubMed and Web of Science databases were undertaken. Overall, 43 studies reporting 'ever' or 'past-year' indoor tanning exposure after 2009 were identified. We used metaregression analysis to evaluate the prevalence of indoor tanning over time. Random effects meta-analysis was used to summarize the prevalence of indoor tanning in adolescents and adults according to sex, region and presence of age prohibitions. RESULTS: Global prevalence of indoor tanning in adolescents for 2013-2018 was 6.5% [95% confidence interval (CI) 3.3-10.6], 70% lower than the 22.0% (95% CI 17.2-26.8) prevalence for 2007-2012. Among adults, the prevalence was 10.4% (95% CI 5.7-16.3) for 2013-2018, a decrease of 35% from 18.2% for 2007-2012. Since 2009, the overall past-year prevalence among adolescents was 6.7% (95% CI 4.4-9.6) and 12.5% (95% CI 9.5-15.6) among adults. The prevalence of tanning indoors in the past year was similar in North America (adults, 12.5%; adolescents, 7.6%) and Europe (adults, 11.1%; adolescents, 5.1%). In 2009, three countries had regulations restricting indoor tanning, compared with 26 countries today. CONCLUSIONS: Prevalence of indoor tanning has declined substantially and significantly in adolescents and adults since the 2009 IARC statement, reflecting the rise in regulations that limit this source of unnecessary exposure to carcinogenic ultraviolet radiation. What is already known about this topic? Indoor tanning is associated with an increased risk of melanoma. A meta-analysis of worldwide indoor tanning prevalence for 1986-2012 found a past-year prevalence of 18% in adolescents and 14% in adults, with higher prevalences during the period 2007-2012. Policies to regulate indoor tanning began to be implemented across the globe in 2009. Only one study carried out in the U.S.A. has evaluated the efficacy of such policies in reducing indoor tanning prevalence. What does this study add? For the period 2013-2018, we found indoor tanning prevalences of 6.7% in adolescents and 11.9% in adults. This implies a reduction in indoor tanning use of 70% in adolescents and 35% in adults during the last 10 years. Our study encourages policy makers to strengthen indoor tanning regulations that reduce sunbed use among the general population in order to produce maximum public health benefit."
26636498,0,a,"OBJECTIVES: The aim of this study was to explore possible environmental factors behind the regional differences in the incidence of pediatric inflammatory bowel disease (IBD). METHODS: All of the patients diagnosed with IBD who were aged 0 to 14 years in Finland between 1987 and 2003 were identified from the Social Insurance Institution database. Finland was divided into squares of 250 x 250 m, and spatial variations of incidence rates were evaluated accordingly. The role of the environmental determinants (pediatric population density, agricultural industry, chemical contaminants of tap water and proximity to the sea or paper mills) in the geographic variations of the incidence rates was evaluated. RESULTS: During the study period, the overall incidence of pediatric IBD was 6.5 of 100,000 (95% confidence interval [CI] 6.1-6.9). The incidence in very sparsely populated areas (</=10 person-years per 250 x 250 m) was 9.2 of 100,000 (95% CI 6.3-13.1) and 5.6 of 100,000 (95% CI 4.8-6.4) in the districts with the highest population density (>800 person-years per 250 x 250 m). A nonsignificant trend toward the same direction was also seen for ulcerative colitis (trend P = 0.09). Chemical contaminant concentrations of tap water, residence near the seaside, or proximity to paper mills were not associated with the incidence of pediatric IBD. CONCLUSIONS: Our findings suggest higher incidence rates of pediatric IBD in the districts with low compared with high density of child population, but the differences cannot be explained by variations in the environmental exposures evaluated here."
7424839,1,a,"A stratified sample (race, sex, and social class) of 469 laymen from two North Carolina communities responded to a 190-item MMPI-based questionnaire with the degree of mental illness concern evoked by each item. The results reflected systematic race and social class differences in the behavioral bases for mental illness attributions--differences not explainable by overall differences in toleration for deviance. Although laymen had roughly similar rank orderings for the 13 homogeneous clusters of items, blacks indicated greater concern over breakdowns in social orientation than whites, while the opposite pattern held for traditionally defined psychopathy (internal distresses). Upper-class concerns were, comparatively, with cognitive dysfunction, middle-class with moral and social responsibility, and lower-class with social inadequacies."
3538185,1,a,"Health professionals concerned with improving the nutritional status of populations are facing numerous problems ranging from emaciation to overnutrition. This review article addresses the complexity, the relative significance and the interaction of factors leading to the nutritional profile of specific groups and individuals. When availability of food is threatened, the programs designed to reduce the incidence of malnutrition must balance the food supply with energy resources and population needs as well as encourage economic improvement of food distribution systems. For those persons having access to an abundant food supply, social forces and technological factors may affect food patterns, resulting in unbalanced diets associated with chronic diseases. Misinterpretation of reliable scientific findings is a major cause of abnormal nutrition behaviour. Overreaction to health messages may precipitate such conditions as anorexia nervosa or nutrient toxicity. Adverse food reactions, real or imagined, lead to restrictions in food selection. Excessive austerity in food use negates the pleasure of eating, a useful mechanism in food choice ensuring food diversity."
24896982,1,a,"An experimental model was constructed using seven postulates derived from the experimental results of Zayan (1974, 1975a,b,c, 1976). The model specifies the relative importance of several asymmetries in predicting aggressive dominance in Xiphophorus helleri . These asymmetries concern difference between duellists with respect to: prior residence in the tested area (vs intrusion); immediate social experiences of dominance or submission; social isolation; individual familiarity and recognition. The predictions of the general model were checked experimentally and confirmed; a multiple orthogonal regression accounted for about 97% of the variance in our experimental results. The basic experimental results serving as postulates were confirmed and could be generalized; a new synthetic and predictive model was formulated concerning the determinants of aggressive dominance in Xiphophorus ."
2807934,1,a,"A national sample of institutionalized and noninstitutionalized aged was created by merging the 1977 National Nursing Home Survey and its counterpart, the National Health Interview Survey for the same year. A weighted logistic regression analysis was conducted to identify factors that might be useful in calculating home- and community-based long-term care clients' risk of institutionalization. A model containing patient characteristics, nursing home bed supply, and a climate variable correctly classified 98.2 percent of cases residing in nursing homes or the community. Physical dependency, mental disorder and degenerative disease, lack of spouse, being white, poverty, old age, unoccupied nursing home beds, and climate all appear to be determinants of institutional residency among the aged."
3232579,1,a,"Self-esteem, maternal employment, and work-family plans are examined in relation to sex role orientations of late adolescents. Data are analyzed from questionnaires administered to 387 males and females. It was found that future work-family plans were closely tied to sex role orientations of adolescents of both sexes. However, self-esteem, evaluation of the relative difficulty of male-female sex roles, and projected childlessness were salient to sex role attitudes of females but not of males. Positive evaluations of self were related to non-traditional sex role orientations among females. Maternal employment differentially affected male and female children. Sons of women in high-status occupations were reluctant to get involved in a two-career family with children. Mothers' occupational status had little influence on the plans or sex role attitudes of daughters. The results indicate that future research should investigate whether maternal employment in high-status occupations, while providing a wider range of acceptable models for girls, may serve as a negative model for boys."
7380104,1,a,"The effects of social isolation on the behavior of juvenile domestic cats were assessed by rearing 4 male and 4 female infant kittens in each of the following rearing conditions: (1) mother-littermate; (2) mother-only; (3) brooder-littermate; and (4) brooder-only. They were then tested twice a week individually and twice a week socially from 2 to 6 1/2 months of age in a playroom, utilizing multiple categories of behavior. The mother-only-reared juveniles were hyperactive in both object play (when tested individually) and social play. The brooder-only-reared kittens displayed enhanced socially directed behavior and were generally hypergregarious, whereas the brooder-littermate-reared kittens displayed retarded social behavior. Observations indicated that littermate-deprived kittens did not learn social communication skills and that some prolonged separation effects existed for littermate-reared kittens. The results suggest that the determinants of social play are more complex than the determinants of object play."
31712820,0,a,"There is broad agreement that religion is a social determinant of health. In the article by Chen and VanderWeele (Am J Epidemiol. 2018;187(11):2355-2364), the authors took an outcome-wide approach to demonstrate associations between religious practices early in the life-course (regular service attendance and prayer/mediation) and a wide range of health endpoints and behaviors later on. Is religion a panacea? The study adds to the evidence that religious practices are correlated with a broad swath of health outcomes. However, more work is needed to translate that evidence into practicable advice for individuals and for society. The following tasks remain: (a) sharpening our understanding of which elements of religious practices promote health (specifically, is it service attendance, or prayer, or both? And could a non-religious person achieve the same benefit via regular participation in a secular group, like a choir?); and (b) improving our understanding of the different contexts in which religion is likely to have beneficial as well as potentially harmful effects."
6706795,1,a,"A longitudinal study of the changes in health-related behavior in Israeli adolescents was undertaken in a large, comprehensive secondary school. The incidence of starting to smoke and its relationship to the development of sexual behavior was assessed. Smoking, use of drugs, sexual behavior, and drinking of alcoholic beverages at the age of 16 years was related to dropout from secondary school during the 2-year study period. The possibility of developing a model of adolescent risk behavior and its relevance to planning of health and educational services is discussed."
3434411,1,a,"This study is concerned with the effect of age, sex, social class, and quality of family interaction on the future orientation of adolescents aged 10-11, 14-15, and 17-19 years. Seventy-three girls and 75 boys were interviewed about their future hopes and fears. The content and extension of each aim and fear as well as the amount of planning, knowledge, and perceived locus of control involved was estimated from answers. The contents of aims and fears were closely related to the developmental tasks. Nearly half the subjects were afraid of war. The extension of subjects' future orientation decreased, whereas their knowledge about the future increased with age. The subjects from the higher social classes were oriented farther into the future than those from the lower classes. An interpretation emphasizing the importance of the principal developmental tasks on young people's future orientation is discussed."
3538185,1,a,"Health professionals concerned with improving the nutritional status of populations are facing numerous problems ranging from emaciation to overnutrition. This review article addresses the complexity, the relative significance and the interaction of factors leading to the nutritional profile of specific groups and individuals. When availability of food is threatened, the programs designed to reduce the incidence of malnutrition must balance the food supply with energy resources and population needs as well as encourage economic improvement of food distribution systems. For those persons having access to an abundant food supply, social forces and technological factors may affect food patterns, resulting in unbalanced diets associated with chronic diseases. Misinterpretation of reliable scientific findings is a major cause of abnormal nutrition behaviour. Overreaction to health messages may precipitate such conditions as anorexia nervosa or nutrient toxicity. Adverse food reactions, real or imagined, lead to restrictions in food selection. Excessive austerity in food use negates the pleasure of eating, a useful mechanism in food choice ensuring food diversity."
26935846,0,a,"BACKGROUND: Malaria re-introduction is a challenge in elimination settings. To prevent re-introduction, receptivity, vulnerability, and health system capacity of foci should be monitored using appropriate tools. This study aimed to design an applicable model to monitor predicting factors of re-introduction of malaria in highly prone areas. METHODS: This exploratory, descriptive study was conducted in a pre-elimination setting with a high-risk of malaria transmission re-introduction. By using nominal group technique and literature review, a list of predicting indicators for malaria re-introduction and outbreak was defined. Accordingly, a checklist was developed and completed in the field for foci affected by re-introduction and for cleared-up foci as a control group, for a period of 12 weeks before re-introduction and for the same period in the previous year. Using field data and analytic hierarchical process (AHP), each variable and its sub-categories were weighted, and by calculating geometric means for each sub-category, score of corresponding cells of interaction matrices, lower and upper threshold of different risks strata, including low and mild risk of re-introduction and moderate and high risk of malaria outbreaks, were determined. The developed predictive model was calibrated through resampling with different sets of explanatory variables using R software. Sensitivity and specificity of the model were calculated based on new samples. RESULTS: Twenty explanatory predictive variables of malaria re-introduction were identified and a predictive model was developed. Unpermitted immigrants from endemic neighbouring countries were determined as a pivotal factor (AHP score: 0.181). Moreover, quality of population movement (0.114), following malaria transmission season (0.088), average daily minimum temperature in the previous 8 weeks (0.062), an outdoor resting shelter for vectors (0.045), and rainfall (0.042) were determined. Positive and negative predictive values of the model were 81.8 and 100 %, respectively. CONCLUSIONS: This study introduced a new, simple, yet reliable model to forecast malaria re-introduction and outbreaks eight weeks in advance in pre-elimination and elimination settings. The model incorporates comprehensive deterministic factors that can easily be measured in the field, thereby facilitating preventive measures."
28103072,0,a,"To systematically improve population health in the United States, community health records (CHRs) must be defined, developed, and implemented. Like electronic and personal health records, CHRs have both unique and overlapping information. CHRs contain data about communities, including the social, physical, and lifestyle determinants of health. These records will serve to complement electronic and personal health records to provide a more complete view of population health, allowing stakeholders to target community health and quality-of-life interventions in a data-driven and evidence-based manner, establishing the basis from which organizations can develop a systematic approach to improving community health. This commentary calls on the United States to conduct a set of consensus activities to define and implement CHRs."
6223881,1,a,"Social and psychological determinants of the time taken to return to work were investigated in a sample of male manual workers referred to an accident clinic with mostly minor industrial injuries. Patients who showed a rapid recovery relative to the severity of their injuries were more often married, had greater job satisfaction, were less likely to be receiving an income supplement from their employers, and blamed themselves more for their accidents. The findings also indicated that a poor recovery rate could be expected when the accident was due to some environmental fault or failure, and the implications for studies of compensation are discussed."
2641329,1,a,"Attributions of responsibility have been shown to be important determinants of illness behavior in adults. This study examines the salience of attributional judgements among adolescents with cancer. Patients and their parents were categorized according to their attributions of responsibility for the cause of and solution to the adolescent's health problems into one of four attributional models. Of the four possible models, only two were represented: the medical and compensatory. Only 37.5% of parent/child pairs were concordant for model choice. Patients whose attributions conformed to those of the compensatory model sought more information (F = 5.1, (P = .03), were satisfied with the information supplied (F = 3.5, P = .07), and expressed the belief that a greater percentage of prescribed medications needed to be taken if a cure was to result (F = 4.1, P = .05). Side effects were more often experienced by patients whose responsibility attributions exemplified the medical model (F = 5.09, P = .03). Model concordance did not relate to parent/child agreement on health-related beliefs, patient age, sex, or compliance measures (P greater than .05). No relationship was found between parent-child model concordance and patient's self-reported medication compliance. The present data do not support the notion that attributions of responsibility for cause and solution of cancer should be important targets of interventions designed to increase medication compliance among cancer patients."
