sentence_source,label,label_notes,sentence
12340195,1,a,"""The principal objective of this article is to investigate the determinants of variation in the growth of non-white populations attributable to migration across northern [U.S.] metropolitan areas during the 1960s."" The investigation is done by means of a single equation framework model, which is applied to U.S. Bureau of the Census data. The results indicate that ""the migration-related growth of non-white populations in northern metropolitan areas during the 1960s was...importantly and directly associated both with the level of employment opportunities as measured by the proportion of the non-white population of labor force age officially employed in the mainstream economy of an SMSA and with the SMSA rate of net migration occurring over the preceding 10-year period, which indicates the role of chain migration."""
239285,1,a,"Alcoholic husbands and their wives generally agreed that the major aspects of marital happiness dealt with the quality of interpersonal relations. ""Undesirable vices (excessive gambling, drinking, etc.)"" ranked first as contributing to marital unhappiness while their absence was ranked 27.5 by the husbands and 9.5 by the wives as contributing to marital happiness. The elimination of undesirable habits may resolve much marital misery but it does not necessarily follow that as unhappiness decreases happiness will increase."
6695831,1,a,"The association between duration of breast-feeding and nutritional status was studied in a population-based sample of 802 children aged 12 to 35.9 months in Southern Brazil during 1982. The prevalence of malnutrition (low weight for age, length for age, and weight for length) was smallest in those children breast-fed for 3 to 6 months, but after this age nutritional status appeared to be worse in those breast-fed for longer. Children still being breast-fed at the time of the survey presented with a significantly higher prevalence of low weight for length than those who had been totally weaned, and those receiving breast-plus bottle-feeding presented with intermediate levels. This association could not be explained by a number of possible confounding variables using a multiple logistic regression analysis. These results are also consistent with a controlled trial on supplementary feeding in the Sudan."
3227364,1,a,"Data from a general population sample of 621 healthy homosexual men are used to evaluate the social and emotional effects of HIV antibody status, clinical signs detected by medical examination, and subjectively perceived symptoms. Participants are unaware of their serologic status at the time of data collection, thus allowing the effects of the virus to be separated from reactions to the knowledge of serologic status. The data show that seropositivity for HIV is not associated with elevated levels of social or emotional impairment. Clinical signs lead to impairment in baseline data, but these effects do not persist at a second wave. This weakening suggests that the effects are mediated by psychological pathways rather than biologic ones. This suspicion is confirmed in further analyses, which show that the effects of clinical signs are mediated by subjectively perceived symptoms. These results show that neither social nor emotional impairment is likely to be a prodromal sign of HIV infection in otherwise healthy homosexual men. The substantial levels of distress found among these men is more directly influenced by psychological determinants than biologic ones. This suggests that physicians should be aware of the psychological toll imposed on gay men who develop health problems in the current atmosphere of uncertainty regarding risk of AIDS."
2772105,1,a,"Various epidemiologic studies have found that high scores on the Cook and Medley Hostility (Ho) scale are associated with increased risk of coronary heart disease (CHD), severity of atherosclerosis, and all-cause mortality. One plausible biological mechanism suspected of contributing to increased risk of CHD is sympathetic nervous system-mediated hyperresponsivity to environmental stressors. The present study evaluated cardiovascular reactivity among young men with high versus low Ho scores during performance of an anagram task with or without harassment. Compared to performing the task alone, harassment led to increased cardiovascular arousal that was more pronounced for the high Ho subjects than the low Ho subjects. Moreover, harassment produced increases in self-rated anger, irritation, and tension, but it was only among those subjects with high Ho scores that increased anger and irritation were associated with enhanced cardiovascular arousal. While suggesting a role for anger- and irritation-induced cardiovascular arousal in pathogenesis of CHD, these findings indicate that situation characteristics mediate the relationship between Ho scores and cardiovascular reactivity, and that there may be a differential biological link between anger/irritation and cardiovascular responses in men with high and low Ho scores."
7214067,1,a,Social and audiometric characteristics of the hearing-impaired elderly without aids have been analysed and some understanding developed of the factors which lead people to seek rehabilitation. The two major single determinants of seeking help were found to be severity of impairment and onset of deafness before reaching retirement age. There were strong indications that negative attitudes of both the elderly themselves and their general practitioners towards deafness and ageing played a crucial part in perpetuating the neglect of the disorder.
17320253,0,a,"OBJECTIVE: to explore the perceptions among post-delivery mothers of skin-to-skin contact and newborn baby care. DESIGN: a qualitative design using focus-group discussions. Five focus groups were conducted with post-delivery mothers who had had normal deliveries. A latent content analysis was used to derive the themes from the focus-group discussions. SETTINGS AND PARTICIPANTS: 30 post-delivery mothers were purposely sampled from 249 mothers in the postnatal ward at St Francis Hospital, Nsambya, which is located in a periurban area in Kampala, Uganda. FINDINGS: two main themes emerged from the focus-group discussions: 'acceptability of health practices are influenced by knowledge and sensitisation' and 'pregnant women's choices are dependent on social, cultural and economic factors'. Mothers expressed varying opinions about the usefulness of skin-to-skin contact: some knew about its use to reduce the risk of hypothermia; others were ignorant, whereas some believed skin-to-skin contact was an intervention used to distract them from the pain in the post-delivery period. The vernix caseosa and the mixture of amniotic fluid with blood in the post-delivery period were perceived as dirty and infectious. The best informants for helping mothers understand the skin-to-skin intervention were the health-care providers. Social, cultural and economic factors, as well as the dominant role of the husband, were identified as important determinants for their choice and place of delivery. KEY CONCLUSIONS AND IMPLICATIONS FOR PRACTICE: the gap between the knowledge and practice of skin-to-skin contact in hospital needs to be bridged. Health-care providers need to be encouraged to continuously advocate for, educate and implement regular skin-to-skin contact."
11324784,0,a,"OBJECTIVE: To determine the features associated with mortality in a multiethnic US cohort of patients with systemic lupus erythematosus (SLE) within 5 years of study onset. METHODS: Socioeconomic and demographic features (age, gender, ethnicity, marital status, education, occupation, poverty, and health-related behaviors [drinking, smoking, exercising]), clinical and immunologic features (disease duration, disease onset type, disease activity according to the Systemic Lupus Activity Measure [SLAM], disease damage according to the Systemic Lupus International Collaborating Clinics [SLICC] Damage Index [SDI], number of American College of Rheumatology criteria at diagnosis, organ system manifestations, fatigue and pain ratings, and medication usage and autoantibodies), immunogenetic features (HLA class II genotypes), and behavioral and psychosocial features (social support, illness-related behaviors, and helplessness), as obtained at enrollment into the study, were compared between survivors and deceased patients. Logistic regression analysis was used to determine significant independent risk factors for mortality. RESULTS: Within 5 years of study onset, 34 of 288 patients have died. Fourteen deaths could be directly attributed to SLE and 11 to infections. In 1 patient the cause of death could not be determined. In the remaining 8 patients the cause of death was neither infectious nor disease-related. There were 10 deaths among Hispanics, 18 among African Americans, and 6 among Caucasians (P < 0.05). Variables associated with mortality in the univariable analyses included poverty, less than full-time employment, difficulty in accessing health care, shorter disease duration, cardiovascular and renal involvement, higher serum creatinine levels and lower hematocrit values, higher SLAM and SDI scores, lower use of antimalarial drugs, and higher use of (some) immunosuppressants. Specific autoantibodies and class II HLA genotypes were not associated with mortality. Poverty and higher baseline SLAM and SDI scores were independently associated with mortality in the multivariable analyses. CONCLUSIONS: Disease activity, disease damage, and poverty appear to be the most important determinants of mortality in this multiethnic US cohort of SLE patients. These results have applicability to the management of patients with SLE, a disease that more severely affects disadvantaged minority population groups."
3775371,1,a,"Epidemiology has evolved from its historic origins as the study of major epidemics and vital statistics to a contemporary focus on the study of the distribution and determinants of health and disease in humans. This evolution reflects changes in the patterns of diseases and deaths that have occurred in our time and has placed new emphasis on preventing avoidable, premature deaths. Advances in clinical medicine, laboratory science, statistical and data handling methods, and in our basic understanding of the pathogenesis of disease have enabled epidemiologists to better examine causes of disease and to propose more effective strategies for prevention and control."
23101733,0,a,"OBJECTIVE: Korean immigrants have been identified as one of the most disadvantaged ethnic groups in terms of health insurance coverage and health care access in the U.S.A. Korean immigrants enjoyed access to primary and preventive care services in their home country. This study explores how Korean immigrants' health-seeking behaviors are reconstructed by contextualizing their health care experience and adaptation process in Hawaii. DESIGN: Face-to-face individual in-depth interviews were conducted with 20 recently arrived Korean immigrant adults in Hawaii, who were selected by a purposive sampling method. RESULTS: A diminution of seeking professional health care services after immigration was the prominent change in their health care behaviors. They delayed seeking primary care, underused preventive care, extended self-diagnosis and self-treatment, and practiced more treatment- and emergency-oriented care. New immigrants also adopted ethnic enclave health care and transnational health care as alternative strategies to meet their health care needs given the structural and cultural constraints. Sociocultural contexts of both home and host countries shaped the behavioral changes and adoption of alternative health care strategies, interplaying with an individual's characteristics. Lack of health insurance and unfamiliarity with the health care system were the most important factors in the decision whether to and when to seek professional health care, while the lack of English proficiency and cultural concerns were the major determinants of where to get health care. CONCLUSIONS: The study suggested that efforts should be concentrated to minimize structural barriers to health insurance and to improve health care access through policy interventions. Ethnic networks and ethnic media could be used as an effective informational reservoir for introducing various health care resources, disseminating information, and navigating new immigrants to the health system and services. Utilizing ethnic health care facilities and professionals would foster the promotion of immigrant health care without language and cultural challenges."
6523992,1,a,"A comparison between rather short-lived (n = 60) and rather long-lived (n = 88) participants of the initial sample of the Bonn longitudinal study on aging (BOLSA) yielded evidence - with regard to differences in the central tendencies of these two groups - for a variety of determinants of longevity in old age. The statistical analyses included eight constructs or clusters of variables, respectively, that were either empirically or theoretically based and were supposed to have predictive power (intelligence, health status, satisfaction, personality, family involvement, socioeconomic/ecological aspects, coping techniques/dominant themes of life, general social participation). Within each ""cluster"", it could be referred to several different aspects. Besides defining general characteristics of longevious people, the purpose of the study was to look for differentiating aspects. Thus, a host of evidence was yielded for gender- and cohort-linked differences in the structure and relevance of the included central clusters with regard to ""prediction"" of advanced longevity in old age."
2236224,0,a,"The purpose of this article is to examine movement science research on personal and social-environmental motivational influences in physical activity contexts. Motivation is defined as a process in which internal and external factors direct and energize thoughts, feelings, and actions. Motivation is described as a consequence of meaning, which is derived from a combination of personal and social factors, including personal goals or incentives, expectations of personal efficacy, movement-related perceptual and affective experiences, and social and physical features of the environment. Recent literature from sport and exercise psychology is presented on these variables, their determinants, and their consequences for choice, effort, persistence, and performance behavior in exercise and sport contexts."
18274042,0,a,"Disasters have been and will continue to be relatively common events in the human experience, and they make important contributions to variations in population health. There is a need, therefore, for conceptual models that identify the social and ecological factors influencing post-disaster consequences on population health. This article presents one such conceptual model which links the health consequences of natural, technological, and human-made disasters to a set of nested socioecological factors. Specifically, we attempt to link post-disaster consequences to aspects of the global and local environment and to highlight the roles played by social and ecological factors, including the social infrastructure, cultural beliefs, demography, and underlying historical and geographical circumstances. Examples from existing population-based health and disaster research are used to illustrate and amplify connections drawn from the model. From an applied standpoint, the model suggests that the role of multiple contextual determinants in shaping population health is likely to be complex. Practitioners interested in mitigating the consequences of disasters should pursue strategies that improve the underlying determinants of health, as well as practicable population-based interventions that could be implemented rapidly."
12268861,1,a,"""This paper seeks to (1) identify socioeconomic variables that are expected to generate fertility differentials; (2) hypothesize the direction and magnitude of the effect of each variable by reference to a demand-for-children model; and (3) test empirically the model using evidence from Costa Rica. The estimates are obtained from a ten-percent systematic random sample of all Costa Rican individual-family households. There are 15,924 families in the sample...."" The authors specifically seek ""to capture the effects of changing relative prices and available income and time constraints on parental preferences for children. Least-squares estimates show statistically significant relationships between household fertility and opportunity cost of time, parental education, occurrence of an extended family, medical care, household sanitation, economic sector of employment, and household stock of nonhuman capital."""
3049068,1,a,"This article presents a critique of current models of preventive behavior. It discusses a variety of factors that are usually overlooked-including the appearance of costs and benefits over time, the role of cues to action, the problem of competing life demands, and the ways that actual decision behavior differs from the rational ideal implicit in expectancy-value and utility theories. Such considerations suggest that the adoption of new precautions should be viewed as a dynamic process with many determinants. The framework of a model that is able to accommodate these additional factors is described. This alternative model portrays the precaution adoption process as an orderly sequence of qualitatively different cognitive stages. Data illustrating a few of the suggestions made in the article are presented, and implications for prevention programs are discussed."
31798898,0,a,"Objective: Investigating demographic and socioeconomic factors as intersecting rather than as separate dimensions may improve our understanding of the heterogeneous distribution of type 2 diabetes in the population. However, this complexity has scarcely been investigated and we still do not know the accuracy of these factors for predicting type 2 diabetes. Improved understanding of the demographic and socioeconomic disparities predicting type 2 diabetes risk in the population would contribute to more precise and effective public health interventions. Research design and methods: We analyzed the risk of type 2 diabetes among 4 334 030 individuals aged 40-84 years who by 2010 had resided in Sweden for at least 5 years. We stratified the study population into 120 strata defined by categories of age, gender, income, education, and immigration status. We calculated measures of absolute risk (prevalence) and relative risk (prevalence ratio), and quantified the discriminatory accuracy of the information for predicting type 2 diabetes in the population. Results: The distribution of type 2 diabetes risk in the population was highly heterogeneous. For instance, immigrated men aged 70-79 years with low educational achievement and low income had a risk around 32 times higher than native women aged 40-49 years with high income and high educational achievement (ie, 17.6% vs 0.5%). The discriminatory accuracy of the information was acceptable. Conclusion: A more detailed, intersectional mapping of socioeconomic and demographic distribution of type 2 diabetes can assist in public health management aiming to reduce the prevalence of the disease."
17522961,0,a,"The pattern of end-stage renal disease (ESRD) has changed significantly with the emerging predominance of elderly patients. Age is no longer seen as a contraindication to dialysis. Based on 2004 data, in the USA, patients aged 45-64 years old comprise the largest portion of the incident population, while patients aged 75 and older have the highest incident rates of ESRD. Mortality is higher among the elderly dialysis patients for whom cardiovascular diseases and infections are the most common causes of death. The quality of life (QoL) of these patients has been found to vary in different investigations, dependent on such factors as the investigator(s), the composition of the study group and the criteria used, among others; however, age was always found one of the major determinants of their QoL. Quality-of-life data suggest that older dialysis patients have similar levels of social functioning and mental health as younger dialysis patients but that their level of physical functioning is poorer. As such, the survival and QoL of elderly patients depends mainly on the severity of the comorbid conditions. The rationing of dialysis on the basis of age alone is not justified as dialysis can provide elderly patients with the means to gain the health status that permits them to enjoy life, but in their own way."
8827145,0,a,"A theoretical model was used to examine the influence of relationship factors, pregnancy intentions, contraceptive behavior and other psychosocial characteristics on stages of behavior change in condom use among heterosexual black women of reproductive age. Data from an inner-city street survey compared women who were not contemplating condom use, women who were attempting to use condoms or had used them consistently for short periods of time, and those who had achieved long-term consistent use. Women's relationship with their main partner appears to be an important factor in understanding their use of condoms both with main partners and with other partners. For condom use with the main partner, factors such as emotional closeness and partner support were significant predictors of the likelihood that women would be attempting to use condoms rather than not contemplating use. Cohabitation and the belief that condom use builds trust were significant predictors of long-term consistent condom use. Having a regular or main partner was strongly associated with intentions to use condoms with other partners. Women who wanted to become pregnant were much less likely to intend to use condoms with their main partner, and women using oral contraceptives were less likely to be long-term consistent condom users."
9842499,0,a,"The purpose of this study was to assess the role of needs and social factors in the use of health services among children under age 15 in Catalonia, Spain, where health care reform was explicitly designed to facilitate universal access to primary care according to health needs. Data from the Catalan Health Interview Survey of 1994, a multistage probability sample (2,433 children under 15 years old), were analyzed. Multiple regression examined the relationship between health needs and number of visits in the last year, controlling for the effect of sociodemographic characteristics. Two logistic regression equations were selected to predict heavy (more than seven visits per year) and light (less than two visits) utilization of services. The multiple regression model explained 14.3 percent of the variance in number of visits, with health status perception, disability, reported chronic condition, restriction of activities, and having had a recent accident by far the most important determinants. No familial socioeconomic characteristics, including social class, education, or family size, influenced the extent of use. In contrast to health systems not designed to achieve either universal access according to need or strong primary care, universal access to health services in Catalonia appears to enhance the use of services among children with health needs, regardless of socioeconomic characteristics."
2746717,1,a,"The paper reviews approaches to relapse in the treatment of cocaine abusers. Approaches reveal a common mechanism underlying relapse that involves drug craving, recall of euphoria, environmental cues, denial, myths of being able to sell or use drugs, and painful affect states necessitating use of a multifaceted clinical technique. Empirical validation of a common mechanism underlying relapse establishes a typology of psychological and environmental determinants of relapse for crack cocaine smokers (N = 35) who relapse after hospital detoxification and return a second time. Major findings are that relapse follows a painful emotional state (40%), failure to enter arranged aftercare treatment (37%), or encounters with conditioned environmental stimuli (34%), and involves narcissistic psychopathology and denial (28.5%) and interpersonal stress (24%); 85.7% involve multideterminants. Case examples illustrate the role of multideterminants in relapse. The paper educates clinicians to the integrated theory and multifaceted clinical technique necessary for efficacious treatment of cocaine patients, while the typology predicts probable relapse situations."
28466762,1,a,"Few studies provide an insight into what factors contributed to declines in the mortality rates of developing countries before the Second World War. In this paper, statistics on causes of death from Cuba, particularly Havana, are used to investigate what may have been some of the principal determinants of mortality decline in the developing world before the arrival of modern drugs and insecticides. Trends in cause-specific mortality are examined in the light of Cuba's social, economic, medical and public health history. The Cuban experience strongly suggests that in this country public health and sanitary reforms and nutritional improvements were largely responsible for initial declines in mortality throughout the first half of the twentieth century. One important finding is that the impact of these reforms and improved nutrition was greatly influenced by prevailing economic conditions. Periods of economic prosperity facilitated declines in mortality; but in times of adversity, the reverse occurred. It appears that during prosperous periods the maintenance and expansion of public health and sanitary facilities were made possible by increased public and private revenues, and that individuals had access to a more abundant diet. The severe economic crisis of the Great Depression had the opposite effect. With the appearance of sulphonamides in the late 1930s, antibiotics, and residual insecticides and other specific measures at the end of the Second World War, the relevance of economic conditions as a determinant of mortality decline diminished. Although this analysis points to the aforementioned trends, the Cuban experience also suggests that other factors enter into the process of declining mortality and that this phenomenon can only be explained as the result of the complex interplay of many forces."
3232579,1,a,"Self-esteem, maternal employment, and work-family plans are examined in relation to sex role orientations of late adolescents. Data are analyzed from questionnaires administered to 387 males and females. It was found that future work-family plans were closely tied to sex role orientations of adolescents of both sexes. However, self-esteem, evaluation of the relative difficulty of male-female sex roles, and projected childlessness were salient to sex role attitudes of females but not of males. Positive evaluations of self were related to non-traditional sex role orientations among females. Maternal employment differentially affected male and female children. Sons of women in high-status occupations were reluctant to get involved in a two-career family with children. Mothers' occupational status had little influence on the plans or sex role attitudes of daughters. The results indicate that future research should investigate whether maternal employment in high-status occupations, while providing a wider range of acceptable models for girls, may serve as a negative model for boys."
3563565,1,a,"Patient-practitioner transactions in the ambulatory setting have become an increasingly important focus for research in recent years. In particular, there is growing interest in providing empirical support for our anecdotal, 'common-sense' notions that clinical encounter experiences are a major determinant of outcomes such as the patient's satisfaction with the encounter. The present study was designed to look at this issue and addressed the following two research questions: Is there a relationship between fulfillment of patient requests for services and patient satisfaction with the clinical encounter? and What degree of satisfaction is explained by the qualities of the encounter as compared to the characteristics of the patient, physician, and system of health care? Four newly-developed instruments were administered to a convenience sample of 144 adult patients and their physicians prior to and following actual visits to a University Family Practice Center. Meeting patients' requests increased their satisfaction with the encounter. At least 19% of the variance in patient satisfaction could be attributed to request fulfillment. The implications of these findings for future research into the doctor-patient relationship are discussed."
17876483,0,a,"More than any other low- and middle-income country, Brazil has the longest research tradition of establishing, maintaining and exploiting birth cohort studies. This research pedigree is highlighted in the present issue of the Brazilian Journal of Medical and Biological Research, which contains a series of twelve papers from the Ribeirao Preto and Sao Luis birth cohort studies from the Southeast and Northeast of Brazil, respectively. The topics covered in this raft of reports vary and include predictors of perinatal health and maternal risk factors, early life determinants of cardiovascular risk factors in childhood and adolescence, use of health services, and a description of dietary characteristics of young adults, amongst other topics. There is also a guide to the background, objectives, sampling and protocols employed across these studies, which, together with similar pieces published in past issues of the Brazilian Journal, serve as a very useful starting point, particularly for potential collaborators. In the fervent hope that further follow-up of these cohorts will take place--we provide our own justification for cohort maintenance and extension in this issue--future data collection could include: genetic material, atherosclerosis, ascertained, for instance, by intima-media thickness, and IQ testing in children--scores from which are emerging as potentially important predictors of adult health outcomes up to six decades later."
6705636,1,a,"This essay is based on the assumption that a long-neglected topic of socialization, the determinants of individual differences in parental functioning, is illuminated by research on the etiology of child maltreatment. Three domains of determinants are identified (personal psychological resources of parents, characteristics of the child, and contextual sources of stress and support), and a process model of competent parental functioning is offered on the basis of the analysis. The model presumes that parental functioning is multiply determined, that sources of contextual stress and support can directly affect parenting or indirectly affect parenting by first influencing individual psychological well-being, that personality influences contextual support/stress, which feeds back to shape parenting, and that, in order of importance, the personal psychological resources of the parent are more effective in buffering the parent-child relation from stress than are contextual sources of support, which are themselves more effective than characteristics of the child."
