sentence_source,label,label_notes,sentence
17176233,1,a,"ISSUE ADDRESSED: If they are to respond effectively to health inequities, organisations involved in health promotion need to refocus on the social determinants of health (SDH) and the distribution of resources for health. METHODS: This paper examines the potential of health promotion foundations (HPFs), a semi-autonomous arm of the state, to act at several policy and program intervention points to address the SDH and reduce health inequities. CONCLUSION: The public purpose, enterprise and innovation potential of health promotion foundations provides them with unique capacity to respond to SDH. In the complex and contested policy environment surrounding action on the determinants of health, the role that foundations can most usefully play is that of a change agent in a broader social movement seeking health equity."
11264268,1,a,"OBJECTIVES: The purpose of this study was to evaluate the relationship of self-rated health to a measure of physical status, based on a professional rating of the individual's health from a strictly physical point of view. METHODS: A random selection of 407 people over the age of 20 from the north-western catchment area of greater Stockholm were invited in 1995 to a physical examination, including a self-report questionnaire with questions about self-rated health, lifestyle, psychosocial factors and quality of life. A measure of physical health on a 5-point graded scale was constructed using the information from the records of the physical examination as a base. RESULTS: Self-rated health and the professional ratings of health coincided in approximately 60% of the cases. There were a relatively large number of cases where the ratings were contradictory. The correlation between the scales was 0.45. Comparison between the two ratings with respect to association with potential determinants showed that physical factors naturally explained most of the variances in physical health, whereas social and mental well-being and somatic conditions (women) were the most important explanatory variables for self-rated health. Irrespective of whether they had ""favourable"" or ""unfavourable"" health, those with ""poor"" self-rated health also had perceived lower social and mental well-being, less appreciation, more somatic conditions (women) and worse coping abilities (men). CONCLUSIONS: With mental, psychosocial and social problems becoming more pronounced in sickness patterns for primary care patients, self-rated health could be a helpful device, especially when time resources for consultations are short. This measure could also give a more global view of the patient's situation when effectivity and rationality can be a threat to a holistic view of the patient."
31744477,0,a,"BACKGROUND: Living with multiple chronic conditions (MCC), the coexistence of two or more chronic conditions, is becoming more prevalent as the population ages. Primary care and home care providers play key roles in caring for older adults with MCC such as facilitating complex care decisions, shared decision-making, and access to community health and support services. While there is some research on the perceptions and experiences of these providers in caring for this population, much of this literature is focused specifically on family physicians. Little is known about the experiences of other primary care and home care providers from multiple disciplines who care for this vulnerable group. The purpose of this study was to explore the experiences of primary and home care healthcare providers in supporting the care of older adults with MCC living in the community, and identify ways of improving care delivery and outcomes for this group. METHODS: The study used an interpretive descriptive design. A total of 42 healthcare providers from two provinces in Canada (Ontario and Alberta) participated in individual semi-structured, face-to-face 60-min interviews. Participants represented diverse disciplines from primary care and home care settings. Inductive thematic analysis was used for data analysis. RESULTS: The experiences and recommendations of healthcare providers managing care for older adults with MCC were organized into six major themes: (1) managing complexity associated with MCC, (2) implementing person-centred care, (3), supporting caregivers, (4) using a team approach for holistic care delivery, (5) encountering challenges and rewards, and (6) recommending ways to address the challenges of the healthcare system. Healthcare providers identified the need for a more comprehensive, integrated system of care to improve the delivery of care and outcomes for older adults with MCC and their family caregivers. CONCLUSIONS: Study findings suggest that community-based healthcare providers are using many relevant and appropriate strategies to support older adults living with the complexity of MCC, such as implementing person-centred care, supporting caregivers, working collaboratively with other providers, and addressing social determinants of health. However, they also identified the need for a more comprehensive, integrated system of care."
11410405,1,a,"The major skeletal determinants of fracture risk are bone mass and postmenopausal bone loss with gradual destruction of trabecular bone architecture. Therefore, the management of osteoporosis is to prevent bone loss after menopause in women below 60 years of age. We need a screening test of bone mineral density (BMD) with the ability to identify correctly individuals with accelerated bone loss; unnecessary treatment has to be avoided. But without measurable extraskeletal factors, no technique assessing BMD as single test has the reasonable high sensitivity and specificity for the diagnosis of fast bone losers. It is on principle the repeated volumetric bone measurement--within 12 months--in the pure trabecular bone, especially at distal radius of the non-dominant arm with the peripheral quantitative computed tomography (pQCT), being able to detect accurately the individuals as fast bone losers with trabecular bone loss > 8 mg/cm3 or > 3.5% per year (prevalence about 35%). Only women with very high trabecular BMD (in highest quintile) have no risk for osteoporosis."
15768772,1,a,"This is an exploratory study to examine the social and cultural determinants of the teaching of HIV/AIDS sex education among secondary school teachers in Eastern Nigeria. The research analyses how teachers perceive passing their knowledge of HIV/AIDS prevention measures to their students in the context of their cultural and social norms, which restrict open discussion of sex. This is a qualitative study based on in-depth interviews with 60 teachers drawn from secondary school teachers in Eastern Nigeria, supplemented with five focus group discussions, and content analysis of teachers' lesson preparatory notes. The findings show a high level knowledge of HIV/AIDS preventive measures among teachers. However, teachers are not passing on this knowledge because of cultural and social inhibitions. In addition, teachers have not been receiving adequate training and motivation on information, education and communication for HIV/AIDS sex education. The situation calls for serious policy intervention."
18567407,1,a,"There are relatively few systematic investigations concerning sexual disorders in schizophrenia. In the paper, the most important set of symptoms of sexual disorders in schizophrenia, such as weaker libido, erection and ejaculation disturbances in men, and lubrication and orgasm disturbances in women are described. The lacking of satisfactory partner and sexual relationships is emphasized in the article. In the case of women, the most significant are the problems related to the period of pregnancy, childbirth and care giving. The overview of research literature is focused on differences between females and males in relation to sexual disorders determinants as well as clinical, mental and social effects in the course of schizophrenia."
19641993,0,a,"This paper concerns the medical, religious, and social discourse around abortion. The primary goal of this paper is to better understand how seven of the world's major religious traditions (Roman Catholic, Lutheran, Jewish, Islamic, Buddhist, Confucian, and Hindu) address abortion 'in the clinic'. We do not aim to critique these commentaries but to draw out some of the themes that resonate through the commentaries and place these within complex social contexts. We consider the intersection of ontology and morality; the construction of women's selfhood; the integration of religious beliefs and practices in a secular world. We suggest that for many women, religious doctrine may be balanced with secular logic as both are important and inextricably linked determinants of decision making about the termination of pregnancy."
17929613,1,a,"BACKGROUND: The term Naturally Occurring Retirement Communities (NORCs) has been used since the 1980s. NORCs are defined as communities where people remain or move to when they retire. NORCs develop 'naturally', meaning that seniors tend to remain or move there when they retire, although the residences and physical environment were not constructed for a senior population. The term, Healthy-NORC, has been introduced and is associated with healthy aging. OBJECTIVES/METHODS: We describe how demographic trends will facilitate a dramatic growth in NORCs. Acknowledging the 'Determinants of Health' model, we suggest that some determinants impact people differently at different ages. We also suggest that more attention be focused on the impact of physical/social environments on health, and that some determinants of health are particularly relevant for seniors. We argue that NORCs exist on a spectrum, from NORC to H-NORC, and that health benefits for seniors increase as NORCs adopt additional characteristics associated with improved senior health. We also illustrate H-NORC research methods and policy options for local governments. RESULTS/CONCLUSION: Compared to the provision of additional medical and social services, H-NORCs represent a low-cost approach to facilitating healthy aging. Municipal governments can promote healthy aging and should pursue policies that will stimulate H-NORC development."
30585640,0,a,"Gallstones, a common gastrointestinal condition, can lead to several digestive complications and can result in inflammation. Risk factors for gallstones include obesity, diabetes, smoking and physical inactivity, all of which are known risk factors for colorectal cancer (CRC), as is inflammation. However, it is unclear whether gallstones are a risk factor for CRC. We examined the association between history of gallstones and CRC in the European Prospective Investigation into Cancer and Nutrition (EPIC) study, a prospective cohort of over half a million participants from ten European countries. History of gallstones was assessed at baseline using a self-reported questionnaire. The analytic cohort included 334,986 participants; a history of gallstones was reported by 3,917 men and 19,836 women, and incident CRC was diagnosed among 1,832 men and 2,178 women (mean follow-up: 13.6 years). Hazard ratios (HR) and 95% confidence intervals (CI) for the association between gallstones and CRC were estimated using Cox proportional hazards regression models, stratified by sex, study centre and age at recruitment. The models were adjusted for body mass index, diabetes, alcohol intake and physical activity. A positive, marginally significant association was detected between gallstones and CRC among women in multivariable analyses (HR = 1.14, 95%CI 0.99-1.31, p = 0.077). The relationship between gallstones and CRC among men was inverse but not significant (HR = 0.81, 95%CI 0.63-1.04, p = 0.10). Additional adjustment for details of reproductive history or waist circumference yielded minimal changes to the observed associations. Further research is required to confirm the nature of the association between gallstones and CRC by sex."
29466343,0,a,"The Power Over Pain-Coaching (POP-C) intervention was developed to improve functional status and decrease pain and pain-related distress among ambulatory African American patients with cancer. By bypassing the effects of disparities, the POP-C intervention may help to decrease suffering among African American patients with cancer pain; consequently, it contributes to improving quality of life and addressing social and other determinants of health among members of this population. ."
21862532,0,a,"OBJECTIVE: To determine the trend in the association between socioeconomic status and sex and median age at death from cystic fibrosis in England and Wales, over the past 50 years. DESIGN: Series of annual cross sectional studies of all registered deaths with a diagnosis of cystic fibrosis in England and Wales, from 1959 to 2008. METHODS: We obtained national mortality data for cystic fibrosis from the Office for National Statistics. From 1959 to 2000, the Registrar General's Social Class coded socioeconomic status as manual or non-manual. From 2001 onwards, the National Statistics Socioeconomic Classification was implemented and socioeconomic status was split into three groups: professional and managerial, intermediate, and routine and manual. We calculated median age at death for every study year. We calculated the effects of sex and socioeconomic status on the odds of death above the median age at death for every study decade using logistic regression. RESULTS: From 1959 to 2008, 6750 deaths were attributed to cystic fibrosis in England and Wales. Males were more likely to die above the annual median age at death than females (from 1959 to 1999, adjusted odds ratio for socioeconomic status 1.28, 95% confidence intervals 1.13 to 1.45; from 2000 to 2008, 1.57, 1.18 to 2.08). Individuals in the highest socioeconomic class were also more likely to die above the median age of death than those in the lowest socioeconomic class (from 1959 to 2000, adjusted odds ratio for sex 2.50, 2.16 to 2.90; from 2001 to 2008, 1.89, 1.20 to 2.97). CONCLUSIONS: Socioeconomic status and sex remain strong determinants of survival from cystic fibrosis in England and Wales, and the magnitude of these effects does not appear to have substantially reduced over time."
14765475,1,a,"This article is one of a series commissioned to mark the tenth anniversary of the Canadian HIV/AIDS Legal Network, discussing past developments and future directions in areas of policy and law related to HIV/AIDS. It takes a critical look at Canada's drug policy. Despite calls for a balanced approach focused on reducing drug-related harm, Canada's method of dealing with problems of illicit drug use has remained prohibitionist in nature, and by far the greatest part of federal funding is devoted to supply-reduction initiatives. Considerable changes in policy and law are needed to significantly reduce the harms associated with injection drug use in Canada. These include developing a comprehensive and integrated strategy, exploring alternative legal frameworks, piloting innovative approaches to reducing injection-related harms, and investing in broad social policies that address the determinants of injection drug use."
10726937,1,a,"In order to understand and elicit the psychosocial factors influencing compliance with sexual partner referral, 10 focus group discussions (FGDs) and 40 individual interviews based on the attitude-social influence-self efficacy (ASE) model were held in Mbarara District of Uganda. The focus groups were derived from both rural and urban areas. Informal interviews were held with 20 men and 20 women presenting with symptoms of a sexually transmitted disease (STD) at the outpatient department of Mbarara Hospital. The emerging outcome of attitudinal beliefs regarding health consequences of partner referral were mainly positive. However, outcome beliefs relating to the relationship with the partners were mainly negative. Social influence for sexual partner referral was from health-care providers, partner(s), friends and relatives. The self-efficacy beliefs were mainly negative especially among women. Barriers hampering sexual partner referral were related to poor quality of health care, gender relations and type of sexual partners. There is a need to target these beliefs and self-efficacy expectations in health education and STD counselling and for more research to evaluate the psychosocial determinants of sexual partner referral quantitatively."
15353189,1,a,"The role of lifestyle in mediating the relationship between socio-economic characteristics and health has been discussed extensively in the epidemiological and economic literatures. Previous analyses have not considered a formal framework incorporating unobservable heterogeneity. In this paper, we develop a simple economic model in which health is determined (partially) by lifestyle, which depends on preferences, budget and time constraints and unobservable characteristics. We estimate a recursive empirical specification consisting of a health production function and reduced forms for the lifestyle equations using Maximum Simulated Likelihood (MSL) for a multivariate probit (MVP) model with discrete indicators of lifestyle choices and self-assessed health (SAH) on British panel data from the 1984 and 1991 Health and Lifestyle Survey (HALS). We find that sleeping well, exercising, and not smoking in 1984 have dramatic positive effects on the probability of reporting excellent or good SAH in 1991, and that these effects are much larger having accounted for endogeneity. The failure of epidemiological analyses to account for unobserved heterogeneity can explain their low estimates of the relevance of lifestyle in the socio-economic status-health relationship. Indicators for prudent alcohol consumption and eating breakfast in 1984 are not found to be statistically significant determinants of SAH in 1991."
18573196,1,a,"BACKGROUND: Many youth fail to meet the recommended guidelines for physical activity. Walking and cycling, forms of active travel, have the potential to contribute significantly towards overall physical activity levels. Recent research examining the associations between physical activity and the environment has shown that environmental factors play a role in determining behaviour in children and adolescents. However, links between the environment and active travel have received less attention. METHODS: Twenty four studies were identified which examined the associations between the environment (perceived or objectively measured) and active travel among youth aged 5-18 years. Findings were categorised according to the location of the environmental measure examined; attributes of the neighbourhood, destination and the route between home and destination. RESULTS: Results from the reviewed studies indicated that youth active travel is positively associated with social interactions, facilities to assist active travel and urban form in the neighbourhood as well as shorter route length and road safety en-route. A conceptual framework is presented which highlights the associations between active travel behaviours and environmental factors, drawing upon both existing and hypothesised relationships. CONCLUSION: We provide a review of the available literature and present a novel theoretical framework that integrates the environment into the wider decision making process around travel choices for children and adolescents. Further work should explore associations where gaps in understanding have been identified, and account for the main moderators of behaviour so hypothesised associations can be confirmed."
11580765,1,a,"PURPOSE: Part of our research intended to explain ""Quality of Life"" (QoL) differences between people with epilepsy. To this end, a series of already existing generic and disease-specific health status measures were used. In this study, they were considered as determinants of people's QoL, whereas QoL itself was conceived as a general ""value judgment"" about one's life. METHODS: From the records of four outpatient clinics, 210 persons with epilepsy were randomly selected. During their visit to the outpatient clinic, they completed a questionnaire assessing, among other things, health perceptions and social and psychological functioning. Additional information about their medical and psychosocial status was gathered from the patient files. Data were analysed by using a hierarchical regression analysis. RESULTS: In decreasing order of importance, ""psychological distress,"" ""loneliness,"" ""adjustment and coping,"" and ""stigma perception"" appeared to contribute most significantly to the outcome QoL as judged by the patients themselves, regardless of their physical status. In the final model, none of the clinical variables (onset, seizure frequency, side effects of antiepileptic drugs) contributed significantly anymore to the patients' ""quality-of-life judgement."" Apparently the effect of other variables such as seizure frequency and health perceptions, medication and side effects, life fulfillment, self-esteem, and mastery is mediated by these variables. CONCLUSIONS: Because all of the variance in QoL of the patients was explained by the psychosocial variables included in this study, health professionals should be aware of the significance of the psychosocial functioning of the patients and the role it plays in the achievement of a good QoL. Both informal and professional support may be an adjunct to conventional treatment. In future research, this issue should be given high priority."
18556168,1,a,"OBJECTIVES: The aim of this exploratory study was to test the applicability of a theoretical model to develop patient-related interventions. In this model knowledge, psychosocial mediators, self-efficacy and behaviour are determinants of patient-related interventions. METHODS: The model was tested on 278 patients with mild or moderate chronic obstructive pulmonary disease (COPD), recruited in a primary care setting. Hierarchical regression analyses were applied using data from self-reported questionnaires and clinical data from an electronic data registry. RESULTS: Knowledge, psychosocial mediators, self-efficacy and behaviour proved to be, to a moderate degree, predictors of outcomes in COPD care. Moreover, physical activity appeared to be a significant predictor for all clinical and functional outcomes. CONCLUSION: Theoretically expected associations of patient-related interventions are existent in patients with mild or moderate COPD. The application of theoretical models in designing patient-directed interventions in COPD care is therefore feasible. PRACTICE IMPLICATIONS: More attention should be paid to the patterns of physical activity in patients with mild to moderate COPD. The results of this study are also useful in the development of patient-related interventions. Future interventions should be designed along the lines of theory on behaviour change, such as social cognitive theory."
11565446,1,a,"OBJECTIVES: The negative health effects of cigarette smoking are nowadays well known. An important prerequisite for the implementation of rewarding health promotion campaigns aiming at reducing the tobacco dependency in the general population is the knowledge about smoking prevalences in different social population groups, and specific information about social factors and determinants influencing smoking behaviour. METHODS: In this regard, the Microcensus is a very valuable data source for Germany. Included in the present analysis are persons aged 18 years and older, which are present in the ""Microcensus Public Use File 1995"" and had answered the questions about their smoking behaviour (N = 186,424). The dependent study variable is current cigarette smoking. Independent study variables are sociodemographic factors (age, sex, family status), occupational status, unemployment, socio-economic situation and regional-specific variables (size of community, East vs West Germany). RESULTS: All together, 30.5% of the males and 18.0% of the females were current smokers. Significantly higher smoking rates were observed for persons living in metropolitan areas, persons with low educational achievement and low occupational status, for people being divorced, unemployed, and living on social welfare. In a second step, we analysed the cumulative effect of these social factors for current smoking status. In summary, it was found that the cumulation of social determinants explained a great part of the variance in smoking prevalence. Current smoking was four to six times more prevalent in population groups characterised by several unfavourable social conditions compared to more privilege population groups. CONCLUSIONS: Thus, smoking related prevention activities should be evaluated, among others, regarding their potential to reduce the social polarisation of the smoking epidemic."
15629682,1,a,"Accidental drug overdose continues to be a substantial cause of mortality for drug users. Characteristics of the neighborhood built environment may be important determinants of the likelihood of drug overdose mortality independent of individual-level factors. Using data from the New York City Office of the Chief Medical Examiner, we conducted a multilevel case control study using data on accidental overdose deaths as cases and non-overdose accidental deaths as controls. We used archival data from the New York City Housing and Vacancy Survey and the Mayor's Office of Operations to assess characteristics of neighborhood external (e.g. dilapidation of buildings) and internal (e.g. quality of utilities in houses) built environment. Multilevel analyses were used to assess the relations between the neighborhood built environment and the likelihood of overdose death. Six out of the eight characteristics of the external environment studied and three out of the six characteristics of the internal environment studied were significantly associated with the likelihood of fatal drug overdose in multilevel models after adjusting for individual-level (age, race, sex) and neighborhood-level (income, drug use) variables. Deterioration of the built environment, particularly the external environment, is associated with an increased likelihood of fatal accidental drug overdose. Disinvestment in social resources, psychosocial stressors, neighborhood differences in response to a witnessed overdose, and differences in vulnerability to the adverse consequences of drug use in different neighborhoods may explain the observed associations."
27342990,0,a,"Lower mental health functioning, unstable housing, and drug use can complicate HIV clinical management. Merging programmatic and surveillance data, we examined characteristics and outcomes for HIV Care Coordination clients enrolled between December 2009 and March 2013. For clients diagnosed over 12 months before enrollment, we calculated post- versus pre-enrollment relative risks for short-term (12-month) care engagement and viral suppression. Both outcomes significantly improved in all subgroups, including those with lower mental health functioning, unstable housing, or hard drug use. Analyses further stratified within barrier-affected groups showed a tendency toward greater improvement when that barrier was reduced during the follow-up year."
